fundingTime,fundingRate,markPrice
1698796800000,0.0001,81.46
1698825600000,0.0001,82.34
1698854400000,0.0001,85.76166847
1698883200001,0.00036882,89.25359244
1698912000000,0.00015244,93.60608653
1698940800000,0.0001,91.4
1698969600000,0.0001,92.00158945
1698998400000,0.0001,90.99
1699027200000,0.00011324,92.83
1699056000000,0.00028239,90.22
1699084800000,0.00023076,90.65199649
1699113600000,0.0001,89.03
1699142400000,0.00020368,90.13
1699171200000,0.00028391,90.13
1699200000000,0.00015045,88.13
1699228800000,0.0001,89.15
1699257600001,0.0001,93.37
1699286400000,0.0001,95.91365331
1699315200001,0.0001,100.26448514
1699344000000,0.0001,97.63709267
1699372800000,0.0001,96.60989278
1699401600000,0.0001,97.50718986
1699430400000,0.0001,96.09270766
1699459200000,0.0001,98.13840154
1699488000000,0.0001,100.30551471
1699516800000,0.0001,106.31296738
1699545600000,0.0001,100.26478299
1699574400000,0.0001,100.83492157
1699603200000,0.0001,97.78787322
1699632000000,0.0001,97.73100359
1699660800000,0.0001,100.33713578
1699689600000,0.0001,96.09
1699718400000,0.0001,98.53
1699747200000,0.0001,96.9644539
1699776000000,0.0001,98.1565817
1699804800001,0.0001,96.31544669
1699833600000,0.0001,99.79834019
1699862400000,0.0001,97.8017666
1699891200000,0.0001,97.25555165
1699920000000,0.0001,92.90251069
1699948800000,0.0001,94.89879505
1699977600001,0.0001,92.90342321
1700006400000,0.0001,90.77411446
1700035200000,0.0001,93.46469044
1700064000000,0.0001,94.67026641
1700092800000,0.0001,95.49159823
1700121600000,0.0001,97.56
1700150400001,0.0001,92.37
1700179200000,0.0001,91.1
1700208000001,0.0001,90.62865721
1700236800001,0.0001,85.36
1700265600000,0.0001,88.74266806
1700294400000,0.0001,84.98
1700323200000,0.0001,87.32
1700352000000,0.0001,88.13140839
1700380800000,0.0001,88.67829015
1700409600000,0.0001,88.82569156
1700438400000,0.0001,91.51
1700467200000,0.0001,92.234357
1700496000000,0.0001,91.75008655
1700524800000,0.0001,90.26875784
1700553600000,0.0001,88.84350707
1700582400000,0.0001,88.45
1700611200000,0.0001,84.48299508
1700640000000,0.0001,88.74738894
1700668800000,0.0001,92.31
1700697600000,0.0001,95.4170221
1700726400000,0.0001,95.80071177
1700755200001,0.0001,95.66
1700784000000,0.0001,96.03638355
1700812800000,0.0001,97.28774166
1700841600000,0.0001,97.63654437
1700870400000,0.0001,99.18010173
1700899200000,0.0001,99.23698727
1700928000000,0.0001,100.05
1700956800000,0.0001,99.64235246
1700985600000,0.0001,102.17702933
1701014400000,0.0001,98.62440411
1701043200000,0.0001,97.94618757
1701072000001,0.0001,95.76274324
1701100800000,0.0001,94.520539
1701129600000,0.0001,96.271642
1701158400000,0.0001,94.3
1701187200000,0.0001,94.76
1701216000001,0.0001,96.93718891
1701244800000,0.0001,97.97172978
1701273600000,0.0001,96.68577142
1701302400000,0.0001,96.52393002
1701331200000,0.0001,95.93
1701360000000,0.0001,96.84184706
1701388800000,0.0001,98.32127613
1701417600000,0.0001,99.83
1701446400000,0.0001,100.7
1701475200000,0.0001,100.17854697
1701504000000,0.0001,102.08
1701532800000,0.0001,101.5525217
1701561600000,0.0001,104.25381546
1701590400000,0.00012854,103.60443726
1701619200000,0.0001,102.2405442
1701648000000,0.00012632,102.83
1701676800000,0.0001,102.62171334
1701705600000,0.0001,98.51
1701734400000,0.0001,100.04502466
1701763200000,0.0001,96.90194423
1701792000000,0.0001,97.01
1701820800000,0.0001,98.67821961
1701849600000,0.0001,97.48758951
1701878400000,0.0001,97.63452562
1701907200000,0.0001,96.28
1701936000000,0.00012373,98.48
1701964800000,0.0001,98.34462918
1701993600000,0.0001,98.73
1702022400000,0.00020897,99.59926806
1702051200000,0.0001,96.99486926
1702080000000,0.0001,99.48887417
1702108800000,0.0001,103
1702137600000,0.0001,100.42939347
1702166400000,0.0001,98.65
1702195200000,0.0001,99.08213949
1702224000000,0.0001,98.05256847
1702252800000,0.0001,97.96706717
1702281600000,0.0001,90.75
1702310400000,9.933e-05,90.45
1702339200000,4.14e-06,91.59413922
1702368000000,0.0001,92.76
1702396800000,0.0001,92.60218546
1702425600000,0.0001,92.6508775
1702454400000,0.0001,89.98
1702483200001,0.0001,93.19
1702512000000,0.0001,94.75580622
1702540800000,0.0001,95.24721319
1702569600000,0.0001,97.46294295
1702598400000,0.0001,107.19079297
1702627200000,0.00016072,107.69
1702656000000,0.0001,111.15148768
1702684800000,0.0001,108.25
1702713600000,0.0001,105.10792586
1702742400001,0.0001,107.57
1702771200000,0.0001,104.84
1702800000000,0.0001,102.53163148
1702828800000,0.0001,103.36385334
1702857600000,0.0001,100.14882375
1702886400001,0.0001,96.85823061
1702915200000,0.0001,95.36
1702944000000,0.0001,99.4
1702972800000,0.0001,106
1703001600000,0.0001,102.50608114
1703030400000,0.0001,101.3800891
1703059200000,0.0001,102.01
1703088000000,0.0001,104.12619896
1703116800000,0.0001,100.12016689
1703145600000,0.0001,100.41537807
1703174400000,0.00018171,99.44
1703203200000,0.00030942,101.74698793
1703232000000,0.00012248,99.09418708
1703260800000,0.00010262,100.18
1703289600000,0.00034025,100.15830185
1703318400001,0.0001,96.23249229
1703347200000,0.0001,98.0671493
1703376000000,0.0001,99.42586956
1703404800000,0.00010718,102.01190209
1703433600000,0.0001,101.54175709
1703462400000,0.0001,99.58765124
1703491200000,0.0001,103.06238073
1703520000000,0.00033693,101.78
1703548800000,0.0001,102.84
1703577600000,0.0001,100.34440726
1703606400000,0.0001,105.06646791
1703635200000,0.0001,102.97
1703664000000,0.0001,101.34967996
1703692800000,0.00044971,110.7
1703721600000,0.00041946,112.08
1703750400000,0.00053019,122.20602839
1703779200000,0.00050279,114.23
1703808000001,0.00024526,119.02810521
1703836800000,0.00041127,109.30219114
1703865600000,0.00052403,111.48157998
1703894400001,0.00041222,112.53
1703923200000,0.00036861,115.49
1703952000000,0.00024214,112.61571023
1703980800000,0.00020189,111.10811301
1704009600001,0.00030664,113.62
1704038400000,0.00029974,116.28200809
1704067200000,0.00012565,108.78
1704096000000,0.00014543,109.69571349
1704124800000,0.00032166,112.51590552
1704153600000,0.00068483,116.31218507
1704182400000,0.00047193,116.11
1704211200000,0.00050361,112.73401321
1704240000000,0.0002265,110.37586663
1704268800000,0.00012012,111.15
1704297600000,0.0001,101.73299478
1704326400000,-2.94e-06,102.57104036
1704355200000,0.0001,102.3801779
1704384000000,0.0001,105.12
1704412800001,0.0001,103.80611543
1704441600000,0.0001,104.35
1704470400000,0.0001,101.7546514
1704499200000,0.0001,102.94801641
1704528000000,0.0001,98.97265951
1704556800000,0.0001,99.89333508
1704585600000,0.0001,99.39
1704614400001,0.0001,99.92
1704643200001,0.0001,97.86
1704672000000,-7.741e-05,94.86
1704700800000,0.0001,93.75
1704729600000,6.013e-05,95.58197082
1704758400001,0.0001,99.0298296
1704787200000,0.0001,97.36
1704816000000,0.0001,93.45
1704844800000,0.0001,96.43
1704873600000,0.0001,98.64
1704902400000,0.0001,102.44
1704931200000,0.0001,106.99
1704960000000,0.0001,108.85
1704988800000,0.0001,109.49645917
1705017600001,0.0001,109.58
1705046400000,0.0001,109.15148113
1705075200000,0.0001,109.04102169
1705104000000,0.0001,102.98503704
1705132800000,0.0001,104.28
1705161600001,0.0001,105.86253552
1705190400000,0.0001,105.97354042
1705219200000,0.0001,103.76371721
1705248000001,0.0001,103.61
1705276800000,0.0001,99.38
1705305600000,0.0001,101.34
1705334400000,0.0001,101.12408043
1705363200000,0.0001,101.76466896
1705392000000,0.0001,106.32454171
1705420800001,0.0001,105.04
1705449600000,0.0001,103.51
1705478400000,4.636e-05,101.09351213
1705507200000,-1.4e-07,101.01
1705536000001,-2.269e-05,101.29544204
1705564800000,0.0001,101.51123477
1705593600000,5.714e-05,99.84
