fundingTime,fundingRate,markPrice
1698796800000,0.0001,1.332
1698825600000,0.0001,1.344
1698854400000,0.0001,1.456
1698883200001,0.00025666,1.528
1698912000000,0.00041791,1.465
1698940800000,0.0001,1.48
1698969600000,0.0001,1.52602381
1698998400000,0.0001,1.521
1699027200000,0.0001,1.487
1699056000000,0.0001,1.47405918
1699084800000,0.0001,1.501
1699113600000,0.0001,1.47765112
1699142400000,0.0001,1.51314271
1699171200000,0.00023655,1.56366939
1699200000000,0.00025485,1.66478413
1699228800000,0.00023549,1.638
1699257600001,0.0002396,1.60692476
1699286400000,0.00023832,1.57165759
1699315200001,0.00019308,1.585
1699344000000,0.00035303,1.53254698
1699372800000,0.0001,1.45899675
1699401600000,0.0001,1.44578055
1699430400000,0.0001,1.45279017
1699459200000,0.0001,1.459
1699488000000,0.0001,1.469
1699516800000,0.0001,1.49239361
1699545600000,0.0001,1.519
1699574400000,0.0001,1.437
1699603200000,0.0001,1.432
1699632000000,0.0001,1.43511644
1699660800000,0.00013221,1.55541068
1699689600000,0.0001,1.52436027
1699718400000,0.00033983,1.59048526
1699747200000,0.00037383,1.6
1699776000000,0.00043596,1.652
1699804800001,0.00027496,1.67922015
1699833600000,0.0001,1.70289436
1699862400000,0.00016433,1.67872537
1699891200000,0.00017276,1.71713041
1699920000000,0.00023011,1.59153549
1699948800000,0.0001,1.61566362
1699977600001,0.0001,1.55397552
1700006400000,0.0001,1.538
1700035200000,0.0001,1.60938402
1700064000000,0.00025025,1.68453493
1700092800000,0.00023808,1.70266632
1700121600000,0.00022882,1.84749716
1700150400001,0.00027417,1.719
1700179200000,0.0001,1.723
1700208000001,0.0001,1.87598016
1700236800001,0.0001,1.76078594
1700265600000,0.0001,1.87170625
1700294400000,0.0001,1.72550674
1700323200000,0.0001,1.79700922
1700352000000,0.0001,1.77030974
1700380800000,0.0001,1.83482757
1700409600000,0.0001,1.83747697
1700438400000,0.0001,1.98535254
1700467200000,0.0001,2.07102096
1700496000000,0.0001,2.09405401
1700524800000,0.0001,1.99603543
1700553600000,0.0001,1.90797408
1700582400000,0.0001,1.922
1700611200000,0.0001,1.75
1700640000000,0.0001,1.823
1700668800000,0.0001,1.79168319
1700697600000,0.0001,1.82404753
1700726400000,0.0001,1.828
1700755200001,0.0001,1.77139388
1700784000000,0.0001,1.807
1700812800000,0.0001,1.815
1700841600000,0.0001,1.88295337
1700870400000,0.0001,1.833
1700899200000,0.0001,1.86458267
1700928000000,0.0001,1.84885954
1700956800000,0.0001,1.88420945
1700985600000,0.0001,1.87710076
1701014400000,0.0001,1.82
1701043200000,0.0001,1.82724647
1701072000001,0.0001,1.76674501
1701100800000,0.0001,1.734
1701129600000,0.0001,1.78032877
1701158400000,0.0001,1.75086673
1701187200000,0.0001,1.79104172
1701216000001,0.0001,1.821
1701244800000,0.0001,1.87136477
1701273600000,0.0001,1.81210154
1701302400000,0.0001,1.79902014
1701331200000,0.0001,1.8271037
1701360000000,0.0001,1.87737696
1701388800000,0.0001,1.88056123
1701417600000,0.0001,1.86
1701446400000,0.0001,1.87433455
1701475200000,0.0001,1.894
1701504000000,0.0001,1.961
1701532800000,0.0001,1.99046998
1701561600000,0.0001,2.01008461
1701590400000,0.00012987,1.99527237
1701619200000,0.00020998,1.96381376
1701648000000,0.0001581,1.98152313
1701676800000,0.00034174,2.12873283
1701705600000,0.00013127,2.113
1701734400000,0.0001,2.14985135
1701763200000,0.00031015,2.22111043
1701792000000,0.0001,2.21792131
1701820800000,0.00019809,2.25625726
1701849600000,0.0001,2.32454953
1701878400000,0.0001,2.285
1701907200000,0.0001,2.287
1701936000000,0.00026497,2.297
1701964800000,0.0001,2.27632068
1701993600000,0.00048595,2.268
1702022400000,0.00037804,2.213
1702051200000,0.000362,2.29677494
1702080000000,0.00042369,2.38
1702108800000,0.00060313,2.562
1702137600000,0.00048436,2.558
1702166400000,0.00029426,2.423
1702195200000,0.00019617,2.476
1702224000000,0.00014763,2.44300216
1702252800000,0.0002112,2.521
1702281600000,0.00014161,2.30648124
1702310400000,0.0001,2.28944862
1702339200000,0.0001,2.2405471
1702368000000,0.0001,2.3409312
1702396800000,0.00022981,2.308
1702425600000,0.0001,2.30647579
1702454400000,0.0001,2.14336139
1702483200001,0.0001,2.24139895
1702512000000,0.0001,2.33021295
1702540800000,0.00010996,2.27079948
1702569600000,0.000162,2.269
1702598400000,0.00025571,2.326
1702627200000,0.00026796,2.22288943
1702656000000,0.00029999,2.258
1702684800000,0.00017922,2.192
1702713600000,0.00030226,2.26135472
1702742400001,0.00015937,2.38696107
1702771200000,0.00025017,2.391
1702800000000,0.00030305,2.33972348
1702828800000,0.00035728,2.32518088
1702857600000,0.0001633,2.268
1702886400001,0.0001,2.177
1702915200000,0.0001,2.1379088
1702944000000,0.0001,2.291
1702972800000,0.00021543,2.39258375
1703001600000,0.00028201,2.405
1703030400000,0.00011997,2.43328208
1703059200000,0.00013037,2.758
1703088000000,0.00030532,2.93060916
1703116800000,0.0001385,2.84703646
1703145600000,0.0001,2.989
1703174400000,0.00025777,3.418
1703203200000,0.0004127,3.541
1703232000000,0.00033808,3.35994923
1703260800000,0.00055088,3.40951536
1703289600000,0.00046896,3.36136405
1703318400001,0.00013867,3.36571403
1703347200000,0.00015902,3.424
1703376000000,0.00031845,3.908
1703404800000,0.00029781,3.83078869
1703433600000,0.00015072,3.849
1703462400000,0.00013486,3.80110415
1703491200000,0.0002589,3.89207872
1703520000000,0.00021254,4.055
