open_time,open,high,low,close,volume,quote_vol,close_time
1698796800000,2.0314,2.04086559,2.0072,2.03526915,0,0,1698800399999
1698800400000,2.03495707,2.04195006,1.98899229,1.98945024,0,0,1698803999999
1698804000000,1.98984889,2.00558621,1.97444989,1.98590694,0,0,1698807599999
1698807600000,1.98590694,2.00377418,1.97676073,1.99214105,0,0,1698811199999
1698811200000,1.99214105,2.00067319,1.97895982,1.98273307,0,0,1698814799999
1698814800000,1.9826,1.98345107,1.93189359,1.94071492,0,0,1698818399999
1698818400000,1.94011617,1.96214341,1.92758448,1.9513,0,0,1698821999999
1698822000000,1.95134018,1.96595526,1.91539974,1.92220785,0,0,1698825599999
1698825600000,1.92192846,1.94488775,1.91363569,1.9312557,0,0,1698829199999
1698829200000,1.93161812,1.93386532,1.91174111,1.92651506,0,0,1698832799999
1698832800000,1.9262,1.9262,1.89459013,1.90180773,0,0,1698836399999
1698836400000,1.90180766,1.91996286,1.8997,1.91681,0,0,1698839999999
1698840000000,1.91732008,1.9221145,1.88413919,1.9144,0,0,1698843599999
1698843600000,1.9143,1.92973208,1.86105569,1.88135324,0,0,1698847199999
1698847200000,1.88185668,1.90865288,1.84087684,1.85545073,0,0,1698850799999
1698850800000,1.8549552,1.86951431,1.84973289,1.86236072,0,0,1698854399999
1698854400000,1.86236072,1.8803,1.85493791,1.86592446,0,0,1698857999999
1698858000000,1.86581537,1.88004023,1.86557,1.87729337,0,0,1698861599999
1698861600000,1.87729336,1.92881214,1.86809312,1.9006,0,0,1698865199999
1698865200000,1.9006,1.9272,1.87656462,1.88830616,0,0,1698868799999
1698868800000,1.88830615,1.9254,1.88827783,1.92363221,0,0,1698872399999
1698872400000,1.9228,1.92854856,1.90659391,1.92206762,0,0,1698875999999
1698876000000,1.92206762,1.9265471,1.87369982,1.8768,0,0,1698879599999
1698879600000,1.8768,1.89033881,1.86485075,1.8863,0,0,1698883199999
1698883200000,1.8861,1.9069,1.88087143,1.8993,0,0,1698886799999
1698886800000,1.8993,1.9196,1.89443731,1.90071833,0,0,1698890399999
1698890400000,1.90071833,1.91622735,1.8873,1.9035797,0,0,1698893999999
1698894000000,1.9035797,1.92331043,1.90304368,1.90950145,0,0,1698897599999
1698897600000,1.90950979,1.91731686,1.89656106,1.9019,0,0,1698901199999
1698901200000,1.9019,1.90261947,1.86934369,1.8786,0,0,1698904799999
1698904800000,1.87847,1.8853608,1.86640724,1.86803921,0,0,1698908399999
1698908400000,1.8680392,1.8878,1.8628888,1.87011254,0,0,1698911999999
1698912000000,1.87008082,1.87220204,1.8453036,1.8684642,0,0,1698915599999
1698915600000,1.86847059,1.87184869,1.86128957,1.86539658,0,0,1698919199999
1698919200000,1.86536241,1.8777,1.85824234,1.85940638,0,0,1698922799999
1698922800000,1.85940638,1.87323353,1.85236599,1.87103537,0,0,1698926399999
1698926400000,1.87056712,1.88705111,1.8623,1.87230196,0,0,1698929999999
1698930000000,1.87288646,1.87289822,1.81071495,1.83325332,0,0,1698933599999
1698933600000,1.83325332,1.84215333,1.79478426,1.80872163,0,0,1698937199999
1698937200000,1.80872163,1.80889606,1.73601048,1.74664454,0,0,1698940799999
1698940800000,1.74664454,1.76331688,1.70560032,1.73151468,0,0,1698944399999
1698944400000,1.73154195,1.74059629,1.71527045,1.73856468,0,0,1698947999999
1698948000000,1.7385419,1.74484831,1.7206,1.7409,0,0,1698951599999
1698951600000,1.741,1.7713665,1.73554119,1.7711,0,0,1698955199999
1698955200000,1.7715,1.77405668,1.74843684,1.76159472,0,0,1698958799999
1698958800000,1.76159471,1.76260165,1.74381416,1.76043013,0,0,1698962399999
1698962400000,1.76043006,1.76118317,1.73530251,1.73804944,0,0,1698965999999
1698966000000,1.73804943,1.75174257,1.73231739,1.75040993,0,0,1698969599999
1698969600000,1.75042358,1.75849784,1.71482121,1.72625307,0,0,1698973199999
1698973200000,1.726031,1.74319872,1.70378,1.74022305,0,0,1698976799999
1698976800000,1.74027752,1.7761,1.7381,1.7747,0,0,1698980399999
1698980400000,1.77445203,1.777,1.75755071,1.77243444,0,0,1698983999999
1698984000000,1.77243444,1.78661423,1.76285386,1.78658011,0,0,1698987599999
1698987600000,1.7865,1.799,1.77760523,1.79746999,0,0,1698991199999
1698991200000,1.79748363,1.80444512,1.78714961,1.7897,0,0,1698994799999
1698994800000,1.78956777,1.8057,1.78749621,1.7923,0,0,1698998399999
1698998400000,1.7923,1.80380516,1.77513684,1.79414495,0,0,1699001999999
1699002000000,1.7942,1.7998,1.77212302,1.7754,0,0,1699005599999
1699005600000,1.7754,1.78547619,1.76046821,1.78154426,0,0,1699009199999
1699009200000,1.78152412,1.81749132,1.77179336,1.8013361,0,0,1699012799999
1699012800000,1.8013361,1.81863307,1.7945,1.8179445,0,0,1699016399999
1699016400000,1.8184,1.83199281,1.80861427,1.83171093,0,0,1699019999999
1699020000000,1.83171086,1.83220544,1.80475239,1.81,0,0,1699023599999
1699023600000,1.81,1.83466854,1.8030463,1.83397193,0,0,1699027199999
1699027200000,1.83397193,1.83401667,1.8139,1.8311,0,0,1699030799999
1699030800000,1.8309,1.83526508,1.80690793,1.83321661,0,0,1699034399999
1699034400000,1.8332301,1.8705,1.82922203,1.8575,0,0,1699037999999
1699038000000,1.8575,1.86193998,1.8482,1.85608548,0,0,1699041599999
1699041600000,1.85604752,1.8578,1.845836,1.84633234,0,0,1699045199999
1699045200000,1.84633226,1.8554,1.8432545,1.84597732,0,0,1699048799999
