open_time,open,high,low,close,volume,quote_vol,close_time
1698796800000,0.1212,0.12136,0.11996,0.12005,13003361,1566535.19976,1698800399999
1698800400000,0.12005,0.12119,0.11993,0.12063,14255693,1719475.84416,1698803999999
1698804000000,0.12063,0.12115,0.12025,0.12053,9576307,1156158.91681,1698807599999
1698807600000,0.12054,0.12111,0.11995,0.12001,13160923,1585958.16751,1698811199999
1698811200000,0.12001,0.1209,0.11967,0.12014,12778730,1535567.4943,1698814799999
1698814800000,0.12014,0.12014,0.11831,0.1185,18370747,2190523.37558,1698818399999
1698818400000,0.1185,0.11915,0.11757,0.11908,20435822,2417324.1376,1698821999999
1698822000000,0.11906,0.12134,0.11889,0.1211,32731349,3935319.41409,1698825599999
1698825600000,0.1211,0.1218,0.12082,0.12129,26087521,3163230.83731,1698829199999
1698829200000,0.1213,0.12245,0.12104,0.12235,24768902,3020610.4545,1698832799999
1698832800000,0.12235,0.12252,0.12017,0.12039,21426700,2597638.17758,1698836399999
1698836400000,0.12039,0.12082,0.11976,0.12081,13002258,1564558.1908,1698839999999
1698840000000,0.12081,0.1223,0.12025,0.12189,23082604,2799148.88123,1698843599999
1698843600000,0.1219,0.12249,0.1197,0.12065,42391763,5139743.65756,1698847199999
1698847200000,0.12066,0.12108,0.11916,0.11945,26029525,3126735.33874,1698850799999
1698850800000,0.11945,0.12023,0.1191,0.11956,11238571,1345363.71236,1698854399999
1698854400000,0.11955,0.12058,0.11893,0.12024,13528916,1619409.01937,1698857999999
1698858000000,0.12024,0.1209,0.11992,0.12078,11089281,1335925.73179,1698861599999
1698861600000,0.12079,0.12216,0.12045,0.12176,29984962,3635153.45589,1698865199999
1698865200000,0.12175,0.12245,0.1211,0.12177,23723015,2889886.86471,1698868799999
1698868800000,0.12178,0.1227,0.12178,0.12261,20267947,2479751.07976,1698872399999
1698872400000,0.12262,0.12318,0.12181,0.12288,23085780,2830025.18478,1698875999999
1698876000000,0.12288,0.1231,0.12213,0.1223,13207957,1621190.61791,1698879599999
1698879600000,0.12231,0.12273,0.12209,0.12267,11905159,1457895.88164,1698883199999
1698883200000,0.12266,0.1229,0.12209,0.12253,12831430,1572919.43823,1698886799999
1698886800000,0.12254,0.1235,0.12254,0.12318,12730046,1568436.97122,1698890399999
1698890400000,0.12317,0.12365,0.12258,0.12333,10238470,1261332.01455,1698893999999
1698894000000,0.12335,0.12363,0.12272,0.12274,10593664,1305145.00873,1698897599999
1698897600000,0.12275,0.12302,0.12191,0.12209,9549795,1169512.36169,1698901199999
1698901200000,0.12209,0.12222,0.12085,0.12105,15601461,1893003.47145,1698904799999
1698904800000,0.12106,0.1216,0.12082,0.12106,11821168,1433033.3678,1698908399999
1698908400000,0.12106,0.12158,0.12102,0.12133,5922414,718275.6102,1698911999999
1698912000000,0.12132,0.1215,0.12022,0.12084,19713356,2378013.55487,1698915599999
1698915600000,0.12085,0.12131,0.12027,0.12127,10563182,1275489.25491,1698919199999
1698919200000,0.12127,0.12262,0.1211,0.12167,48250777,5888695.25134,1698922799999
1698922800000,0.12166,0.12197,0.12098,0.12187,14891923,1808759.06794,1698926399999
1698926400000,0.12187,0.12286,0.12153,0.12226,22053668,2694800.65185,1698929999999
1698930000000,0.12225,0.1225,0.1197,0.12063,40241794,4872549.14271,1698933599999
1698933600000,0.12064,0.12093,0.11918,0.12021,25210772,3025238.33099,1698937199999
1698937200000,0.1202,0.12033,0.11847,0.11874,33873518,4037864.13703,1698940799999
1698940800000,0.11873,0.1195,0.11709,0.11889,37469698,4435052.93779,1698944399999
1698944400000,0.11888,0.11963,0.11846,0.11949,14319184,1705692.7139,1698947999999
1698948000000,0.11948,0.11982,0.11882,0.11931,14992792,1789968.5993,1698951599999
1698951600000,0.11931,0.12083,0.11911,0.12071,21473307,2581523.50623,1698955199999
1698955200000,0.1207,0.12089,0.11956,0.11998,15171691,1825315.21514,1698958799999
1698958800000,0.11999,0.12017,0.11949,0.12017,6500623,778902.58793,1698962399999
1698962400000,0.12017,0.1203,0.11907,0.11954,6509010,779539.11018,1698965999999
1698966000000,0.11954,0.12013,0.11915,0.11976,7082841,847032.84448,1698969599999
1698969600000,0.11977,0.1198,0.11738,0.11794,17026581,2018882.46531,1698973199999
1698973200000,0.11793,0.11804,0.11607,0.11786,23283626,2726397.84725,1698976799999
1698976800000,0.11786,0.11855,0.11751,0.11853,13148007,1552807.52199,1698980399999
1698980400000,0.11854,0.11869,0.11794,0.11823,7098251,839882.36043,1698983999999
1698984000000,0.11823,0.11833,0.11708,0.11743,9694605,1141381.60576,1698987599999
1698987600000,0.11743,0.11849,0.11712,0.11841,5825745,686329.95105,1698991199999
1698991200000,0.11842,0.11894,0.11835,0.11859,8825327,1046848.13362,1698994799999
1698994800000,0.11858,0.11948,0.11817,0.11938,20841275,2479586.48204,1698998399999
1698998400000,0.11938,0.1201,0.1189,0.11992,19832595,2372421.87853,1699001999999
1699002000000,0.11992,0.12075,0.1193,0.11973,21085896,2531958.94236,1699005599999
1699005600000,0.11973,0.12011,0.119,0.11977,11339556,1356002.94171,1699009199999
1699009200000,0.11978,0.12096,0.11955,0.12053,18183214,2189294.21401,1699012799999
1699012800000,0.12052,0.1217,0.12015,0.12159,20471579,2476057.05006,1699016399999
1699016400000,0.12161,0.12442,0.12139,0.12237,54326959,6671815.39051,1699019999999
1699020000000,0.12237,0.12298,0.122,0.1226,25255599,3093241.20923,1699023599999
1699023600000,0.12261,0.12372,0.12207,0.12307,19600492,2409662.65657,1699027199999
1699027200000,0.12307,0.12401,0.1222,0.12279,21452344,2642118.15247,1699030799999
1699030800000,0.12278,0.12303,0.12183,0.12249,14958466,1830728.86431,1699034399999
1699034400000,0.12249,0.12277,0.12185,0.12255,14426428,1765429.9194,1699037999999
1699038000000,0.12255,0.12294,0.12217,0.12268,6569717,805485.75675,1699041599999
1699041600000,0.12269,0.12353,0.12251,0.12289,14635342,1803313.62331,1699045199999
1699045200000,0.1229,0.12333,0.12274,0.12275,6906235,850058.41834,1699048799999
1699048800000,0.12275,0.12303,0.12213,0.12238,7572864,927413.98687,1699052399999
1699052400000,0.12238,0.12279,0.12202,0.12257,7709822,944014.15021,1699055999999
1699056000000,0.12254,0.12326,0.12216,0.12282,12478422,1531302.17074,1699059599999
1699059600000,0.12283,0.12313,0.12205,0.12305,9951984,1220325.57039,1699063199999
1699063200000,0.12305,0.1234,0.12265,0.12289,9565425,1177365.29163,1699066799999
1699066800000,0.12289,0.12295,0.12209,0.12276,9708861,1189991.97057,1699070399999
1699070400000,0.12275,0.12292,0.12233,0.12271,5869039,719732.41842,1699073999999
1699074000000,0.12271,0.12288,0.12207,0.12288,5317819,650807.41057,1699077599999
1699077600000,0.12287,0.12346,0.12278,0.1234,9339589,1150220.73144,1699081199999
1699081200000,0.12338,0.12358,0.12296,0.12313,12357851,1523870.3014,1699084799999
1699084800000,0.12313,0.12386,0.12248,0.12384,11938004,1471139.54947,1699088399999
1699088400000,0.12383,0.1242,0.12321,0.1233,9615645,1189968.01074,1699091999999
1699092000000,0.12331,0.12388,0.12309,0.1234,6278410,775329.83717,1699095599999
1699095600000,0.12341,0.1237,0.12297,0.12322,5198642,641096.61242,1699099199999
1699099200000,0.12321,0.12343,0.12285,0.1233,6329846,779272.14755,1699102799999
1699102800000,0.12329,0.12334,0.12239,0.12259,5823254,715803.56519,1699106399999
1699106400000,0.1226,0.12274,0.122,0.12229,8966599,1097172.06478,1699109999999
1699110000000,0.1223,0.12233,0.121,0.12152,19981976,2431179.49053,1699113599999
1699113600000,0.12152,0.12215,0.12115,0.1219,8983303,1091734.92271,1699117199999
1699117200000,0.1219,0.12273,0.12183,0.12261,8546712,1045849.81021,1699120799999
1699120800000,0.12261,0.12266,0.12204,0.12252,4793137,586498.37541,1699124399999
1699124400000,0.12252,0.12261,0.12212,0.12227,3231766,395319.59638,1699127999999
1699128000000,0.12227,0.12269,0.12211,0.12267,3270257,400376.89398,1699131599999
1699131600000,0.12266,0.12345,0.12263,0.12327,6835938,841294.08871,1699135199999
1699135200000,0.12327,0.12407,0.12319,0.12402,8518431,1052204.91787,1699138799999
1699138800000,0.12402,0.12444,0.12338,0.12367,9025595,1118740.5378,1699142399999
1699142400000,0.12367,0.12507,0.12309,0.12451,18048489,2241360.29417,1699145999999
1699146000000,0.12451,0.12453,0.12358,0.12379,10696110,1326933.62986,1699149599999
1699149600000,0.1238,0.12383,0.12311,0.1235,9859095,1216353.92826,1699153199999
1699153200000,0.12351,0.12467,0.12342,0.12453,7430294,922571.32604,1699156799999
1699156800000,0.12451,0.12458,0.12391,0.12428,7657336,951465.73708,1699160399999
1699160400000,0.12427,0.12455,0.12362,0.12389,5106038,633727.66108,1699163999999
1699164000000,0.1239,0.12393,0.12301,0.12326,6810160,840476.49109,1699167599999
1699167600000,0.12326,0.1239,0.12298,0.12361,6852943,845454.51653,1699171199999
1699171200000,0.1236,0.12395,0.1231,0.12332,9689753,1197120.52755,1699174799999
1699174800000,0.12332,0.12477,0.1231,0.12455,15915485,1977021.54108,1699178399999
1699178400000,0.12454,0.12617,0.12424,0.12567,29981051,3760064.77065,1699181999999
1699182000000,0.12567,0.12858,0.12567,0.12711,81464805,10387030.2152,1699185599999
1699185600000,0.12711,0.12729,0.1257,0.12595,24816134,3143929.02885,1699189199999
1699189200000,0.12596,0.12641,0.12279,0.12331,43106658,5380277.45248,1699192799999
1699192800000,0.12333,0.12549,0.12322,0.12535,32435788,4037654.19083,1699196399999
1699196400000,0.12535,0.12542,0.12363,0.12404,19319788,2405009.6812,1699199999999
1699200000000,0.12405,0.12484,0.12387,0.12478,12218924,1520752.9784,1699203599999
1699203600000,0.12478,0.1259,0.12445,0.12526,19728046,2471167.41086,1699207199999
1699207200000,0.12525,0.12563,0.1249,0.12526,10141061,1269968.23905,1699210799999
1699210800000,0.12527,0.12609,0.1249,0.12551,20543858,2579822.11421,1699214399999
1699214400000,0.1255,0.12628,0.12533,0.12564,10246978,1289455.33515,1699217999999
1699218000000,0.12564,0.12577,0.1239,0.12456,18219881,2273029.1907,1699221599999
1699221600000,0.12454,0.12548,0.12445,0.12545,7041875,879665.2399,1699225199999
1699225200000,0.12546,0.1261,0.12535,0.12563,10550746,1326279.57868,1699228799999
1699228800000,0.12563,0.13,0.12506,0.12913,72788549,9298101.456,1699232399999
1699232400000,0.12913,0.12976,0.128,0.12808,26685457,3440113.88912,1699235999999
1699236000000,0.12808,0.12965,0.12806,0.12963,16939369,2181069.30959,1699239599999
1699239600000,0.12963,0.12995,0.12831,0.12967,15339936,1983063.22427,1699243199999
1699243200000,0.12966,0.12999,0.12797,0.12893,21689741,2794749.54005,1699246799999
1699246800000,0.12892,0.12901,0.12651,0.12794,23182641,2958924.15775,1699250399999
1699250400000,0.12794,0.12813,0.12729,0.1279,7443686,950750.91844,1699253999999
1699254000000,0.1279,0.1291,0.12771,0.12901,10406654,1336753.03382,1699257599999
1699257600000,0.129,0.1291,0.12789,0.12887,11497118,1476823.73783,1699261199999
1699261200000,0.12886,0.13126,0.12873,0.13047,49688630,6467090.6941,1699264799999
1699264800000,0.13046,0.13131,0.12983,0.13109,28056291,3664445.08278,1699268399999
1699268400000,0.13108,0.13178,0.13017,0.13129,27489624,3601553.37872,1699271999999
1699272000000,0.13128,0.13469,0.13054,0.13384,74906774,9958792.45052,1699275599999
1699275600000,0.13384,0.13472,0.13157,0.13341,57039211,7573014.13464,1699279199999
1699279200000,0.13342,0.13495,0.13296,0.13363,56606131,7592627.85276,1699282799999
1699282800000,0.13362,0.13384,0.13226,0.13226,25647841,3410733.20738,1699286399999
1699286400000,0.13229,0.13289,0.13056,0.13117,32262379,4243141.22929,1699289999999
1699290000000,0.13117,0.13173,0.13004,0.13046,19233430,2515093.12788,1699293599999
1699293600000,0.13045,0.13135,0.12969,0.1312,25528847,3331775.52484,1699297199999
1699297200000,0.13119,0.13194,0.13092,0.13178,13678228,1796979.8292,1699300799999
1699300800000,0.13178,0.13192,0.13038,0.13144,12977303,1700562.73736,1699304399999
1699304400000,0.13146,0.132,0.13041,0.13195,16290244,2137657.88991,1699307999999
1699308000000,0.13194,0.13203,0.13151,0.13195,6287489,828714.66763,1699311599999
1699311600000,0.13194,0.13202,0.13071,0.13117,12394318,1625846.05479,1699315199999
1699315200000,0.13119,0.13121,0.1275,0.12875,49856157,6433319.01379,1699318799999
1699318800000,0.12876,0.12956,0.1283,0.12918,21468403,2767089.00473,1699322399999
1699322400000,0.12917,0.12968,0.12721,0.12746,15777825,2023710.35011,1699325999999
1699326000000,0.12744,0.12874,0.12724,0.1285,9178892,1176909.53477,1699329599999
1699329600000,0.12848,0.12874,0.1275,0.12824,10777241,1380921.07317,1699333199999
1699333200000,0.12825,0.12895,0.1278,0.12888,7142502,917553.22254,1699336799999
1699336800000,0.12886,0.1291,0.12838,0.12889,9236397,1189437.88495,1699340399999
1699340400000,0.12889,0.12901,0.12799,0.12849,8644503,1110519.17047,1699343999999
1699344000000,0.1285,0.12903,0.12824,0.1284,9867660,1269898.9252,1699347599999
1699347600000,0.12839,0.12846,0.12592,0.12673,30715897,3903803.53143,1699351199999
1699351200000,0.12675,0.12728,0.126,0.12639,24659547,3121667.46967,1699354799999
1699354800000,0.1264,0.12718,0.12627,0.12709,8804433,1116487.50249,1699358399999
1699358400000,0.12707,0.12752,0.12616,0.12733,12341862,1566555.2096,1699361999999
1699362000000,0.12733,0.12738,0.126,0.12671,11681430,1480027.9201,1699365599999
1699365600000,0.1267,0.12688,0.12538,0.12629,16465857,2077059.11153,1699369199999
1699369200000,0.12631,0.12639,0.12353,0.12453,37360653,4652359.21004,1699372799999
1699372800000,0.12454,0.12514,0.12386,0.12391,14828988,1848134.06593,1699376399999
1699376400000,0.1239,0.12508,0.1219,0.12498,37684560,4651242.31213,1699379999999
1699380000000,0.12498,0.12705,0.12489,0.12671,25151228,3174781.88282,1699383599999
1699383600000,0.12672,0.1274,0.12622,0.12711,12468434,1580962.50255,1699387199999
1699387200000,0.12712,0.12806,0.12661,0.12768,10600665,1350379.88074,1699390799999
1699390800000,0.12767,0.12781,0.12669,0.12723,9651446,1227458.51295,1699394399999
1699394400000,0.12723,0.12724,0.12547,0.12623,16238864,2052383.43279,1699397999999
1699398000000,0.12622,0.1269,0.12607,0.12671,7075513,895034.95028,1699401599999
1699401600000,0.12671,0.12689,0.12556,0.12629,10758100,1357988.35147,1699405199999
1699405200000,0.12631,0.12692,0.12593,0.12677,6226144,787911.99385,1699408799999
1699408800000,0.12677,0.12714,0.12655,0.12674,6784029,860658.10464,1699412399999
1699412400000,0.12675,0.12704,0.12635,0.12651,5529274,699921.99214,1699415999999
1699416000000,0.12651,0.12694,0.12623,0.12673,6455815,817080.2323,1699419599999
1699419600000,0.12672,0.12683,0.1259,0.12606,4696448,592964.10635,1699423199999
1699423200000,0.12606,0.12667,0.12553,0.12652,6068533,765297.91213,1699426799999
1699426800000,0.12652,0.12695,0.12604,0.12621,8720265,1103638.14368,1699430399999
1699430400000,0.12621,0.12728,0.12589,0.12721,12485611,1580712.62432,1699433999999
1699434000000,0.12721,0.12793,0.12717,0.12783,8569984,1092971.53796,1699437599999
1699437600000,0.12782,0.129,0.12774,0.12861,21051754,2703649.23676,1699441199999
1699441200000,0.12862,0.12882,0.12785,0.12789,12576920,1612586.25486,1699444799999
1699444800000,0.12788,0.12821,0.12718,0.12748,9918914,1266926.40882,1699448399999
1699448400000,0.12749,0.12786,0.1265,0.12762,11830220,1503690.55629,1699451999999
1699452000000,0.12762,0.12774,0.12654,0.12685,9885146,1257240.66477,1699455599999
1699455600000,0.12685,0.12785,0.1257,0.12644,38495344,4874511.57193,1699459199999
1699459200000,0.12643,0.12772,0.12623,0.12741,13247946,1681233.07156,1699462799999
1699462800000,0.1274,0.12763,0.12683,0.12758,8966395,1140919.76871,1699466399999
1699466400000,0.12757,0.1284,0.12736,0.12829,12227251,1563414.38365,1699469999999
1699470000000,0.12829,0.12854,0.12776,0.12795,10787971,1382578.19833,1699473599999
1699473600000,0.12794,0.12818,0.12737,0.12808,6511016,832492.06536,1699477199999
1699477200000,0.12806,0.12836,0.12687,0.12778,9717193,1239785.78989,1699480799999
1699480800000,0.12777,0.12837,0.1275,0.12796,6157948,787739.17008,1699484399999
1699484400000,0.12795,0.12851,0.12773,0.12781,7714647,988593.84364,1699487999999
1699488000000,0.12781,0.1284,0.12652,0.12835,11282146,1437451.74805,1699491599999
1699491600000,0.12835,0.12852,0.12782,0.12797,13657060,1750834.32858,1699495199999
1699495200000,0.12797,0.1295,0.12773,0.12884,16203067,2087658.32772,1699498799999
1699498800000,0.12884,0.12907,0.12814,0.12902,10762819,1384911.89013,1699502399999
1699502400000,0.12902,0.12975,0.1288,0.12925,11039919,1427092.87214,1699505999999
1699506000000,0.12925,0.12933,0.12855,0.12921,10509226,1354232.82327,1699509599999
1699509600000,0.1292,0.12993,0.12914,0.12976,17948657,2325444.72333,1699513199999
1699513200000,0.12976,0.12983,0.12812,0.12831,17723509,2285111.40325,1699516799999
1699516800000,0.12832,0.1302,0.12821,0.12965,21382639,2766383.04125,1699520399999
1699520400000,0.12966,0.1302,0.12939,0.12994,14092981,1829768.59019,1699523999999
1699524000000,0.12996,0.1302,0.12907,0.12921,12957582,1679353.50807,1699527599999
1699527600000,0.12921,0.12936,0.128,0.12855,20358382,2613569.55681,1699531199999
1699531200000,0.12855,0.12949,0.12753,0.12821,27606972,3548624.56599,1699534799999
1699534800000,0.12821,0.12838,0.12703,0.12798,22642584,2893431.36586,1699538399999
1699538400000,0.12797,0.13037,0.12755,0.12987,40640424,5241330.37279,1699541999999
1699542000000,0.12986,0.13065,0.1278,0.12825,53049639,6864496.62746,1699545599999
1699545600000,0.12825,0.12899,0.10769,0.12196,206399161,24775650.4807,1699549199999
1699549200000,0.122,0.12272,0.12,0.12253,52175745,6333882.0111,1699552799999
1699552800000,0.12253,0.12269,0.12001,0.1202,26035251,3161871.03422,1699556399999
1699556400000,0.12021,0.12075,0.11928,0.1205,23927091,2872777.72792,1699559999999
1699560000000,0.12049,0.12065,0.11884,0.1204,18741214,2242674.65054,1699563599999
1699563600000,0.1204,0.12162,0.12014,0.12104,16035954,1938701.87669,1699567199999
1699567200000,0.12104,0.1221,0.12018,0.12176,21194722,2564179.84556,1699570799999
1699570800000,0.12175,0.12311,0.12131,0.12294,18171543,2223589.32005,1699574399999
1699574400000,0.12295,0.12421,0.12235,0.12265,31024627,3826074.06491,1699577999999
1699578000000,0.12266,0.12374,0.12214,0.12372,14303996,1756105.35466,1699581599999
1699581600000,0.12369,0.1241,0.12312,0.12402,10679970,1320772.69267,1699585199999
1699585200000,0.12404,0.12411,0.12251,0.12263,13266034,1634272.73427,1699588799999
1699588800000,0.12263,0.12353,0.1223,0.12345,15724463,1933946.17161,1699592399999
1699592400000,0.12346,0.12377,0.12273,0.12363,11150131,1373813.24675,1699595999999
1699596000000,0.12364,0.12375,0.12274,0.12313,10883108,1341022.08822,1699599599999
1699599600000,0.12314,0.12338,0.12218,0.12256,13816920,1695143.62049,1699603199999
1699603200000,0.12255,0.12295,0.12087,0.12281,26465335,3225204.40006,1699606799999
1699606800000,0.1228,0.12307,0.12233,0.12298,9408831,1155486.48515,1699610399999
1699610400000,0.12298,0.12318,0.12206,0.12281,16271932,1997390.03604,1699613999999
1699614000000,0.1228,0.12357,0.12234,0.12342,15411695,1895366.17636,1699617599999
1699617600000,0.12343,0.12348,0.12153,0.12274,21785331,2667196.75848,1699621199999
1699621200000,0.12275,0.12298,0.12104,0.12112,19936839,2431017.5205,1699624799999
1699624800000,0.12112,0.12159,0.1197,0.12064,32171397,3882605.00717,1699628399999
1699628400000,0.12063,0.12176,0.12039,0.12142,12280685,1488409.92219,1699631999999
1699632000000,0.12142,0.1228,0.12134,0.12252,20354294,2485473.89868,1699635599999
1699635600000,0.1225,0.12287,0.12199,0.12267,11672778,1429452.93846,1699639199999
1699639200000,0.12266,0.12299,0.12227,0.12256,12649299,1552698.79115,1699642799999
1699642800000,0.12257,0.12318,0.12237,0.12295,11883392,1460215.35655,1699646399999
1699646400000,0.12294,0.12357,0.12226,0.1233,17537180,2156072.98137,1699649999999
1699650000000,0.12331,0.12429,0.1231,0.12407,12121175,1500160.08285,1699653599999
1699653600000,0.12407,0.12428,0.1233,0.12399,13023449,1614275.17475,1699657199999
1699657200000,0.124,0.12445,0.12339,0.1239,14329981,1776894.64626,1699660799999
1699660800000,0.12388,0.12446,0.12365,0.12424,15721766,1951160.7109,1699664399999
1699664400000,0.12423,0.12468,0.12179,0.12236,27068172,3330660.19002,1699667999999
1699668000000,0.12237,0.1233,0.12154,0.12304,15386327,1885277.1152,1699671599999
1699671600000,0.12303,0.12313,0.1217,0.12183,11177707,1367077.36374,1699675199999
1699675200000,0.12181,0.12207,0.12043,0.12181,30266636,3675836.59247,1699678799999
1699678800000,0.12182,0.12299,0.12154,0.12282,7967352,975849.88401,1699682399999
1699682400000,0.12282,0.12318,0.12249,0.12294,11329388,1391547.84852,1699685999999
1699686000000,0.12293,0.12321,0.1222,0.12299,11265253,1383393.72646,1699689599999
1699689600000,0.12299,0.1261,0.1228,0.12426,61030786,7604665.77453,1699693199999
1699693200000,0.12426,0.12566,0.12384,0.12532,21140199,2636137.11803,1699696799999
1699696800000,0.12531,0.12545,0.1249,0.12534,21354015,2674739.37266,1699700399999
1699700400000,0.12535,0.12535,0.124,0.12408,12410866,1546937.76711,1699703999999
1699704000000,0.12408,0.12543,0.1234,0.12536,14492387,1802817.74396,1699707599999
1699707600000,0.12536,0.12573,0.12455,0.12511,18490570,2314647.12122,1699711199999
1699711200000,0.12511,0.1262,0.12495,0.12603,22959506,2883152.45917,1699714799999
1699714800000,0.12603,0.12635,0.1254,0.12572,16977153,2137225.26403,1699718399999
1699718400000,0.12572,0.12687,0.12572,0.12646,19345232,2446239.72942,1699721999999
1699722000000,0.12647,0.12671,0.125,0.12636,25864164,3260503.45122,1699725599999
1699725600000,0.12636,0.12678,0.12599,0.12638,9021785,1140157.41164,1699729199999
1699729200000,0.12639,0.12746,0.12613,0.12742,14115393,1790210.26269,1699732799999
1699732800000,0.12741,0.12743,0.1257,0.12589,17408014,2201864.0907,1699736399999
1699736400000,0.1259,0.12655,0.125,0.1254,15176451,1908477.51618,1699739999999
1699740000000,0.1254,0.12569,0.12416,0.12545,19589725,2448870.768,1699743599999
1699743600000,0.12544,0.12546,0.12388,0.12518,15859734,1977628.67948,1699747199999
1699747200000,0.12519,0.12555,0.12164,0.12318,40361577,4972434.24231,1699750799999
1699750800000,0.12318,0.12406,0.1224,0.1238,18053112,2225471.11328,1699754399999
1699754400000,0.12378,0.12404,0.12294,0.12356,12135214,1498560.83892,1699757999999
