atr_pct_avg,atr_pct_p90,vol_avg,n_bars,last,first,ret_45d,symbol,vol24h,chg24h,tier
3.2937871483757637,4.13592819486295,57747434.825925924,270,0.4015,0.3815,5.546792849631976,WLDUSDT,115342065.7428,2.399,T3 - biến động mạnh
8.207587673000164,17.311703622337987,19537487.196296297,270,0.4729,0.3767,25.271523178807943,UAIUSDT,110168292.3829,22.039,QUÁ MẠNH (bỏ)
1.714471693365608,3.6374450510713667,10202295.177777778,270,0.7779,0.6255,24.983933161953754,ASTERUSDT,101232196.0203,3.629,T2 - cân bằng
0.6010067132826646,0.8674657760079783,3122.5132814814815,270,4431.52,4149.64,7.648956430486997,PAXGUSDT,101218456.0811,-0.809,T1 - ổn định
2.349004687406262,3.8564916562962086,140234.71703703701,270,129.83,97.47,34.01114781172587,AAVEUSDT,83602748.494,-2.88,T2 - cân bằng
2.2915778645818374,4.368710258986375,18541.687611111112,270,539.35,350.28,52.91165797232933,XMRUSDT,81136275.5,-1.89,T2 - cân bằng
7.222460209768302,15.543972106305963,17438777.133333333,270,0.22958,0.30185,-22.033552944372747,MAGMAUSDT,80935236.69116,-0.941,QUÁ MẠNH (bỏ)
2.884542343910385,5.065184176554652,1085276791.6444445,270,0.008601,0.006341,37.198915297495596,PENGUUSDT,78094129.262766,-2.515,T3 - biến động mạnh
2.629391361658314,3.5298673296759544,30693665.17111111,270,0.3694,0.4135,-9.836465706614595,ONDOUSDT,76847800.44576,0.435,T3 - biến động mạnh
1.9093413594461042,3.1810556529250804,44318.65304074073,270,251.84,220.57,15.50174279948633,BCHUSDT,76056063.21,-3.097,T2 - cân bằng
1.9184190111851473,2.3264743921956903,1870619.0518518519,270,7.485,6.636,14.71264367816092,AVAXUSDT,74067750.486,-0.187,T2 - cân bằng
4.784877518110381,8.219878407746693,300533667.8111111,270,0.005645,0.008819,-40.535131149267876,TRIAUSDT,68755495.470476,11.834,T4 - rất mạnh (size nhỏ)
2.396523305442836,3.6977529761350363,13377615.140370369,270,0.775,0.7692,4.602510460251041,FILUSDT,67011010.871949,0.362,T2 - cân bằng
13.419139634483608,29.33911284958152,485933300.7925926,270,0.02896,0.01406,112.62848751835537,TUTUSDT,59827496.38044,14.897,QUÁ MẠNH (bỏ)
3.3672005469620236,6.365812093765984,459102430.5555556,270,0.001886,0.001552,22.388059701492537,NOMUSDT,58886043.043198,21.323,T3 - biến động mạnh
3.357370619937209,5.133240627912832,57463707.30740741,270,0.09358,0.08448,10.693162999763416,XPLUSDT,55693553.91149,-7.72,T3 - biến động mạnh
1.9335954166782638,2.7562984449481536,7355862.254074073,270,0.9058,0.8444,10.28856690612443,DOTUSDT,55425215.87861,2.814,T2 - cân bằng
4.505045316138269,7.827615117473733,99031848.15185185,270,0.05623,0.0307,86.37719588995691,CHIPUSDT,55409494.57529,-1.04,T4 - rất mạnh (size nhỏ)
0.588153179932875,0.8467919662932183,1467.4143185185185,270,4424.02,4149.75,7.417191529036993,XAUTUSDT,52320905.37,-0.8,T1 - ổn định
3.044908911147949,4.356556246901001,1499873487.9037037,270,0.003278,0.003117,12.956581667815303,1000BONKUSDT,49127308.168663,1.423,T3 - biến động mạnh
5.160195917958199,8.98022547501628,220075.04466666662,270,42.67,26.95,61.44532727960652,GIGGLEUSDT,48664934.7824,12.277,T4 - rất mạnh (size nhỏ)
3.795262959006327,5.644109349817378,3720449.037037037,270,0.6444,0.3904,66.64080682699766,EDGEUSDT,48244591.4024,2.372,T3 - biến động mạnh
5.1182288088533285,10.780159751594502,423978587.7222222,270,0.02264,0.008151,165.1364328375688,SKRUSDT,48031118.744077,4.801,T4 - rất mạnh (size nhỏ)
1.939275205763289,3.1602132759949684,44260827.74074074,270,0.18316,0.18955,-0.3969764533144904,XLMUSDT,47857075.64366,-1.08,T2 - cân bằng
3.967062643178618,8.142829970093313,318552112.1333333,270,0.009308,0.006406,47.325102880658456,ZORAUSDT,45150338.633815,15.46,T3 - biến động mạnh
2.1733321402728536,3.177155257447227,1350702.2777777778,270,2.623,2.201,19.99085086916743,ICPUSDT,41544018.892,1.469,T2 - cân bằng
0.5283731042122233,0.6834258877086867,20640767.055555556,270,0.33287,0.32826,1.36731835069126,TRXUSDT,40906661.47467,1.272,T1 - ổn định
7.902381183608696,16.68098374535821,1152802371.237037,270,0.013969,0.004989,181.8035101876135,HEMIUSDT,39906657.593429,-11.732,QUÁ MẠNH (bỏ)
2.4187748152077155,3.6750797451117956,24215935.92962963,270,0.01487,0.01405,6.3662374821173096,AZTECUSDT,39803234.73197,-17.178,T2 - cân bằng
3.9553121422221147,6.3498140008715565,4412543.018518519,270,0.1798,0.2308,-12.078239608801955,BUSDT,39479839.335,37.643,T3 - biến động mạnh
3.6518189530712957,6.471902087922128,32243576.59185185,270,0.1655,0.1367,21.601763409257902,FARTCOINUSDT,39335385.76513,-4.882,T3 - biến động mạnh
