entry_idx,close,rsi14,rsi7,macd_hist,adx14,plus_di,atr_pct,vol_ratio,dist_sma20_pct,dist_sma50_pct,dist_sma200_pct,dist_upper_pct,roc5,roc20,pct_off_high20,pct_off_high250,sym,pnl_pct,pnl_usd,win,entries,days_held,exit_reason_lower,exit_reason_sma,entry_date,exit_date
547,2816.4,58.57046854171488,67.42554454826714,-3.4081054219153657,14.248806897138026,29.343029087261783,4.5514030068780835,1.9770771463727617,9.081191201930338,21.79998266672596,5.9679454490080275,1.655983386519111,16.66894503336771,10.404196018016542,-0.3749557835160955,-31.437752568284726,ETHUSDT,-6.3099165072211045,-3.154958253610552,False,1,2,False,True,2025-06-10,2025-06-12
576,2768.74,72.80243746826216,73.56190747736831,27.620560013692256,24.39740284540235,34.964168293434646,4.017505642071331,1.5041633274132935,11.740559982145648,9.075741128756665,11.384137610505007,3.0290076242596164,10.394571059472725,9.821825220536894,-0.9657550415990035,-32.59798432250841,ETHUSDT,15.779952445085426,23.66992866762814,True,3,75,False,True,2025-07-09,2025-09-22
241,35.84,67.4219228413962,69.64078794901506,-0.10712984268534975,30.205202414297126,17.650876054510057,9.213568239795919,1.3641131132476125,12.913896852651163,36.227146603823826,39.7317260026161,1.624570467551134,12.77533039647578,21.368100237047074,-1.7004936917169422,,ZECUSDT,-6.641311804199248,-3.320655902099624,False,1,20,True,False,2024-08-08,2024-08-28
304,33.85,63.12727272727274,96.8072976054732,0.6079050634168728,25.711570237776364,29.49689869055824,6.1236547794893434,2.8380730650537473,17.026793431287814,9.90687948881126,21.887985481466554,3.7703289903380233,23.58525009127419,8.2161125319693,-0.9364940005853084,-25.42410222515973,ZECUSDT,20.93410478572188,31.40115717858282,True,3,69,False,True,2024-10-10,2024-12-18
528,48.97,68.92992938620317,81.14682884448308,0.2216520060801872,59.95109140093566,30.935251798561172,6.690685259196591,1.9008817633773005,18.412303079396942,32.222702235662595,12.881959171630353,3.3148577076718144,20.97332015810278,34.97794928335169,-3.9803921568627443,-38.270515567881006,ZECUSDT,-10.36975297291282,-10.36975297291282,False,2,23,True,False,2025-05-22,2025-06-14
635,47.46,56.52818991097923,91.12097669256384,0.3521173938762897,24.45240096160915,26.27604166666665,5.779302871591115,1.258378748456229,15.196970800262143,18.70282275612647,20.100665918462646,1.3332788192649492,17.040690505548707,28.166351606805296,-0.8978910002088059,-23.513295729250594,ZECUSDT,712.1363677766763,1068.2045516650144,True,3,85,False,True,2025-09-06,2025-11-30
747,516.1,61.96564384998688,73.0676651511099,10.386048604589115,20.22185625792314,28.6089967961183,7.473219475738368,1.146303107792322,19.857406611781393,8.41899435238085,161.69601429516382,5.277884186259363,19.58385467352519,50.563043351420745,-2.2852490675350667,-31.186666666666664,ZECUSDT,-18.36324407043209,-9.181622035216044,False,1,12,False,True,2025-12-27,2026-01-08
872,384.97,65.95708349934546,64.29286747524205,-0.2742388839532168,19.262731406050534,27.771780200798887,6.874747197369739,1.389533284154882,12.567125206328233,33.022117946254866,8.275417877242685,0.15423578759761192,8.414768086963885,3.8494739681683487,-2.043256997455467,-48.67066666666666,ZECUSDT,19.16541508039586,9.58270754019793,True,1,34,True,False,2026-05-01,2026-06-04
944,533.53,84.18624891209747,78.38827838827837,12.396966301319292,39.68817994227366,34.966946946572016,7.149015586216868,0.9000320063950016,19.737243707134922,12.310235844548645,39.978882349183166,1.0738430117218867,10.324648469809738,20.634454066520448,-2.9610228988195875,-28.86266666666667,ZECUSDT,-13.207821622654519,-13.20782162265452,False,2,15,False,True,2026-07-12,2026-07-27
246,1.0019,61.40350877192999,88.23529411764821,0.00010356855579363535,44.827824046662855,29.4117647058829,0.08483880626809316,9.728044235408369,0.17347137722276695,0.19200384007682647,0.21545472550028588,0.028843159663782814,0.2802522270042962,0.08991008991010574,-0.019958088015170627,,USD1USDT,-0.3691972920201607,-0.18459864601008036,False,1,8,False,True,2026-01-23,2026-01-31
310,1.0003,77.27272727272842,72.72727272727272,0.00012136482849307784,20.957187576507415,22.05882352941232,0.04855686151297171,0.4115034660305511,0.0770362070172892,0.05761590198896105,0.05131092922792124,0.005154442259436287,0.05001000200040018,0.04000400040002905,0.0,-1.9313725490196165,USD1USDT,-0.2098358161301519,-0.10491790806507595,False,1,4,False,True,2026-03-28,2026-04-01
363,1.00084,68.15286624203739,81.70731707317123,0.00011102220521990831,19.09217920577723,24.390243902437373,0.058522269864739705,3.152624743049864,0.09030568925840754,0.10674425229413309,0.10099714931595116,0.0009607520406129666,0.06398720255949009,0.07399260073992497,-0.01598401598400523,-1.8784313725490276,USD1USDT,-0.26267961543554463,-0.13133980771777232,False,1,5,False,True,2026-05-20,2026-05-25
386,1.0007,64.04494382022227,70.94017094016709,6.729080613113839e-05,33.39354598220084,19.886899151744363,0.07573270139473724,1.1468768200149002,0.09337180231581144,0.07990791088317017,0.08223505323525782,0.02983182119320471,0.09001800360071144,0.03498775428598666,-0.01498726082830304,-1.892156862745109,USD1USDT,-0.20981187606176377,-0.10490593803088188,False,1,19,False,True,2026-06-12,2026-07-01
217,159.38,56.33157317923682,80.51138135328968,2.254155098529898,10.814985647226186,24.396835860250437,6.798666260330212,1.0188422989896877,12.271457704486144,7.14693880294992,14.800705025285987,2.7840008304368613,12.255247217918019,16.693512959437683,-0.3563613629259055,,SOLUSDT,-7.049759095316688,-7.049759095316688,False,2,18,False,True,2024-07-15,2024-08-02
290,155.55,68.10248793167472,69.95586380832285,2.3520391054943275,25.669173374093702,30.91145591377872,4.942370390779262,1.5145928150893198,11.643029398254479,9.698767396299225,0.5869999951501059,0.3454582953630547,4.109497356267999,24.390243902439046,-1.581777918380256,-25.992006851270332,SOLUSDT,-2.1142071516393486,-1.0571035758196743,False,1,4,False,True,2024-09-26,2024-09-30
314,167.4,70.92000000000002,79.04846335697398,1.7809831975206034,25.65527912455708,37.25490196078435,4.199948796722988,1.1351142833855716,13.13945079380099,17.06031753135595,11.107128776746356,3.1070363488173047,8.167485138278629,9.777690340350187,-0.3215434083601254,-20.353982300884955,SOLUSDT,11.848133872430802,17.772200808646204,True,3,57,False,True,2024-10-20,2024-12-16
404,261.97,67.47145942610307,93.37717238139973,6.0383264035675435,15.971002504100486,37.206748088920115,6.206272255819916,4.923668815154361,28.81542618448778,25.095623157374014,49.95794113934722,10.477824922105427,43.254771148903615,37.922501842687176,-3.2142461299737635,-3.2142461299737635,SOLUSDT,-18.803460385015484,-9.401730192507742,False,1,14,False,True,2025-01-18,2025-02-01
519,183.75,80.87071240105541,89.84223038685975,2.8445007491489998,34.248755263360074,33.418983103636265,4.992419825072885,1.4166956359279206,17.825470820962998,32.22601689902467,1.4290875439284534,2.691785460369034,11.729295877417002,21.60820648577102,-0.5843207271546857,-37.88662407463745,SOLUSDT,-4.013529600000027,-2.0067648000000133,False,1,1,False,True,2025-05-13,2025-05-14
583,173.63,74.1410488245931,84.715242881072,2.036515221279389,35.35781871266791,38.072855464159815,4.201051497025694,1.7480327197448033,11.799722480675069,13.736258697420812,6.0091813976263175,2.1609577981280603,6.5672374639415665,24.859772759959718,-1.3465909090909167,-41.307507690227496,SOLUSDT,-10.821397227563281,-10.821397227563281,False,2,17,False,True,2025-07-16,2025-08-02
611,201.51,63.35508550855084,84.06033428454954,2.1603567588893493,17.639436218647038,29.558067831449115,5.173440524043473,2.12491626034852,13.76293883357842,19.710143549992985,26.88388025022903,1.6966443849003143,13.98913904287815,10.19303330234591,-1.6832552693208491,-31.883176148463644,SOLUSDT,-9.303387635531337,-9.303387635531337,False,2,43,True,False,2025-08-13,2025-09-25
293,0.6412,78.33065810593894,84.54661558109835,0.004778131089620294,26.233177098462427,30.1719027860107,3.758577666874611,1.9628066877490329,9.76914583101507,11.61242706549135,17.086995345371946,1.3311412089897612,8.475723227880238,18.850787766450416,-3.564445781320502,-13.81720430107527,XRPUSDT,-16.173915659115735,-8.086957829557868,False,1,3,True,False,2024-09-29,2024-10-02
335,0.5884,76.83658170914542,97.86995515695067,0.008631309806459313,44.11048645186635,44.224633056796335,3.8045061668447175,2.9224584031667566,11.5756937926065,7.831925873797818,9.496250255875838,2.040058203576134,14.474708171206219,7.983116168104232,-4.89736544367222,-20.913978494623652,XRPUSDT,162.4922680578153,243.73840208672294,True,3,84,True,False,2024-11-10,2025-02-02
447,2.9396,55.79189737404747,63.827357844256696,0.01090271618577221,32.472287366333774,27.64843207773361,7.7022141010438725,2.788927722229409,16.837873340845366,7.9933284839935,90.89830197531947,0.14760615105458008,26.586857290500387,21.285637661426726,-1.9806602200733603,-13.541176470588233,XRPUSDT,-18.910042425627623,-9.455021212813811,False,1,1,False,True,2025-03-02,2025-03-03
516,2.4711,69.75299929428368,81.25963444175295,0.024356672267889616,27.221220966735256,29.182984469952725,4.280915959925309,1.1948430470629792,11.33613727447007,13.992299949533592,17.135255882300648,3.204921400021399,15.981413686285562,18.877182854668774,-0.2381913605167596,-27.320588235294117,XRPUSDT,-4.356325869552009,-2.1781629347760045,False,1,1,False,True,2025-05-10,2025-05-11
518,2.5439,64.0550914427636,80.45689019896835,0.03353643369011272,27.49631929582884,29.41176470588235,4.658763540795068,3.147349769094107,13.058704840293856,17.241868790868043,19.494870067707026,2.1656868126641804,19.628497531154476,14.905822304530458,-4.180948434969311,-25.179411764705883,XRPUSDT,-6.36334203781594,-3.18167101890797,False,1,3,False,True,2025-05-12,2025-05-15
576,2.4038,68.60167321154171,84.23169750603375,0.02286696504389886,18.670823811481714,35.04365140143971,3.880165927757242,1.5232039686519636,9.348132647955222,8.267867260838258,1.7681356253672842,1.5710617768380342,8.25489754559785,11.040280857354023,-1.0293148880105352,-29.300000000000004,XRPUSDT,18.833114618520653,9.416557309260327,True,1,41,False,True,2025-07-09,2025-08-19
255,582.9,71.53141361256542,87.69230769230771,9.17401982435643,54.27706023504162,30.487416374641587,3.846530892336348,1.0107843247374861,11.441435413101853,7.204337462849053,7.632906974811804,1.6596752113056112,7.625553914327909,7.367839381101482,-1.2033898305084834,-19.243557772236073,BNBUSDT,-1.6916327296706015,-0.8458163648353008,False,1,3,False,True,2024-08-22,2024-08-25
285,588.6,82.99791811242193,73.62784471218212,6.536345724857652,31.624893690183292,34.89010989010986,3.5338090383961984,0.8997238211616916,10.263951593263542,10.56095691766723,3.627399112494545,1.4727586243021396,10.286677908937602,14.871194379391106,-0.2372881355932166,-18.45386533665835,BNBUSDT,-3.746310030156309,-1.8731550150781544,False,1,9,False,True,2024-09-21,2024-09-30
334,624.66,63.77721383731804,81.44491810634958,3.174232680453491,21.61788708302641,35.6185106236678,3.3259235881462366,2.8805215038727026,6.528462418045677,7.052626924697081,9.108372756722606,0.3346896389021303,13.060633484162887,3.0962204984320785,-2.090909090909099,-13.458021612635074,BNBUSDT,-3.1546275826572887,-4.731941373985933,False,3,43,False,True,2024-11-09,2024-12-22
577,685.8,74.26913635349256,73.53252807798256,3.1661839360768425,24.878410879223253,33.44117258682155,1.57751114444028,1.8197813219984054,5.1681609450106025,4.446897479384737,7.062185832666068,1.6160781372831945,4.517190929041703,6.887361481273668,-0.27628326305075834,-13.611971884211327,BNBUSDT,54.950933365403955,82.42640004810593,True,3,112,False,True,2025-07-10,2025-10-30
340,27.84,75.6807511737089,77.22371967654985,0.45115429474180074,44.4593354136784,31.740927882406975,5.5854885057471275,1.7901741178432395,16.85449852043064,17.018057096741646,9.010816895893491,2.2169070233253985,7.490347490347493,25.688487584650122,-0.7486631016042855,-36.99932111337406,DASHUSDT,19.856045134546132,29.784067701819197,True,3,34,False,True,2024-11-15,2024-12-19
660,31.23,71.43705463182897,89.42006269592476,0.5814152624004182,36.74107591012913,54.33654558932546,6.170806458990896,10.036126541893395,35.218219605126436,34.53320467312266,40.12495933773794,10.730967269367087,51.01547388781431,27.002846685644567,-9.056493884682592,-12.447434819175784,DASHUSDT,22.175941477185614,33.26391221577842,True,3,52,False,True,2025-10-01,2025-11-22
764,59.03,73.93337229690239,74.70790378006873,1.2613424429354994,35.9493195102761,55.0108594477195,7.79990803707558,8.895772987041486,39.77718054059176,31.17078200273764,54.738624627112145,9.993101990442854,52.45351239669422,53.964527908189865,-13.445747800586517,-60.64666666666667,DASHUSDT,-7.609519356683066,-3.804759678341533,False,1,16,False,True,2026-01-13,2026-01-29
875,47.49,81.12676056338029,89.81358189081224,0.7924684501299447,32.28291779569439,48.70453413054313,6.0373612489847455,5.482357348535334,29.508174368344275,35.16975203224266,1.5935360069825544,10.512622793235371,37.532580364900085,24.22181532827623,-6.955329153605005,-68.34,DASHUSDT,-1.6007026216045688,-0.8003513108022844,False,1,7,False,True,2026-05-04,2026-05-11
221,6.435,80.99938309685378,87.59783263094519,0.22298203126124672,25.374219261321098,38.24793388429753,6.7155067155067165,0.9975208867452132,23.234547804854678,13.152008777852785,17.409010297691594,1.8645024551407818,19.14460285132382,29.6333601933924,-0.832177531206657,,NEARUSDT,-2.4464174601786937,-1.2232087300893468,False,1,1,False,True,2024-07-19,2024-07-20
336,5.562,71.75782593739251,99.89727786337957,0.1563573043962821,39.14629425082735,40.12532848190823,6.353059022961936,3.3311560857431655,29.7062835954899,18.420548371025514,4.487299307644843,10.092966909674406,31.39617292700214,18.795386586928654,-0.37614185921547305,-38.268590455049946,NEARUSDT,-7.205152686758382,-3.602576343379191,False,1,2,False,True,2024-11-11,2024-11-13
341,5.945,82.3049001814882,81.21414913957933,0.1917169719403082,43.8328472359018,39.554317548746525,8.626697104409468,1.7291291193923244,30.51591657519208,26.169910227296846,12.39502550393432,1.1426328836785737,6.886012225818061,37.99907149489323,-6.949444357489432,-34.017758046614865,NEARUSDT,-15.315935331622956,-22.973902997434436,False,3,32,True,False,2024-11-16,2024-12-18
641,2.792,74.52574525745254,,0.047013789561543354,33.55476874995041,31.820968730839994,4.172636103151865,1.0281658998730596,11.144284548476335,7.430893307886466,9.213735426596582,0.3444074887318793,13.265720081135912,3.4074074074073923,-0.7465339495201007,-55.19897304236201,NEARUSDT,-11.65015364723628,-11.65015364723628,False,2,18,False,True,2025-09-12,2025-09-30
697,2.768,63.47305389221557,74.11679884643114,0.04658549683490194,25.892593474876495,37.74244833068362,8.115710156895126,5.66916051383314,25.858227617878416,9.509265559968982,8.493709089483792,6.6540516126241345,26.392694063926925,27.73419473927088,-6.895391860074007,-22.356241234221606,NEARUSDT,-8.086003134031799,-4.043001567015899,False,1,4,False,True,2025-11-07,2025-11-11
879,1.598,67.46765249537893,86.90476190476188,0.020594007660043455,27.01388480387399,30.116959064327485,4.586089755050955,2.4146334657353186,16.65936633085121,20.98728043609932,2.7414875012858664,4.894527525576331,25.333333333333343,18.98734177215191,-0.3119151590767255,-52.184320766008376,NEARUSDT,-6.523351595744685,-3.2616757978723427,False,1,8,False,True,2026-05-08,2026-05-16
892,1.927,77.49699157641398,81.83453237410075,0.02788055324059162,52.95345759797922,36.31516587677726,6.256950107494996,2.1926283287094472,26.2323540008516,35.99920955311519,27.19220081450533,6.054468624710996,28.810160427807485,49.611801242236034,-2.0335536349771255,-42.339916217833625,NEARUSDT,2.6999540672028814,1.3499770336014407,True,1,33,False,True,2026-05-21,2026-06-23
984,1.968,82.19178082191785,82.66932270916338,0.03890225932860475,22.155296153416284,38.54425144747729,4.38806620209059,3.27974780088121,17.833727509505138,9.59148215797212,22.857562014039946,7.381455255484748,22.76980661260137,17.562724014336915,-1.0558069381598867,-36.248785228377066,NEARUSDT,-4.766994115218495,-2.3834970576092473,False,1,1,False,True,2026-08-21,2026-08-22
986,2.016,76.59846547314581,79.71223021582736,0.05068955581141122,25.132277119678577,34.88901536710302,6.225198412698411,2.0356872444870056,19.141894687075233,12.4535627029017,25.245396486170833,2.725845843517294,26.952141057934508,16.129032258064523,-6.10153702841173,-34.693877551020414,NEARUSDT,-7.876436197916662,-3.9382180989583304,False,1,2,False,True,2026-08-23,2026-08-25
322,0.16146,79.02995720399427,69.22411929976226,0.0017066335931248504,64.69677930339796,38.58363080061192,6.94024172285042,2.1343647693028993,24.177075001538164,37.89204349415329,26.975438911059378,2.4172974478125164,15.353289990712282,50.770380054160036,-0.7072135785007094,-29.45648374694163,DOGEUSDT,93.57458311366142,140.3618746704921,True,3,51,True,False,2024-10-28,2024-12-18
403,0.41525,57.94964028776978,87.08413089052956,0.007260113407704946,20.191398381196073,23.34981026562811,6.890169433215794,1.7674588076186866,17.858425138967917,11.708924608245352,100.42749821835524,1.4370114526766509,23.619421868953005,28.009494743981,-1.6344901101504217,-14.264772680348514,DOGEUSDT,-13.819963491872372,-6.909981745936186,False,1,2,False,True,2025-01-17,2025-01-19
637,0.24164,69.27340643451016,80.5736894164194,0.0018001137837379776,17.67920154283515,27.05194805194808,4.552226452574075,1.3406372390247925,9.276075395246174,7.717655282105773,23.064480766336647,0.3563712384158535,9.68679073990013,15.379840519505317,-1.3553233180927604,-44.33284187246591,DOGEUSDT,-10.474010219406395,-10.474010219406395,False,2,17,False,True,2025-09-08,2025-09-25
320,0.04319,82.94098677845857,85.0399695470118,0.001973256399429381,79.19537819052427,53.561304039688146,9.33417126980452,2.0151033393415414,59.46390001661466,75.42790761907081,26.31221841865523,6.39550446121977,67.4680108569213,98.48345588235293,-9.378934116659677,-58.49509898135691,SAHARAUSDT,-24.540267747163682,-12.270133873581841,False,1,6,False,True,2026-05-12,2026-05-18
319,8.6,82.13101160862357,92.35573320009992,0.20157610699789655,28.38190955150967,65.99690880989182,8.59800664451827,12.103802707540709,54.47621784739187,58.108580148180856,14.181092540456298,13.241061935818887,53.79113018597999,66.37647514025925,-19.05882352941177,-47.63122640360492,PROMUSDT,-22.860026311046525,-11.430013155523262,False,1,1,False,True,2024-10-25,2024-10-26
358,7.253,76.10974106041922,89.62210941906373,0.12984546488053247,48.86961562775559,33.186018481317774,7.353607374288473,0.7891687398568843,20.889377802223443,24.99396830430076,9.36896834587917,2.3352397976540207,13.629954566818103,37.5237011755783,-0.4529234147680361,-54.472412277948656,PROMUSDT,-14.73038555492569,-14.73038555492569,False,2,6,False,True,2024-12-03,2024-12-09
399,7.998,71.01216433325683,72.07158351409979,0.13776742766839573,25.068553913820995,39.52435971500097,9.275533169006538,7.143406792011751,28.425193689534755,24.90551658223026,34.98745568561661,1.528709343443757,46.483516483516496,30.218169977206124,-11.848341232227488,-39.86466165413533,PROMUSDT,-28.701716523662157,-14.350858261831078,False,1,6,False,True,2025-01-13,2025-01-19
440,6.641,71.69274537695593,95.55555555555563,0.13087071858772503,32.436983196773454,28.695820433436545,5.55854324865016,1.4936279398616457,19.154204307924182,16.370760291303665,15.641964398434549,0.6965616202049274,12.387882890506008,53.0184331797235,-4.4460431654676285,-37.4964705882353,PROMUSDT,-11.020534123249504,-5.510267061624752,False,1,12,False,True,2025-02-23,2025-03-07
567,6.218,64.03815580286168,,0.1178788134571489,44.610285995968596,30.24775387966237,8.438634379451365,1.2438933703446924,20.561119136023898,16.672671049866405,7.765045164957818,4.1754144916094305,38.36226079216733,12.258530420653546,-5.213414634146341,-41.47764705882353,PROMUSDT,23.947656811888862,23.947656811888862,True,2,66,False,True,2025-06-30,2025-09-04
645,11.31,82.81155930162556,89.87161198288163,0.1366943234472779,24.118131227845737,36.46586345381528,5.503978779840847,6.284693330289141,21.685522005067526,24.538349222708923,64.27695264074114,5.857235439172603,22.854660004344996,21.66523235800346,-8.458114123836502,-8.458114123836502,PROMUSDT,-17.97463548905837,-8.987317744529186,False,1,24,False,True,2025-09-16,2025-10-10
671,10.774,61.734417344173444,62.9263301500682,0.022598655580440274,32.58016527070041,9.308127818827373,6.908828131215359,0.5786574118925124,8.565641705167803,11.812200336246082,46.157795885089634,0.9239220591807262,5.338287055142743,13.255545043624494,-1.6162907497032308,-12.79643868878997,PROMUSDT,-9.890282446746781,-4.9451412233733905,False,1,8,False,True,2025-10-12,2025-10-20
692,10.881,73.4251147267418,91.30180969060133,0.1193385372235741,46.82538898530811,21.56692685747323,4.541336799401319,0.4508912044028977,8.854630398463371,8.911069472470468,39.369296614777305,0.6589505148398622,10.781918142944424,3.9552880481513286,-0.42097556511393464,-11.930392553622015,PROMUSDT,-15.851023268771257,-7.925511634385629,False,1,5,False,True,2025-11-02,2025-11-07
331,9.288,63.47203916399925,65.31038080333855,0.034214251954776564,15.231063633239271,35.18952299829644,7.222837455395593,4.945040484220699,21.138609018878984,25.38169330082698,18.938390349189447,5.5276529160428245,23.003575685339683,26.418946508779094,-4.2474226804123605,-45.52492668621701,UNIUSDT,18.318762042483588,27.478143063725383,True,3,53,False,True,2024-11-06,2024-12-29
576,8.301,65.02150781073126,72.67967634459782,0.08664781593756363,17.5842987041926,28.8610763454318,6.87524738843857,1.3016549969374818,16.558430161126125,20.082630042501236,1.1446242625251957,2.976572761654661,19.76626749386814,8.100013022528962,-2.2146306985510678,-57.36517719568567,UNIUSDT,6.147198479808784,9.220797719713175,True,3,47,False,True,2025-07-09,2025-08-25
700,9.347,73.08883455582722,95.28487229862475,0.33337045388447617,16.56961233231913,48.54792348101892,7.709883996393035,4.804196624688842,52.427390290438815,36.90584299549453,18.65808584335533,19.44148919348696,74.8410026187804,49.48024948024947,-6.809571286141569,-24.008130081300816,UNIUSDT,-11.879414356879195,-5.939707178439598,False,1,1,False,True,2025-11-10,2025-11-11
961,3.991,63.08016877637131,62.22222222222224,0.008142966993914147,46.18308127171769,21.357285429141726,5.379962057486485,1.618055841915945,8.284834425406661,22.62643642843973,12.421268492749382,0.03506380499822548,5.4704016913319276,17.58986446670594,-2.2292993630573132,-39.24493834678033,UNIUSDT,-12.959572614946124,-6.479786307473063,False,1,15,True,False,2026-07-29,2026-08-13
281,1.1694,82.78982414205227,86.02119736465197,0.025126414722173543,36.514056136935,34.412265758092,7.8880500378704586,1.6362747160781725,28.178709224833387,36.803290578892955,7.161953932456067,3.1854566281249275,12.496392496392495,44.40602617930354,-1.7888636936256086,-46.42906225663109,SUIUSDT,175.7161315766197,263.57419736492955,True,3,125,False,True,2024-09-17,2025-01-20
577,3.4909,75.55287494973862,77.10285780400322,0.07607913845545122,21.646836168712557,34.97296173044925,5.902693943027383,1.602253089536626,22.98592015726866,12.861978552053465,6.49624339069832,9.16168487230502,20.42984786283506,28.5167323196996,-0.29703253077428826,-34.97681002849852,SUIUSDT,-4.626306236214148,-2.313153118107074,False,1,23,True,False,2025-07-10,2025-08-02
642,3.8146,74.11027806776123,94.45063103192285,0.06006679108537723,31.896794675114304,29.35129553135561,3.989184411771314,1.3497990092850742,11.129723690592908,5.90915678586561,21.053392365347314,1.6996139359132245,8.997914106923455,3.6407107536814642,-1.8525189111305518,-27.36723852320113,SUIUSDT,-7.835147051787886,-3.9175735258939426,False,1,2,False,True,2025-09-13,2025-09-15
647,3.8889,72.71768605001509,63.717251606524954,0.04328829055604718,35.238295296323436,34.31938431938433,4.582272622078222,2.003691140497462,10.928871343160962,8.876962229445407,22.641982480257393,0.16190184510465055,1.9477795837047118,18.484553043690212,-2.202942285929843,-24.334578566425403,SUIUSDT,-13.645068223501497,-6.822534111750748,False,1,4,False,True,2025-09-18,2025-09-22
296,1.01,85.30259365994237,83.11688311688313,0.010039431984063714,83.29709578997947,30.47530288909599,7.588401697312588,1.2485679311464033,20.943599568913896,38.63343124605376,4.514293105678435,1.4721469410086119,7.446808510638303,40.86471408647141,-1.5594541910331383,-67.97717184527585,ENSOUSDT,-4.499847190594082,-2.249923595297041,False,1,2,False,True,2026-08-06,2026-08-08
332,0.4065,65.64129301355578,75.45239968528716,0.004397243455226532,19.629520990753264,33.71199465419313,5.259181163240203,2.0961916053521823,16.08812988162722,14.04251976456461,3.851843146672529,6.26253909352823,16.743251005169423,15.911035072711698,-0.07374631268437515,-49.83958538993091,ADAUSDT,42.35691131852185,63.535366977782786,True,3,42,True,False,2024-11-07,2024-12-19
