ts,equity,n_pos,margin_pct,note
1788566400000,2000.0,5,11.0,day
1788609600000,2043.1027299234415,6,18.9,scan
1788624000000,2038.876560396057,6,18.9,scan
1788652800000,2033.1332471985663,6,18.9,scan
