strategy,symbol,trades,winrate,profit_factor,total_return,max_dd,avg_win,avg_loss,payoff,sharpe_approx,avg_bars,benchmark_bh
KELTNER_H4_BREAK,BTCUSDT,138,31.88405797101449,1.6684711410751505,63.13008598582272,24.483671845678742,3.0611085045129083,-0.8587857858071442,3.564461074115094,13.303137415572804,17.746376811594203,31.99275013846372
KELTNER_H4_BREAK,ETHUSDT,140,33.57142857142857,1.3990021075698802,73.91187760152397,47.63742120169016,5.173757393025939,-1.8689711633224761,2.768238212851039,9.04129938207562,16.52857142857143,1.900232596776874
KELTNER_H4_BREAK,SOLUSDT,144,31.944444444444443,1.4770810447099862,95.93496195971167,59.489148528996566,5.577590575074863,-1.7724502851681545,3.1468248343821448,11.752031060218531,17.479166666666668,-24.45793965479122
KELTNER_H4_BREAK,BNBUSDT,134,28.35820895522388,1.4729940076628012,56.27364914241983,44.66182680828504,4.1900541788411685,-1.1259808959369793,3.7212480193586557,10.748830555245517,16.111940298507463,33.41290908766994
KELTNER_H4_BREAK,XRPUSDT,127,37.00787401574803,1.78023980447059,179.65467707158103,78.72759661228972,6.000207491520108,-1.9801387950183313,3.0301954118648338,15.556120218933074,20.47244094488189,138.7689168508757
KELTNER_H4_BREAK,DOGEUSDT,105,40.0,3.0428348613544993,639.9724138618453,92.33494364890419,8.223489710229892,-1.8017167290656617,4.564252292031749,26.038794439512426,27.285714285714285,-19.07498116051244
KELTNER_H4_BREAK,ADAUSDT,109,34.862385321100916,2.2258248881788925,398.08075904034854,49.17511742843624,9.007114253875175,-2.1658078597681034,4.1587780805447725,20.98572869212491,25.6697247706422,-38.96700143472023
KELTNER_H4_BREAK,LINKUSDT,105,31.428571428571427,1.490152038645499,66.81770603163605,49.3777335736236,6.491965229431875,-1.9967654214627855,3.25124081159018,10.159481787296695,27.904761904761905,4.634581105169344
,TOTAL,1002,33.632121338441465,14.556599893667299,1573.7761306948892,92.33494364890419,,,,,,128.2094675289317
