trade_id,entry_utc,exit_utc,entry_price_tv,exit_price_tv,qty_tv,tv_net_pnl,entry_time,exit_time_tv,signal_time,entry_price_py,qty_py,notional,entry_fee,layer,exit_time_py,exit_price_py,exit_fee,net_pnl,times_match,prices_match,qty_match,net_matches_display_cent,net_pnl_old
95,2026-07-10 12:00,2026-07-13 04:00,64425.18,62806.41,0.00077,-1.32,1783684800000,1783915200000,1783684799999,64425.18,0.0007700000000000001,49.60738860000001,0.037205541450000004,1,1783915200000,62806.41,0.036270701775000004,-1.319929143225004,True,True,True,True,-1.330375555411719
96,2026-07-20 16:00,2026-07-23 20:00,65598.75,64846.93,0.00076,-0.65,1784563200000,1784836800000,1784563199999,65598.75,0.00076,49.855050000000006,0.0373912875,1,1784836800000,64846.93,0.036962750100000004,-0.6457372376000021,True,True,True,True,-0.6476146725356798
97,2026-07-21 08:00,2026-07-23 20:00,66186.86,64846.93,0.00075,-1.08,1784620800000,1784836800000,1784620799999,66186.86,0.00075,49.640145000000004,0.037230108750000004,2,1784836800000,64846.93,0.036476398125000004,-1.0786540068749966,True,True,True,True,-1.0864734650503167
98,2026-08-05 20:00,2026-08-07 00:00,64840.27,64323.61,0.00077,-0.47,1785960000000,1786060800000,1785959999999,64840.27,0.0007700000000000001,49.9270079,0.037445255925000004,1,1786060800000,64323.61,0.03714688477500001,-0.4724203406999903,True,True,True,True,-0.4731110080201673
99,2026-08-18 16:00,2026-08-28 20:00,64855.06,77580.03,0.00077,9.72,1787068800000,1787947200000,1787068799999,64855.06,0.0007700000000000001,49.9383962,0.03745379715,1,1787947200000,77580.03,0.044802467325000005,9.715970635525004,True,True,True,True,9.72795621690891
100,2026-08-19 16:00,2026-08-28 20:00,68554.0,77580.03,0.00072,6.42,1787155200000,1787947200000,1787155199999,68554.0,0.00072,49.358880000000006,0.03701916,2,1787947200000,77580.03,0.0418932162,6.419829223799994,True,True,True,True,6.503216061426025
101,2026-08-25 04:00,2026-08-28 20:00,80488.01,77580.03,0.00062,-1.88,1787630400000,1787947200000,1787630399999,80488.01,0.00062,49.902566199999995,0.03742692465,3,1787947200000,77580.03,0.036074713950000004,-1.8764492385999967,True,True,True,True,-1.880112969621186
