entry_time,exit_time,qty,net_pnl
1681444800000,1681718400000,0.0016200000000000001,-1.4547387658500004
1683316800000,1683388800000,0.00169,-1.7384078699000014
1687276800000,1687982400000,0.00184,5.492714736600005
1688400000000,1688558400000,0.0016,-1.136695539999997
1689019200000,1689033600000,0.0016200000000000001,-0.7642620985500029
1689278400000,1689364800000,0.00158,-2.4286351982999994
1695038400000,1695312000000,0.0018300000000000002,-1.1955495087750023
1695139200000,1695312000000,0.0018200000000000002,-1.599297131250006
1695816000000,1695830400000,0.00186,-0.9338563984500009
1695916800000,1696852800000,0.00185,0.7548986512499969
1695974400000,1696852800000,0.0018300000000000002,0.45371798474999686
1696204800000,1696852800000,0.0017800000000000001,-1.0061736891500035
1697774400000,1699012800000,0.0017100000000000001,8.497681147800002
1698033600000,1699012800000,0.0016200000000000001,5.616488479949999
1698076800000,1699012800000,0.00161,5.345535218099997
1699387200000,1699920000000,0.00141,1.3465673676749959
1699502400000,1699920000000,0.0013700000000000001,-0.041272596024996014
1700092800000,1700150400000,0.0013200000000000002,-1.9904255579999963
1700438400000,1700611200000,0.00133,-2.225124746249996
1700467200000,1700611200000,0.00134,-2.0871298506
1700496000000,1700611200000,0.00133,-2.3605803618250016
1700841600000,1701086400000,0.0013000000000000002,-1.6140706237500022
1701201600000,1702267200000,0.0013100000000000002,5.416839687024997
1701460800000,1702267200000,0.00128,4.4625485087999985
1701547200000,1702267200000,0.00126,3.563636365800002
1702555200000,1702569600000,0.0011500000000000002,-1.0155379893750012
1702958400000,1703016000000,0.00116,-0.9330090279
1703088000000,1703462400000,0.0011300000000000001,-1.244089348249997
1704139200000,1704297600000,0.0011400000000000002,-0.6644586814500014
1704715200000,1705075200000,0.0011200000000000001,-0.26972232000000007
1706558400000,1706702400000,0.00116,-0.4782018538999939
1706616000000,1706702400000,0.0011400000000000002,-1.0880265991499964
1707336000000,1708516800000,0.0011400000000000002,8.298201644999997
1707753600000,1708516800000,0.001,0.9720675024999961
1707912000000,1708516800000,0.0009600000000000001,-0.6398212680000037
1708963200000,1709668800000,0.0009400000000000001,7.973982416450003
1709107200000,1709668800000,0.0008500000000000001,2.6181283053750057
1709164800000,1709668800000,0.0008,-0.891209853999998
1710144000000,1710446400000,0.0007000000000000001,-1.1971584170000065
1711382400000,1711972800000,0.00071,-0.30991432194999835
1711929600000,1711972800000,0.0007000000000000001,-1.3478885000000003
1712563200000,1712764800000,0.0007000000000000001,-1.5020928737500014
1715788800000,1716494400000,0.0007700000000000001,1.829455454749995
1716235200000,1716494400000,0.00071,-2.0610731893500027
1716825600000,1716868800000,0.00071,-1.7234384651999983
1717401600000,1717790400000,0.00072,0.1761758765999983
1717516800000,1717790400000,0.0007000000000000001,-0.9063355052500037
1717560000000,1717790400000,0.0007000000000000001,-1.2584053597500051
1721419200000,1721764800000,0.0007400000000000001,-1.2733697537500002
1722225600000,1722297600000,0.00072,-1.9188570636000077
1724443200000,1724731200000,0.0007800000000000001,-0.5879555213999973
1726243200000,1726459200000,0.0008300000000000001,-0.9790686847500047
1726588800000,1727668800000,0.0008100000000000001,2.692377729225002
1726704000000,1727668800000,0.0008,2.159171803999998
1727064000000,1727668800000,0.0007700000000000001,0.07930941480000024
1728273600000,1728302400000,0.0007800000000000001,-0.3822463866000039
1728878400000,1729526400000,0.0007700000000000001,2.265562710950003
1729267200000,1729526400000,0.00072,-1.0773916343999945
1729800000000,1729843200000,0.0007300000000000001,-0.6421892581249907
1730116800000,1730433600000,0.00072,0.3690843642000046
1730145600000,1730433600000,0.00071,-0.25861748935000006
1730865600000,1732464000000,0.00067,14.354952649875003
1731225600000,1732464000000,0.00063,10.671009041700001
1731326400000,1732464000000,0.0006000000000000001,8.180402020499999
1732896000000,1732968000000,0.00051,-0.9675646496250008
1733356800000,1733745600000,0.0005,-0.32317842125000296
1734292800000,1734566400000,0.00048000000000000007,-1.5367405092000057
1734364800000,1734566400000,0.00047000000000000004,-2.9529592435250027
1735934400000,1735992000000,0.0005,-0.42499053250000496
1736179200000,1736265600000,0.00048000000000000007,-2.085967275600001
1736956800000,1737604800000,0.0005,1.6588648775000037
1737115200000,1737604800000,0.00048000000000000007,0.033655617599999715
1737374400000,1737604800000,0.00046,-2.7305486483499988
1738209600000,1738353600000,0.00047000000000000004,-1.428480979275001
1743523200000,1743537600000,0.00058,-0.25321040280000273
1743609600000,1743638400000,0.0005700000000000001,-2.489956913625
1745208000000,1746403200000,0.0005700000000000001,3.9534844448250026
1745337600000,1746403200000,0.00054,1.7302090509
1746100800000,1746403200000,0.00051,-1.0430740396499971
1746576000000,1747080000000,0.00051,2.487244241175001
1746604800000,1747080000000,0.00051,2.4051747351749992
1746676800000,1747080000000,0.0005,1.278220207500006
1747584000000,1747627200000,0.00047000000000000004,-0.9724031747500028
1747612800000,1747627200000,0.00046,-1.3827209586500047
1747843200000,1748188800000,0.00045000000000000004,-0.9752966921249979
1747872000000,1748188800000,0.00045000000000000004,-1.277315536500002
1749470400000,1749758400000,0.00046,-0.5199480084500017
1750060800000,1750118400000,0.00046,-0.19672463385000188
1751198400000,1751371200000,0.00046,-0.9350154039500008
1751241600000,1751371200000,0.00046,-0.8796865383999998
1751486400000,1751644800000,0.00045000000000000004,-1.0196041826250026
1752091200000,1752854400000,0.00044,2.6127386241
1752177600000,1752854400000,0.00044,1.9294301268000014
1752465600000,1752854400000,0.00041000000000000005,-1.258276825674998
1753228800000,1753401600000,0.00041000000000000005,-0.7347903385749989
1754798400000,1755187200000,0.00042,-0.17652933690000222
1754841600000,1755187200000,0.00042,-0.30892856190000223
1754870400000,1755187200000,0.00041000000000000005,-0.4982211954750039
1757520000000,1757534400000,0.00043000000000000004,-0.19351349770000278
1757548800000,1758297600000,0.00043000000000000004,0.7532082003249996
1757635200000,1758297600000,0.00043000000000000004,0.0979604327999985
1757707200000,1758297600000,0.00042,-0.3876043100999983
1759320000000,1760025600000,0.00042,1.7552335331999946
1759420800000,1760025600000,0.00041000000000000005,0.4327863865249982
1759507200000,1760025600000,0.0004,-0.5173775569999998
1766404800000,1766419200000,0.00055,-0.1942898485
1766980800000,1767009600000,0.00055,-1.4790426200000049
1767513600000,1767859200000,0.00054,-0.6050916080999978
1767585600000,1767859200000,0.0005300000000000001,-1.3079179303999988
1768320000000,1768780800000,0.0005300000000000001,0.04388805582499691
1768406400000,1768780800000,0.00051,-1.649471724075004
1772625600000,1772812800000,0.0007000000000000001,-1.8979814577499916
1773129600000,1773230400000,0.00071,-0.9497700174999926
1773403200000,1773849600000,0.0006900000000000001,-0.5994461060249936
1773633600000,1773849600000,0.00067,-1.4835614678249938
1773705600000,1773849600000,0.0006600000000000001,-2.3275654825499945
1775606400000,1776643200000,0.0006900000000000001,1.2201169846500013
1775937600000,1776643200000,0.00067,0.0026955975999995857
1776124800000,1776643200000,0.00067,-0.48733444949999805
1776830400000,1777305600000,0.00064,-0.5402277935999971
1777262400000,1777305600000,0.00063,-1.5304740884999966
1777651200000,1778587200000,0.00063,1.3983208753499976
1777867200000,1778587200000,0.00062,0.21559516059999856
1777953600000,1778587200000,0.0006100000000000001,-0.13998185755000073
1783195200000,1783224000000,0.0007800000000000001,-0.48378549375000185
1783296000000,1783339200000,0.0007800000000000001,-0.9834009022500044
1783684800000,1783915200000,0.0007700000000000001,-1.3199291432249978
1784563200000,1784836800000,0.00076,-0.6457372375999998
1784620800000,1784836800000,0.00075,-1.0786540068750003
1785960000000,1786060800000,0.0007700000000000001,-0.47242034069999717
1787068800000,1787947200000,0.0007700000000000001,9.715970635525002
1787155200000,1787947200000,0.00072,6.4198292238
1787630400000,1787947200000,0.00062,-1.8764492385999976
