strategy,symbol,market,status,signal,direction,quote_volume_24h,model_entry_utc,signal_age_seconds,reference_close,atr_sma14,atr_pct,funding_known_at_signal_open,reference_stop,reference_stop_distance,scope,note,research_gate,reason
DON55,ZROUSDT,futures,FILTERED_OUT,0,NONE,19294324.99711,2026-09-07T04:00:00+00:00,1784.344,1.0778,0.03386428571428573,3.14198234498847,5e-05,,0.06772857142857146,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,RENDERUSDT,futures,WATCH,0,NONE,19085333.6566,2026-09-07T04:00:00+00:00,1784.344,1.531,0.034928571428571434,2.2814220397499305,5e-05,,0.06985714285714287,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,METUSDT,futures,WATCH,0,NONE,18984876.8448,2026-09-07T04:00:00+00:00,1784.344,0.2059,0.008735714285714286,4.242697564698536,-3.834e-05,,0.017471428571428572,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,ZKUSDT,futures,WATCH,0,NONE,18852954.018915,2026-09-07T04:00:00+00:00,1784.344,0.010889,0.0004998571428571428,4.590477939729478,5e-05,,0.0009997142857142856,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,TUSDT,futures,FILTERED_OUT,0,NONE,18351992.070865,2026-09-07T04:00:00+00:00,1784.344,0.004598,0.00015499999999999995,3.3710308829926046,-0.00143835,,0.0003099999999999999,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,STRKUSDT,futures,WATCH,0,NONE,18226212.173311,2026-09-07T04:00:00+00:00,1784.344,0.03067,0.0015471428571428574,5.0444827425590395,5e-05,,0.0030942857142857148,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,WLFIUSDT,futures,FILTERED_OUT,0,NONE,17859683.25146,2026-09-07T04:00:00+00:00,1784.344,0.0565,0.0007507142857142857,1.3286978508217446,5e-05,,0.0015014285714285713,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,SEIUSDT,futures,FILTERED_OUT,0,NONE,17338999.89458,2026-09-07T04:00:00+00:00,1784.344,0.04847,0.001057857142857142,2.182498747384242,0.0001,,0.002115714285714284,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,SOLVUSDT,futures,WATCH,0,NONE,16591088.611039,2026-09-07T04:00:00+00:00,1784.344,0.003757,0.000234,6.228373702422145,5e-05,,0.000468,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55,MARSCOINUSDT,futures,INSUFFICIENT_HISTORY,0,,,,,,,,,,,EXPANDED_UNVALIDATED,,PAPER_CANDIDATE,Need 200 complete signal candles
DON55,PONSUSDT,futures,INSUFFICIENT_HISTORY,0,,,,,,,,,,,EXPANDED_UNVALIDATED,,PAPER_CANDIDATE,Need 200 complete signal candles
DON55,哈基米USDT,futures,INSUFFICIENT_HISTORY,0,,,,,,,,,,,EXPANDED_UNVALIDATED,,PAPER_CANDIDATE,Need 200 complete signal candles
DON55,牛来USDT,futures,INSUFFICIENT_HISTORY,0,,,,,,,,,,,EXPANDED_UNVALIDATED,,PAPER_CANDIDATE,Need 200 complete signal candles
