signal_time,entry_time,entry_price,qty,notional,entry_fee,layer,exit_time,exit_price,exit_fee,net_pnl
1612468799999,1612468800000,56.119,0.8909638446871826,50.0,0.0375,1,1614081600000,204.082,0.1363722625135872,131.65581108893602
1612828799999,1612828800000,80.146,0.6238614528485514,50.0,0.0375,2,1614081600000,204.082,0.09548916976517854,77.1859038504729
1613563199999,1613563200000,140.895,0.35487419709712903,50.0,0.0375,3,1614081600000,204.082,0.054317576918982216,22.331618315057305
1614599999999,1614600000000,251.818,0.19855610004050545,50.0,0.0375,1,1614715200000,230.626,0.034344149345956206,-4.279645021404347
1615291199999,1615291200000,269.07,0.18582524993496116,50.0,0.0375,1,1615766400000,263.431,0.03671409856171256,-1.1220826829449622
1616025599999,1616025600000,270.187,0.18505701606665012,50.0,0.0375,1,1616068800000,267.248,0.037092088072335085,-0.6184746582922273
1616889599999,1616889600000,269.605,0.18545650117764878,50.0,0.0375,1,1618617600000,508.919,0.07078675284212088,44.27405036998571
1617105599999,1617105600000,297.72,0.16794303372296115,50.0,0.0375,2,1618617600000,508.919,0.06410205058444175,35.367798728671225
1617292799999,1617292800000,327.793,0.1525352890391192,50.0,0.0375,3,1618617600000,508.919,0.058221080071874626,27.532385682427623
1618948799999,1618948800000,588.048,0.08502707261992218,50.0,0.0375,1,1619121600000,526.517,0.033576149395967675,-5.302876954772399
1619409599999,1619409600000,533.78,0.09367155007681068,50.0,0.0375,1,1620360000000,619.709,0.04353682696991269,7.968065799580346
1619524799999,1619524800000,575.995,0.08680630908254412,50.0,0.0375,2,1620360000000,619.709,0.04034598824642575,3.7168050069878986
1619697599999,1619697600000,596.643,0.08380220667970628,50.0,0.0375,3,1620360000000,619.709,0.038949736274455575,1.8565319629996409
1620561599999,1620561600000,669.908,0.07463711435003015,50.0,0.0375,1,1620676800000,639.287,0.0357859026911158,-2.3587489812033895
1620619199999,1620619200000,678.356,0.07370761075305592,50.0,0.0375,2,1620676800000,639.287,0.03534023801661664,-2.952522882527758
1626019199999,1626019200000,324.95,0.1538698261270965,50.0,0.0375,1,1626120000000,311.4,0.03593629789198338,-2.158372441914145
1626062399999,1626062400000,328.66,0.15213290330432666,50.0,0.0375,2,1626120000000,311.4,0.03553063956672549,-2.6988445505994023
1627271999999,1627272000000,322.45,0.15506280043417583,50.0,0.0375,1,1627358400000,301.01,0.03500659016901845,-3.397053031477752
1627689599999,1627689600000,322.81,0.15488987330008364,50.0,0.0375,1,1627992000000,321.11,0.03730251541154239,-0.33811530002168266
