signal_time,entry_time,entry_price,qty,notional,entry_fee,layer,exit_time,exit_price,exit_fee,net_pnl
1610200799999,1610200800000,0.32372,154.45446682318052,50.0,0.0375,1,1610280000000,0.30755,0.03562685345360188,-2.5706555819844312
1610218799999,1610218800000,0.33415,149.63339817447255,50.0,0.0375,2,1610280000000,0.30755,0.03451481370641927,-4.052263205147389
1610571599999,1610571600000,0.30436,164.27914311998947,50.0,0.0375,1,1610722800000,0.30993,0.03818627612038375,0.8393485510579467
1610791199999,1610791200000,0.33253,150.36237331970048,50.0,0.0375,1,1610974800000,0.36804,0.041504525907436925,5.26036335067513
1610848799999,1610848800000,0.38298,130.55512037182098,50.0,0.0375,2,1610974800000,0.36804,0.036037129876233746,-2.0240306282312432
1611046799999,1611046800000,0.3805,131.4060446780552,50.0,0.0375,1,1611061200000,0.37233,0.03669480946123522,-1.147782194480945
1611187199999,1611187200000,0.37576,133.0636576538216,50.0,0.0375,1,1611205200000,0.35997,0.03592419363423462,-2.1744993479880734
1611482399999,1611482400000,0.36371,137.47216188721785,50.0,0.0375,1,1611500400000,0.35109,0.03619882598773749,-1.8085975090044202
1611838799999,1611838800000,0.345,144.92753623188406,50.0,0.0375,1,1611849600000,0.34192,0.03716521739130435,-0.5210420289855037
1611914399999,1611914400000,0.36237,137.98051715097827,50.0,0.0375,1,1611975600000,0.34376,0.03557413693186522,-2.6408915611115718
1611921599999,1611921600000,0.36712,136.1952495096971,50.0,0.0375,2,1611975600000,0.34376,0.03511385922859011,-3.2541348877751077
1612025999999,1612026000000,0.37795,132.29263130043657,50.0,0.0375,1,1612087200000,0.35171,0.03489648101600742,-3.543755126339454
1612169999999,1612170000000,0.35458,141.01190140447852,50.0,0.0375,1,1612180800000,0.35245,0.03727473348750634,-0.3751300834790555
1612202399999,1612202400000,0.35973,138.9931337391933,50.0,0.0375,1,1612425600000,0.4285,0.04466891835543325,9.476388888888893
1612216799999,1612216800000,0.38324,130.46654837699612,50.0,0.0375,2,1612425600000,0.4285,0.041928686984657126,5.825487292558181
1612378799999,1612378800000,0.44803,111.5996696649778,50.0,0.0375,3,1612425600000,0.4285,0.03586534383858224,-2.252906892395599
1612486799999,1612486800000,0.45826,109.10836642953781,50.0,0.0375,1,1613142000000,0.90343,0.073928828612578,48.460342654824764
1612558799999,1612558800000,0.54924,91.03488456776638,50.0,0.0375,2,1613142000000,0.90343,0.061682734323792884,32.144463030733384
1612573199999,1612573200000,0.55819,89.57523423923755,50.0,0.0375,3,1613142000000,0.90343,0.06069371540156578,30.8267601533528
1613181599999,1613181600000,0.95167,52.53922052812425,50.0,0.0375,1,1613196000000,0.92106,0.036293830844725594,-1.6820193712106062
1613591999999,1613592000000,0.8923,56.034965818670855,50.0,0.0375,1,1613595600000,0.88187,0.03706166647988345,-0.6590063599686132
1613613599999,1613613600000,0.91556,54.61138538162436,50.0,0.0375,1,1613710800000,0.8921,0.03653911267421032,-1.355222213727123
1613627999999,1613628000000,0.94173,53.09377422403449,50.0,0.0375,2,1613710800000,0.8921,0.03552371698894588,-2.708067731727779
1613735999999,1613736000000,0.947,52.79831045406547,50.0,0.0375,1,1613944800000,1.08231,0.04285810454065471,7.063781282998955
1613786399999,1613786400000,1.05622,47.338622635435804,50.0,0.0375,2,1613944800000,1.08231,0.038426298498418894,1.1591383660601067
1614031199999,1614031200000,1.11232,44.95109321058688,50.0,0.0375,1,1614045600000,1.06205,0.03580523140822785,-2.332996687104432
1614171599999,1614171600000,1.06205,47.0787627701144,50.0,0.0375,1,1614175200000,1.02767,0.036286074101972605,-1.6923539381385013
1614268799999,1614268800000,1.12148,44.583942647216176,50.0,0.0375,1,1614319200000,1.00701,0.033672357063879874,-5.174696271890715
1614358799999,1614358800000,1.2345,40.50222762251924,50.0,0.0375,1,1614481200000,1.22934,0.03734325637910085,-0.28383475091129495
1614365999999,1614366000000,1.24464,40.17225864507006,50.0,0.0375,2,1614481200000,1.22934,0.037039023332047824,-0.6891745806016217
1614405599999,1614405600000,1.36472,36.63755202532388,50.0,0.0375,3,1614481200000,1.22934,0.03378000615510874,-5.031271799343456
1614549599999,1614549600000,1.34328,37.22232148174617,50.0,0.0375,1,1614553200000,1.29348,0.03610974629265678,-1.9272813560836242
1615287599999,1615287600000,1.19228,41.93645787902171,50.0,0.0375,1,1615294800000,1.16574,0.03666525480591808,-1.187158846915152
1615931999999,1615932000000,1.23669,40.43050400666294,50.0,0.0375,1,1616090400000,1.28906,0.0390880091211217,2.040757485707816
1616014799999,1616014800000,1.33705,37.395759320893006,50.0,0.0375,2,1616090400000,1.28906,0.03615403313264276,-1.8682765229422942
1616032799999,1616032800000,1.40795,35.512624738094395,50.0,0.0375,3,1616090400000,1.28906,0.03433342803366597,-4.2939293831457075
1616918399999,1616918400000,1.20717,41.419187024197086,50.0,0.0375,1,1616925600000,1.19462,0.03711014190213475,-0.5944209390558072
1617001199999,1617001200000,1.20375,41.536863966770504,50.0,0.0375,1,1617076800000,1.1957,0.03724922118380062,-0.4091209761163114
1617098399999,1617098400000,1.22101,40.949705571616946,50.0,0.0375,1,1617156000000,1.20796,0.0370992047567178,-0.6089928624663216
