open_time,open,high,low,close,volume,quote_vol,close_time,upper,lower,sma50,sma100,sma150,sma200,entry,exit
1609459200000,11.244,11.629,11.071,11.519,3089657.3000000003,35217302.58017,1609473599999,,,,,,,False,False
1609473600000,11.517,11.554,11.33,11.388,1505420.92,17217819.32768,1609487999999,,,,,,,False,False
1609488000000,11.389,11.773,11.236,11.729,2554787.11,29423637.5916,1609502399999,,,,,,,False,False
1609502400000,11.726,12.485,11.718,12.143,7977926.5,97252314.7435,1609516799999,,,,,,,False,False
1609516800000,12.145,12.373,11.55,11.816,5202314.8100000005,62367476.52941,1609531199999,,,,,,,False,False
1609531200000,11.819,12.113,11.765,11.869,2869521.5,34219847.30979,1609545599999,,,,,,,False,False
1609545600000,11.868,11.923,11.456,11.746,2876657.29,33519017.454949997,1609559999999,,,,,,,False,False
1609560000000,11.748,11.956,11.631,11.634,1711471.54,20116295.672030002,1609574399999,,,,,,,False,False
1609574400000,11.635,11.706,11.497,11.66,2081474.5699999998,24158343.76791,1609588799999,,,,,,,False,False
1609588800000,11.658,12.147,11.558,11.96,6678363.43,79094630.80520001,1609603199999,,,,,,,False,False
1609603200000,11.964,12.455,11.731,12.351,6611346.35,80356858.9595,1609617599999,,,,,,,False,False
1609617600000,12.351,12.38,11.695,12.226,5788039.0,69589352.09689,1609631999999,,,,,,,False,False
1609632000000,12.228,12.48,11.956,11.959,2695460.2800000003,32837412.62911,1609646399999,,,,,,,False,False
1609646400000,11.959,12.265,11.914,12.028,3204328.38,38711345.692430004,1609660799999,,,,,,,False,False
1609660800000,12.027,12.817,11.85,12.621,7582988.18,93973653.5451,1609675199999,,,,,,,False,False
1609675200000,12.624,13.5,12.47,13.244,12101259.91,157215730.2138,1609689599999,,,,,,,False,False
1609689600000,13.24,13.558,12.683,13.046,10147512.85,133379139.6062,1609703999999,,,,,,,False,False
1609704000000,13.047,14.069,13.031,13.719,8719547.27,118462515.63069999,1609718399999,,,,,,,False,False
1609718400000,13.724,14.728,13.675,14.579,9151370.29,129413409.58219999,1609732799999,,,,,,,False,False
1609732800000,14.579,15.86,13.709,14.325,17549960.36,262012198.53350002,1609747199999,14.332687709218726,10.875255235923627,,,,,False,False
1609747200000,14.326,14.728,12.333,13.359,19418542.77,260688415.2219,1609761599999,14.572892180073683,10.978526084305964,,,,,False,False
1609761600000,13.361,13.923,13.176,13.814,8132144.88,110111812.1195,1609775999999,14.665845912864107,11.038537696176821,,,,,False,False
1609776000000,13.818,13.893,13.044,13.622,7523616.04,100854737.9706,1609790399999,14.74618452826922,11.135825217774068,,,,,False,False
1609790400000,13.625,13.719,13.093,13.611,4949050.17,66342945.87533,1609804799999,14.80814921414191,11.183557124616527,,,,,False,False
1609804800000,13.61,14.42,13.187,13.249,9175634.08,127108665.7148,1609819199999,14.939833166617865,11.25931585807054,,,,,False,False
1609819200000,13.25,13.724,13.113,13.514,5310344.21,71168158.71721,1609833599999,14.982418118108436,11.322284349948527,,,,,False,False
1609833600000,13.514,14.6,13.51,14.523,6352342.34,89449341.1451,1609847999999,15.09485389380474,11.426732502041208,,,,,False,False
1609848000000,14.523,14.628,13.86,14.552,7757829.78,110695808.25009999,1609862399999,15.187611520237398,11.505634182211043,,,,,False,False
1609862400000,14.552,14.85,14.1,14.444,6661230.94,96762836.8632,1609876799999,15.258771017074132,11.61577297866257,,,,,False,False
1609876800000,14.439,14.931,14.315,14.531,5351161.01,78143424.9915,1609891199999,15.341810672814962,11.731752353267762,,,,,False,False
1609891200000,14.537,14.723,14.158,14.345,4312791.4399999995,62094779.8535,1609905599999,15.39402014299753,11.861947887489725,,,,,False,False
1609905600000,14.346,14.82,14.2,14.348,5238772.93,76051629.9412,1609919999999,15.424943179550501,12.025678824333383,,,,,False,False
1609920000000,14.347,15.499,14.34,15.229,7156010.4399999995,107081064.44960001,1609934399999,15.523702575188697,12.163911682498549,,,,,False,False
1609934400000,15.227,17.054,15.127,16.278,13715305.69,221180701.94550002,1609948799999,15.876428059675685,12.276666757084083,,,,,False,False
1609948800000,16.287,17.327,15.947,16.104,10983916.39,184666759.4198,1609963199999,16.261419090153083,12.352058209063538,,,,,False,False
1609963200000,16.101,17.366,15.797,17.29,7852653.22,129921890.2977,1609977599999,16.618565447928294,12.4089086011956,,,,,False,False
1609977600000,17.295,17.471,16.6,17.012,4730682.66,80369391.0116,1609991999999,16.938224349807054,12.394426590906368,,,,,False,False
1609992000000,17.007,17.047,16.3,16.507,4138307.8200000003,68995435.475,1610006399999,17.153399161579124,12.433781372564164,,,,,False,False
1610006400000,16.507,16.743,16.062,16.313,4747548.3,77874092.6908,1610020799999,17.303875617234073,12.458810335842324,,,,,False,False
1610020800000,16.316,17.058,16.137,17.019,5976499.95,99394831.2848,1610035199999,17.436340177947795,12.4983312404967,,,,,False,False
1610035200000,17.022,17.52,15.078,16.303,14611593.59,238632092.98839998,1610049599999,17.671785074733435,12.765839634244411,,,,,False,False
1610049600000,16.306,16.624,15.365,15.989,7101828.92,114134180.8224,1610063999999,17.754261426595992,12.922857692448725,,,,,False,False
1610064000000,15.99,16.181,14.13,14.997,11064240.61,166782823.2408,1610078399999,17.77619414680148,13.056508642704705,,,,,False,False
1610078400000,14.992,15.73,14.557,15.719,5244961.4399999995,79059738.16620001,1610092799999,17.740359305695485,13.224696890832668,,,,,False,False
1610092800000,15.72,16.262,15.3,15.83,6523130.390000001,103017373.299,1610107199999,17.760528134402726,13.424579352096782,,,,,False,False
1610107200000,15.832,16.051,15.058,15.475,7892392.1,123455049.0763,1610121599999,17.690976833840214,13.655916745295237,,,,,False,False
1610121600000,15.473,15.886,14.905,14.981,5238863.99,80504579.09233001,1610135999999,17.668529959957223,13.825884205113013,,,,,False,False
1610136000000,14.984,15.395,14.57,15.251,5265714.100000001,78896524.007,1610150399999,17.63541061497597,13.918677848509084,,,,,False,False
1610150400000,15.253,15.908,15.04,15.763,5732119.84,88341080.6838,1610164799999,17.612377628132784,14.0164232646488,,,,,False,False
1610164800000,15.763,15.772,15.004,15.403,4509133.84,69141179.7868,1610179199999,17.58522924309171,14.086112470177431,14.05874,,,,False,False
1610179200000,15.403,16.27,15.271,16.028,5139964.75,81290655.2161,1610193599999,17.537348325131653,14.200011651017777,14.14892,,,,False,False
1610193600000,16.028,16.396,15.829,16.28,4071714.17,65554156.4936,1610207999999,17.478425334545253,14.32940159646354,14.24676,,,,False,False
1610208000000,16.281,17.161,16.152,16.933,6054174.6899999995,100758717.3528,1610222399999,17.525448810078583,14.445021119080673,14.35084,,,,False,False
1610222400000,16.933,17.936,16.535,17.589,8018532.0600000005,138867448.3319,1610236799999,17.65920439278021,14.454354568440818,14.459760000000001,,,,False,False
1610236800000,17.595,18.498,17.479,17.593,6613977.42,118921211.89930001,1610251199999,17.86693448164651,14.347284339623604,14.5753,,,,False,False
1610251200000,17.588,18.194,17.508,18.077,3351681.92,60013460.60112,1610265599999,17.9903557663561,14.275922206159319,14.699459999999998,,,,False,False
1610265600000,18.078,18.152,16.473,16.644,7423296.84,128017224.5325,1610279999999,18.087779135609026,14.278958373149013,14.797419999999999,,,,False,False
1610280000000,16.643,17.5,16.462,17.035,6354245.39,108409645.0384,1610294399999,18.130049514645062,14.277177597138177,14.905439999999999,,,,False,False
1610294400000,17.042,17.38,16.02,16.251,7520171.109999999,124613655.7149,1610308799999,18.176680403874176,14.276446508607812,14.997259999999999,,,,False,False
