signal_time,entry_time,entry_price,qty,notional,entry_fee,layer,exit_time,exit_price,exit_fee,net_pnl
1635868799999,1635868800000,4511.43,0.011082960391716152,50.0,0.0375,1,1636200000000,4369.53,0.03632049594031161,-1.6464925755248374
1636343999999,1636344000000,4720.51,0.010592075856210451,50.0,0.0375,1,1636718400000,4600.85,0.036549414152284396,-1.3414972111064274
1636415999999,1636416000000,4807.98,0.010399377701238359,50.0,0.0375,2,1636718400000,4600.85,0.03588448267255688,-2.227407585930051
1637855999999,1637856000000,4475.65,0.011171561672606214,50.0,0.0375,1,1637899200000,4426.62,0.03708919374839409,-0.6223308625562737
1638273599999,1638273600000,4590.47,0.010892130871130843,50.0,0.0375,1,1638561600000,4228.82,0.03454564565284165,-4.011184775197313
1638331199999,1638331200000,4759.37,0.010505592126689037,50.0,0.0375,2,1638561600000,4228.82,0.03331969357288885,-5.644561596387758
1644076799999,1644076800000,3051.33,0.016386297122893953,50.0,0.0375,1,1644609600000,2992.9,0.036781911494331986,-1.0317332523850156
1644249599999,1644249600000,3123.16,0.01600942635023502,50.0,0.0375,2,1644609600000,2992.9,0.03593595909271379,-2.158823835474321
1644436799999,1644436800000,3246.94,0.015399114242948745,50.0,0.0375,3,1644609600000,2992.9,0.034566006763290975,-3.9840569890419943
1646092799999,1646092800000,2920.83,0.017118421818455715,50.0,0.0375,1,1646323200000,2827.99,0.03630804428878093,-1.6630823259142091
1647547199999,1647547200000,2828.78,0.017675464334448065,50.0,0.0375,1,1648756800000,3283.55,0.043528703186532715,7.957242212190417
1647619199999,1647619200000,2896.66,0.017261259519584626,50.0,0.0375,2,1648756800000,3283.55,0.042508656521649084,6.598200039010459
1647921599999,1647921600000,3006.91,0.01662836599698694,50.0,0.0375,3,1648756800000,3283.55,0.04095005337705485,4.521621116029417
1657828799999,1657828800000,1194.05,0.04187429337129936,50.0,0.0375,1,1658721600000,1511.51,0.04747005988023952,13.208443113772455
1657915199999,1657915200000,1266.33,0.03948417868959908,50.0,0.0375,2,1658721600000,1511.51,0.04476054819833693,9.598470382917563
1658001599999,1658001600000,1336.23,0.037418707857180274,50.0,0.0375,3,1658721600000,1511.51,0.042419063334904916,6.4788320498716505
1658966399999,1658966400000,1635.74,0.030567205057038405,50.0,0.0375,1,1659384000000,1622.28,0.0371914240649492,-0.48612600413268436
1659023999999,1659024000000,1728.32,0.02892982780966488,50.0,0.0375,2,1659384000000,1622.28,0.03519921079429735,-3.14041815173116
1659700799999,1659700800000,1713.43,0.029181232965455255,50.0,0.0375,1,1660104000000,1669.5,0.03653855132687066,-1.3559701154993236
1659743999999,1659744000000,1736.81,0.028788410937293084,50.0,0.0375,2,1660104000000,1669.5,0.0360466890448581,-2.0112946292340568
1659959999999,1659960000000,1789.37,0.027942795509033908,50.0,0.0375,3,1660104000000,1669.5,0.03498787282674908,-3.4219907704946366
1660147199999,1660147200000,1837.49,0.027211032440992877,50.0,0.0375,1,1660737600000,1876.85,0.03830326967765811,0.995222967199824
1660175999999,1660176000000,1853.58,0.026974827091358344,50.0,0.0375,2,1660737600000,1876.85,0.03797077816981193,0.5522334482460934
1660219199999,1660219200000,1903.58,0.026266298238056714,50.0,0.0375,3,1660737600000,1876.85,0.03697342638607256,-0.7765715782893267
1662854399999,1662854400000,1774.12,0.028182986494712875,50.0,0.0375,1,1663084800000,1594.44,0.0337020607399725,-5.135121074109973
1666555199999,1666555200000,1330.85,0.03756997407671789,50.0,0.0375,1,1667404800000,1558.51,0.0439148852237292,8.47176541308187
1666713599999,1666713600000,1408.29,0.0355040510122205,50.0,0.0375,2,1667404800000,1558.51,0.04150006390729182,5.254418479148471
1667059199999,1667059200000,1632.41,0.030629559975741388,50.0,0.0375,3,1667404800000,1558.51,0.03580235663834454,-2.33682683884563
1667591999999,1667592000000,1648.28,0.030334651879535032,50.0,0.0375,1,1667779200000,1568.25,0.03567923835756061,-2.5008614282767483
1670947199999,1670947200000,1323.78,0.03777062653915303,50.0,0.0375,1,1671120000000,1270.31,0.035985303449213614,-2.0930807044977358
1672804799999,1672804800000,1250.73,0.03997665363427758,50.0,0.0375,1,1674086400000,1511.44,0.04531673502674439,10.339496633965767
1673222399999,1673222400000,1290.15,0.0387551835057939,50.0,0.0375,2,1674086400000,1511.44,0.04393210091849785,8.494702457078633
1673481599999,1673481600000,1389.4,0.03598675687347056,50.0,0.0375,3,1674086400000,1511.44,0.04079386785662876,4.313529940981718
1674259199999,1674259200000,1658.53,0.030147178525561792,50.0,0.0375,1,1674604800000,1555.97,0.03518107902781379,-3.164575708609432
1675022399999,1675022400000,1653.86,0.030232305031864852,50.0,0.0375,1,1675080000000,1581.55,0.03586042651735939,-2.2594584033715024
1675310399999,1675310400000,1671.13,0.029919874575885776,50.0,0.0375,1,1675627200000,1619.48,0.036340978858616625,-1.6192025007031234
1676491199999,1676491200000,1628.54,0.03070234688739607,50.0,0.0375,1,1677038400000,1649.26,0.03797711447063014,0.5606755130362174
1678723199999,1678723200000,1664.69,0.030035622247986112,50.0,0.0375,1,1679515200000,1716.84,0.038674768275174354,1.490182931957301
1678809599999,1678809600000,1770.03,0.028248108789116568,50.0,0.0375,2,1679515200000,1716.84,0.036373112320130165,-1.5763900188132411
1679054399999,1679054400000,1761.13,0.028390862684753538,50.0,0.0375,3,1679515200000,1716.84,0.0365569265187692,-1.3314882348265074
1679587199999,1679587200000,1836.99,0.02721843885922079,50.0,0.0375,1,1679673600000,1767.0,0.03607123609818235,-1.9785897718550474
1680609599999,1680609600000,1864.9,0.026811089066437876,50.0,0.0375,1,1681027200000,1835.49,0.03690861440291704,-0.8629227438468646
1680667199999,1680667200000,1912.37,0.026145568064757343,50.0,0.0375,2,1681027200000,1835.49,0.035992446545386095,-2.0835637193639287
1681156799999,1681156800000,1888.74,0.026472674904963096,50.0,0.0375,1,1681272000000,1862.78,0.03698457701960037,-0.7617152175524481
1681387199999,1681387200000,1985.39,0.025183968892761623,50.0,0.0375,1,1681905600000,1981.45,0.03742558137192189,-0.17415041880940266
1683302399999,1683302400000,1953.34,0.025597182262176582,50.0,0.0375,1,1683374400000,1934.32,0.037134856195030055,-0.5614932628216266
1684814399999,1684814400000,1866.01,0.026795140433331012,50.0,0.0375,1,1684828800000,1854.06,0.03725984855386627,-0.3949617767321726
1685246399999,1685246400000,1850.71,0.027016658471613598,50.0,0.0375,1,1685275200000,1843.51,0.037354110044253284,-0.269374051039874
1685318399999,1685318400000,1908.64,0.026196663592924805,50.0,0.0375,1,1685937600000,1869.64,0.036733747589906954,-1.0959036277139718
1688155199999,1688155200000,1926.32,0.025956227418082147,50.0,0.0375,1,1688572800000,1902.97,0.03704544156734084,-0.6806233517795576
1688371199999,1688371200000,1966.83,0.02542161752667999,50.0,0.0375,2,1688572800000,1902.97,0.036282431628559667,-1.6972069268823362
1689263999999,1689264000000,1932.8,0.025869205298013245,50.0,0.0375,1,1689609600000,1908.81,0.0370345483236755,-0.6951367834230154
1695038399999,1695038400000,1655.88,0.030195424789235932,50.0,0.0375,1,1695067200000,1640.73,0.0371569044858323,-0.5321175900427647
1695815999999,1695816000000,1629.63,0.030681811208679268,50.0,0.0375,1,1695830400000,1601.64,0.0368559120782018,-0.9331398078091396
1695916799999,1695916800000,1652.57,0.03025590443975142,50.0,0.0375,1,1696392000000,1641.85,0.0372567425283044,-0.39910003812243955
1695974399999,1695974400000,1686.19,0.029652648871123656,50.0,0.0375,2,1696392000000,1641.85,0.03651390116179078,-1.3888123521074207
1696204799999,1696204800000,1733.8,0.028838389664321146,50.0,0.0375,3,1696392000000,1641.85,0.035511232552774254,-2.724701162187101
1697803199999,1697803200000,1613.15,0.030995257725567986,50.0,0.0375,1,1697817600000,1605.45,0.03732100238663484,-0.3134844868735115
1697903999999,1697904000000,1628.7,0.030699330754589547,50.0,0.0375,1,1698854400000,1792.29,0.04126657763860747,4.943336940504688
1698019199999,1698019200000,1663.69,0.03005367586509506,50.0,0.0375,2,1698854400000,1792.29,0.04039867703718842,3.787004039214034
1698091199999,1698091200000,1708.68,0.029262354566097805,50.0,0.0375,3,1698854400000,1792.29,0.03933496909895357,2.3697904961724787
1698868799999,1698868800000,1835.89,0.02723474717984193,50.0,0.0375,1,1698984000000,1798.34,0.0367330014325477,-1.0968977580356083
1699156799999,1699156800000,1888.59,0.026474777479495285,50.0,0.0375,1,1699992000000,1978.99,0.03929498991310978,2.3165248942332624
1699502399999,1699502400000,1919.32,0.026050893024612883,50.0,0.0375,2,1699992000000,1978.99,0.03866584259008399,1.4782909441885663
1699545599999,1699545600000,2035.01,0.024569903833396398,50.0,0.0375,3,1699992000000,1978.99,0.03646769549043986,-1.4503737082372994
1700438399999,1700438400000,2011.47,0.02485744256687895,50.0,0.0375,1,1700452800000,1999.51,0.0372770287401751,-0.3720720418400475
1700467199999,1700467200000,2019.1,0.024763508493883413,50.0,0.0375,1,1700582400000,1988.34,0.03692870585904611,-0.8361542271309034
1700683199999,1700683200000,2076.98,0.024073414284201098,50.0,0.0375,1,1701086400000,2024.99,0.036561317393523286,-1.3256381260291392
1701403199999,1701403200000,2092.2,0.023898288882516015,50.0,0.0375,1,1702267200000,2251.42,0.04035381416690566,3.727231741707301
1701547199999,1701547200000,2158.76,0.02316144453297263,50.0,0.0375,2,1702267200000,2251.42,0.03910960458781893,2.069529845837424
1701662399999,1701662400000,2210.5,0.022619316896629722,50.0,0.0375,3,1702267200000,2251.42,0.03819418683555757,0.8498882605745323
1702555199999,1702555200000,2307.35,0.021669881032353133,50.0,0.0375,1,1702569600000,2275.0,0.036974234511452535,-0.7754948859080798
1702598399999,1702598400000,2315.32,0.021595287044555395,50.0,0.0375,1,1702612800000,2280.45,0.03693522925556726,-0.8274628884992182
1703246399999,1703246400000,2313.04,0.021616573859509564,50.0,0.0375,1,1703577600000,2241.41,0.036338703610832496,-1.6222338891675023
1703692799999,1703692800000,2341.96,0.02134963876411211,50.0,0.0375,1,1703908800000,2298.07,0.036797223265982344,-1.0113328686228642
