open_time,open,high,low,close,volume,quote_vol,close_time,upper,lower,sma50,sma100,sma150,sma200,entry,exit
1609459200000,342.49,355.96,336.0,351.49,138086.832,48090463.7754,1609473599999,,,,,,,False,False
1609473600000,351.48,353.2,345.05,346.28,63574.262,22185068.67241,1609487999999,,,,,,,False,False
1609488000000,346.28,350.66,340.04,348.63,80610.547,27844486.95216,1609502399999,,,,,,,False,False
1609502400000,348.65,353.0,343.41,345.39,97085.169,33848727.91743,1609516799999,,,,,,,False,False
1609516800000,345.39,348.09,331.0,337.74,89387.204,30388205.768260002,1609531199999,,,,,,,False,False
1609531200000,337.73,343.94,336.72,342.0,34321.373,11670644.10423,1609545599999,,,,,,,False,False
1609545600000,341.99,345.4,333.48,339.81,77118.736,26125506.5642,1609559999999,,,,,,,False,False
1609560000000,339.81,345.76,337.78,342.98,55445.845,18977167.54622,1609574399999,,,,,,,False,False
1609574400000,342.98,353.27,337.73,343.32,134950.216,46559958.61573,1609588799999,,,,,,,False,False
1609588800000,343.32,357.48,342.7,354.77,198013.19900000002,69730603.2881,1609603199999,,,,,,,False,False
1609603200000,354.78,368.8,353.0,362.23,209416.266,75459497.25626999,1609617599999,,,,,,,False,False
1609617600000,362.24,362.77,345.74,354.88,130703.106,46168810.51254,1609631999999,,,,,,,False,False
1609632000000,354.92,368.27,354.69,356.23,123631.683,44673263.92196,1609646399999,,,,,,,False,False
1609646400000,356.24,370.17,355.01,364.06,193732.442,70454600.09838,1609660799999,,,,,,,False,False
1609660800000,363.92,396.7,360.66,390.03,443435.194,169716203.26770002,1609675199999,,,,,,,False,False
1609675200000,390.06,410.0,382.17,398.04,448355.36400000006,177636753.9764,1609689599999,,,,,,,False,False
1609689600000,397.82,420.0,393.06,397.71,341333.33,138159746.75349998,1609703999999,,,,,,,False,False
1609704000000,397.62,435.65,396.9,425.18,199087.547,82967543.63205999,1609718399999,,,,,,,False,False
1609718400000,425.15,435.2,409.04,434.36,214726.575,90762992.8043,1609732799999,,,,,,,False,False
1609732800000,434.35,468.2,412.69,430.13,442787.353,195376618.4479,1609747199999,431.1980139397452,318.89496808800766,,,,,False,False
1609747200000,430.16,436.95,378.08,404.57,440088.799,178795281.359,1609761599999,438.08871211447746,321.1662287020468,,,,,False,False
1609761600000,404.72,413.46,396.77,404.16,220303.152,89380774.3122,1609775999999,441.1788467368598,322.2365377580462,,,,,False,False
1609776000000,404.03,406.0,389.66,402.38,166633.86000000002,66198873.4207,1609790399999,443.14914606597006,324.49708559467524,,,,,False,False
1609790400000,402.29,407.41,394.42,405.66,85129.734,34056673.897870004,1609804799999,444.9790923999735,326.6018966680756,,,,,False,False
1609804800000,405.77,425.86,395.32,396.84,217563.864,89342746.5097,1609819199999,448.12775029896505,330.8160966648847,,,,,False,False
1609819200000,396.63,404.6,390.0,396.85,154537.883,61479025.68329,1609833599999,448.49267655512415,334.7541420461651,,,,,False,False
1609833600000,396.97,419.0,396.71,414.11,142050.248,58025992.287,1609847999999,449.51383160266425,339.71456808250633,,,,,False,False
1609848000000,414.05,416.53,399.98,409.38,134324.70500000002,54866834.57416,1609862399999,449.54774563692064,344.5541917071656,,,,,False,False
1609862400000,409.44,419.68,406.48,415.59,127227.887,52522108.26548,1609876799999,449.650863821978,350.02145969894474,,,,,False,False
1609876800000,415.56,423.78,411.85,418.74,103934.72,43390516.0597,1609891199999,449.6498374798921,355.2198347618246,,,,,False,False
1609891200000,418.92,423.79,410.94,415.13,90957.519,37786921.69262,1609905599999,449.8663158686792,359.31976566881815,,,,,False,False
1609905600000,415.03,435.33,413.88,423.16,167059.19,71099177.3238,1609919999999,449.7486111421447,365.68954008856747,,,,,False,False
1609920000000,423.12,442.68,420.0,440.81,177725.299,76452910.60049999,1609934399999,449.91724626503566,370.86619896815614,,,,,False,False
1609934400000,440.88,444.41,427.38,436.61,165228.641,71971538.5261,1609948799999,448.9591761799064,376.6440984214029,,,,,False,False
1609948800000,436.61,459.18,435.4,438.46,174073.79700000002,78296912.041,1609963199999,452.67836392814223,381.5773051482005,,,,,False,False
1609963200000,438.46,456.62,430.0,454.23,120945.78,53833332.46286,1609977599999,455.97765946007564,383.50915249380114,,,,,False,False
1609977600000,454.26,467.8,447.58,461.76,144729.02,66226319.82939,1609991999999,460.90476060177105,382.7296785931266,,,,,False,False
1609992000000,461.75,462.5,440.0,443.06,107731.139,48778747.66853,1610006399999,463.90873695306675,383.18350419347144,,,,,False,False
1610006400000,443.26,451.83,432.43,450.31,113063.426,50104412.79099,1610020799999,465.3273097908226,383.4145629777734,,,,,False,False
1610020800000,450.36,459.0,444.32,457.22,123943.22099999999,56011666.4737,1610035199999,463.8660809261116,383.0078730370046,,,,,False,False
1610035200000,457.22,485.3,425.38,450.91,493492.312,225908606.9019,1610049599999,470.68543928799386,387.6767378246853,,,,,False,False
1610049600000,450.96,462.04,440.9,448.99,132905.45500000002,60094955.13368,1610063999999,473.1616067849747,389.4735463956007,,,,,False,False
1610064000000,448.77,452.36,402.08,420.85,229217.86599999998,97653434.9528,1610078399999,473.83053959444146,391.2119721355609,,,,,False,False
1610078400000,420.85,433.47,412.15,431.3,135826.46300000002,57572840.9088,1610092799999,473.1836921511725,393.26018988921624,,,,,False,False
1610092800000,431.36,453.76,421.27,445.72,166612.25300000003,73099042.3115,1610107199999,474.25438518696893,395.88839378612874,,,,,False,False
1610107200000,445.73,455.5,422.0,432.48,225173.452,98868906.263,1610121599999,473.8668196835542,399.834997377711,,,,,False,False
1610121600000,432.47,454.14,430.36,431.61,164981.408,72606495.5498,1610135999999,474.0732639562318,403.17221380969755,,,,,False,False
1610136000000,431.51,440.89,418.69,437.33,140248.44,60268113.55234,1610150399999,473.11143600593795,405.6901052512212,,,,,False,False
1610150400000,437.54,441.45,425.03,431.52,127609.449,55097687.14751,1610164799999,472.14679355070587,407.6775758679591,,,,,False,False
