initial_capital,ending_equity,net_pnl,return_pct,closed_layers,closed_net_pnl,win_rate_pct,profit_factor,max_drawdown_path_pct,max_layers,open_layers,pending_unfilled,final_open_pnl_after_entry_fee,market,timeframe,symbol,first_bar,last_bar
10000.0,10228.489403455013,228.4894034550125,2.2848940345501223,138,228.48940345505588,31.15942028985507,2.112048556121576,1.1574015153578032,3,0,,-4.3371528590796515e-11,spot,4h,ADAUSDT,1632902400000,1788220799999
10000.0,9926.556230483759,-73.44376951624145,-0.7344376951624154,166,-73.44376951617676,24.69879518072289,0.7236380194415902,1.752512210279611,3,0,,-6.468781066359952e-11,spot,4h,BCHUSDT,1632902400000,1788220799999
10000.0,10043.714794264582,43.71479426458245,0.43714794264582135,192,43.71479426466063,31.25,1.2445367579175068,0.6716875764468888,3,0,,-7.818101721568382e-11,spot,4h,BNBUSDT,1632902400000,1788220799999
10000.0,10077.598318370032,77.59831837003185,0.7759831837003128,174,77.59831837008538,33.33333333333333,1.5556328371998631,0.3512412698319478,3,0,,-5.353228971216595e-11,spot,4h,BTCUSDT,1632902400000,1788220799999
10000.0,10160.666596731562,160.6665967315621,1.6066659673156236,151,160.66659673161672,30.4635761589404,1.5726711910411968,1.041387352480072,3,0,,-5.46265255252365e-11,spot,4h,DOGEUSDT,1632902400000,1788220799999
10000.0,10090.944270262844,90.94427026284393,0.9094427026284491,122,90.94427026288722,31.967213114754102,1.520110380428718,0.8131332098282207,3,0,,-4.3286263462505303e-11,spot,4h,DOTUSDT,1632902400000,1788220799999
10000.0,10133.337297131306,133.3372971313056,1.3333729713130626,160,133.33729713136347,31.25,1.7723322269617787,0.5462703485836662,3,0,,-5.786660040030256e-11,spot,4h,ETHUSDT,1632902400000,1788220799999
10000.0,10036.723717043364,36.72371704336365,0.3672371704336319,179,36.72371704342525,28.49162011173184,1.1223943573774489,0.9212477345480252,3,0,,-6.160405519040069e-11,spot,4h,LINKUSDT,1632902400000,1788220799999
10000.0,9852.207376797309,-147.79262320269117,-1.477926232026916,177,-147.79262320262487,22.033898305084744,0.49684097967576024,1.701719422019965,3,0,,-6.630784810113255e-11,spot,4h,LTCUSDT,1632902400000,1788220799999
10000.0,10263.003983327737,263.00398332773693,2.6300398332773645,167,263.0039833278005,33.532934131736525,1.976482998972271,1.3648366555512603,3,0,,-6.355094228638336e-11,spot,4h,SOLUSDT,1632902400000,1788220799999
10000.0,10008.977942802367,8.97794280236667,0.0897794280236619,158,-28.313300154559755,27.848101265822784,0.893879483860108,1.0707975567270878,3,3,,37.291242956926425,spot,4h,UNIUSDT,1632902400000,1788220799999
10000.0,10414.062015680734,414.0620156807345,4.14062015680734,148,414.0620156807894,21.62162162162162,2.7419046286693725,1.90021820870947,3,0,,-5.491074261954054e-11,spot,4h,XRPUSDT,1632902400000,1788220799999
10000.0,10083.862035882214,83.8620358822136,0.8386203588221397,19,83.86203588222102,42.10526315789473,2.489428768639643,1.3951056160142028,3,0,,-7.418066161335446e-12,spot,24h,ADAUSDT,1632960000000,1788220799999
10000.0,10064.616114577339,64.61611457733852,0.6461611457733829,28,64.616114577349,28.57142857142857,1.6213463340997214,1.6892264475293906,3,0,,-1.0473399925103877e-11,spot,24h,BCHUSDT,1632960000000,1788220799999
10000.0,10191.25971399441,191.25971399441005,1.9125971399440944,18,186.2032712684057,38.88888888888889,5.255066691548178,1.002100557627117,3,1,,5.056442726004349,spot,24h,BNBUSDT,1632960000000,1788220799999
10000.0,10097.230928748142,97.2309287481421,0.972309287481421,25,90.6004116288932,48.0,4.157639125825837,0.46252467419157783,3,1,,6.630517119248907,spot,24h,BTCUSDT,1632960000000,1788220799999
10000.0,10088.1808522628,88.18085226279982,0.8818085226280026,19,88.18085226280992,31.57894736842105,2.0239337599732687,1.1843158276480636,3,0,,-1.0103917702508625e-11,spot,24h,DOGEUSDT,1632960000000,1788220799999
10000.0,10044.583141595984,44.58314159598376,0.4458314159598409,13,44.583141595987705,61.53846153846154,2.7610741231684224,0.8567158326944879,3,0,,-3.943512183468556e-12,spot,24h,DOTUSDT,1632960000000,1788220799999
10000.0,10026.308494173161,26.308494173161307,0.26308494173161723,19,21.577726986855588,36.84210526315789,1.6434287859899426,0.6817689544624361,3,1,,4.7307671863057195,spot,24h,ETHUSDT,1632960000000,1788220799999
10000.0,10079.595984288895,79.59598428889512,0.7959598428889603,22,65.91681949763601,31.818181818181817,1.7202324679890877,0.9461024025297027,3,1,,13.679164791259112,spot,24h,LINKUSDT,1632960000000,1788220799999
10000.0,9988.80658433561,-11.19341566438925,-0.11193415664388917,24,-11.19341566438569,33.33333333333333,0.8474598628387926,1.0049197329891513,3,0,,-3.559819106158102e-12,spot,24h,LTCUSDT,1632960000000,1788220799999
10000.0,10248.791561095162,248.79156109516225,2.48791561095163,27,238.03990061500724,33.33333333333333,3.857096763121263,2.0214496232729307,3,2,,10.75166048015501,spot,24h,SOLUSDT,1632960000000,1788220799999
10000.0,10044.2163193089,44.21631930889998,0.44216319308900687,23,29.68189186890475,30.434782608695656,1.3683802574920663,1.2772513571287725,3,3,,14.534427439995234,spot,24h,UNIUSDT,1632960000000,1788220799999
10000.0,10180.488873625152,180.48887362515234,1.804888736251531,23,180.4888736251618,26.08695652173913,3.4105076148166047,1.5066784328795157,3,0,,-9.464429240324534e-12,spot,24h,XRPUSDT,1632960000000,1788220799999
10000.0,10216.60549610073,216.6054961007303,2.166054961007302,744,216.6054961009854,30.77956989247312,1.3557958290866954,0.9953465777273518,3,0,,-2.5508484213787597e-10,futures,1h,ADAUSDT,1609459200000,1788220799999
10000.0,9955.763222576508,-44.23677742349173,-0.4423677742349197,798,-44.236777423186524,25.31328320802005,0.9315141035157584,1.7084030407621742,3,0,,-3.0520652671839343e-10,futures,1h,BCHUSDT,1609459200000,1788220799999
10000.0,10245.04928260571,245.0492826057107,2.4504928260571157,914,245.04928260603305,28.88402625820569,1.4636511084158095,1.0100414765295773,3,0,,-3.2235902835964225e-10,futures,1h,BNBUSDT,1609459200000,1788220799999
10000.0,10016.368438653522,16.36843865352239,0.16368438653522333,856,16.36843865386054,29.32242990654206,1.0375948544452949,0.7129237244148934,3,0,,-3.381508406619105e-10,futures,1h,BTCUSDT,1609459200000,1788220799999
10000.0,10906.338638069748,906.3386380697484,9.06338638069748,738,906.3386380700227,29.81029810298103,2.5239511964968373,5.304948635411932,3,0,,-2.743263394222595e-10,futures,1h,DOGEUSDT,1609459200000,1788220799999
10000.0,10053.50900948669,53.50900948669005,0.5350900948668968,797,53.50900948698255,30.489335006273528,1.0807089247368067,1.5159835378321773,3,0,,-2.9250202260300284e-10,futures,1h,DOTUSDT,1609459200000,1788220799999
10000.0,10059.881344542633,59.88134454263309,0.5988134454263383,854,59.881344542942024,28.92271662763466,1.1075968830398406,0.8644499939798322,3,0,,-3.0893687608113396e-10,futures,1h,ETHUSDT,1609459200000,1788220799999
10000.0,10014.416360432508,14.416360432507645,0.14416360432507602,850,14.416360432829677,28.705882352941174,1.0205159033139026,1.7609057933040906,3,0,,-3.220321787011926e-10,futures,1h,LINKUSDT,1609459200000,1788220799999
10000.0,9879.370584136506,-120.6294158634937,-1.2062941586349352,873,-120.6294158631656,28.06414662084765,0.8149355345239085,1.6411753492025838,3,0,,-3.2810021366458386e-10,futures,1h,LTCUSDT,1609459200000,1788220799999
10000.0,10197.041639912213,197.0416399122132,1.9704163991221213,869,197.04163991254117,31.185270425776757,1.239649620411822,1.2684983730790966,3,0,,-3.2795810511743184e-10,futures,1h,SOLUSDT,1609459200000,1788220799999
10000.0,9960.887119243675,-39.11288075632547,-0.39112880756325685,884,-42.45500578863096,26.131221719457017,0.948529137594108,2.7045732924241506,3,3,,3.3421250323054963,futures,1h,UNIUSDT,1609459200000,1788220799999
10000.0,10475.1916170276,475.19161702759993,4.751916170275994,722,475.1916170278737,30.60941828254848,1.8728197938653843,1.6140498018106797,3,0,,-2.737579052336514e-10,futures,1h,XRPUSDT,1609459200000,1788220799999
10000.0,10231.538595911396,231.53859591139553,2.315385959113958,175,231.53859591146204,29.714285714285715,1.7325405739494812,1.4552699309631434,3,0,,-6.650680006714538e-11,futures,4h,ADAUSDT,1609459200000,1788220799999
10000.0,10011.224773643356,11.224773643356457,0.11224773643356833,197,11.224773643424172,26.39593908629442,1.035080754522552,1.9186195806836337,3,0,,-6.771472271793755e-11,futures,4h,BCHUSDT,1609459200000,1788220799999
10000.0,10397.76729493713,397.7672949371299,3.9776729493713026,221,397.76729493721217,34.841628959276015,2.8856888480938903,2.963600522913812,3,0,,-8.22524270915892e-11,futures,4h,BNBUSDT,1609459200000,1788220799999
10000.0,10191.074857022266,191.07485702226586,1.9107485702226645,198,191.07485702232833,36.36363636363637,2.1419924782313293,0.6265229418903728,3,0,,-6.247091732802801e-11,futures,4h,BTCUSDT,1609459200000,1788220799999
10000.0,10705.07769599799,705.0776959979903,7.05077695997991,172,705.0776959980553,31.976744186046513,3.0707141968649294,4.935405924535119,3,0,,-6.502887117676437e-11,futures,4h,DOGEUSDT,1609459200000,1788220799999
10000.0,10200.322252385817,200.32225238581668,2.0032225238581614,153,200.3222523858734,34.64052287581699,1.8487006206224421,1.2879786809385951,3,0,,-5.67297320230864e-11,futures,4h,DOTUSDT,1609459200000,1788220799999
10000.0,10232.587531675608,232.58753167560826,2.3258753167560764,194,232.58753167565604,33.50515463917525,2.055829988201329,0.5179863030511211,3,0,,-4.7776893552509136e-11,futures,4h,ETHUSDT,1609459200000,1788220799999
10000.0,10013.21600430775,13.216004307749245,0.1321600430775005,218,13.21600430782675,29.81651376146789,1.0335686955786803,1.3723705252034701,3,0,,-7.750600161671173e-11,futures,4h,LINKUSDT,1609459200000,1788220799999
10000.0,9922.280866675826,-77.71913332417353,-0.7771913332417335,212,-77.7191333240965,24.056603773584907,0.78137336599875,2.0160532561432243,3,0,,-7.702283255639486e-11,futures,4h,LTCUSDT,1609459200000,1788220799999
10000.0,10687.256259032909,687.2562590329089,6.87256259032909,208,687.2562590329868,35.09615384615385,2.886761172275138,1.3502182143730446,3,0,,-7.787548383930698e-11,futures,4h,SOLUSDT,1609459200000,1788220799999
10000.0,9989.905666219542,-10.094333780458328,-0.10094333780458209,193,-47.23967890657975,26.94300518134715,0.8669400012141698,1.5911723762848884,3,3,,37.14534512612142,futures,4h,UNIUSDT,1609459200000,1788220799999
10000.0,10650.956054300012,650.9560543000116,6.509560543000115,173,650.9560543000679,23.121387283236995,3.1527818341585667,1.8633505074982182,3,0,,-5.6274984672199935e-11,futures,4h,XRPUSDT,1609459200000,1788220799999
