strategy,symbol,direction,entry_time,exit_time,entry,exit,qty,entries,gross_pnl,fees,funding,net_pnl,initial_risk,r,holding_hours,reason,candidate
DON55,ZECUSDT,1,1748188800000,1748228400000,51.41542,51.399995374,2.285749052744418,1,-0.03525682426843222,0.11750511914932221,-0.02086796678038866,-0.13189397663736577,7.3797398919142445,-0.01787244246668883,11.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1749931200000,1750813200000,43.446962,43.05577,2.1571473441863027,1,0.8438587838669209,0.09329956929932975,-0.058271487255222326,0.8088307018228136,7.378750687089465,0.10961621229973491,245.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1752019200000,1752030000000,43.693104,41.62918292594286,3.5055915956827,1,-7.235264371367126,0.1495525459860066,0.015312424089942033,-7.400129341443074,7.384816917353134,-1.0020735008411594,3.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1753344000000,1753686000000,40.07797300000001,42.8551113919,2.6003346047654436,1,-7.221489062680216,0.10782688461209525,-0.12743677299441622,-7.201879174297894,7.3293159472923115,-0.9826127330420928,95.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1754006400000,1754647200000,36.88893,38.745906000000005,3.3732082181529996,1,-6.263966704112895,0.1275660251869272,-0.20223992033899146,-6.189292808960831,7.275301853485076,-0.8507265998861592,178.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1755086400000,1755176400000,40.472138,37.86506078717143,2.731750060417666,1,-7.121883333657969,0.10699882375990313,0.03244451339291571,-7.261326670810788,7.228882157417871,-1.004488178488236,25.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1755820800000,1756152000000,42.542759,39.70227331515714,2.489728549806315,1,-7.0720383048693956,0.10238390251739485,0.10388801477776786,-7.278310222164559,7.17442220738679,-1.014480331903356,92.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1757304000000,1757595600000,49.844949,46.925152943871424,2.3987198300293806,1,-7.003772699477192,0.11606218124336455,0.10092005805347118,-7.220754938774028,7.119834880720557,-1.0141744941763673,81.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1757836800000,1757883600000,53.976188,51.24652371502857,2.539532429854659,1,-6.932070974300969,0.13360824437878138,0.01330019174817583,-7.078979410427926,7.065679218679751,-1.0018823656348583,13.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1758528000000,1758643200000,48.065576,51.1594906728,2.230802030092965,1,-6.901911133016645,0.11067574008489603,0.01085390916029469,-7.023440782261836,7.012586873101542,-1.0015477753583242,32.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1758672000000,1758823200000,55.126532999999995,55.109995040099996,1.7369045807096017,1,-0.028724858305900085,0.09573516525718608,0.039978961682410954,-0.1644389852454971,6.959911067234578,-0.023626592876974016,42.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1759190400000,1759226400000,72.06161200000001,65.76044937354287,1.092401461801186,1,-6.883399264188782,0.0752785106564555,0.015254165494836984,-6.973931940340075,6.9586777748452375,-1.0021921068899007,10.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1759248000000,1759341600000,73.532053,103.54098138410005,0.7964383690930568,1,23.90026198046298,0.0705138793576157,-0.06916470028468308,23.898912801390047,6.906373285292686,3.46041428897037,26.0,TARGET,ZECUSDT
DON55,ZECUSDT,1,1759348800000,1759849200000,118.60557099999998,140.78632285714284,0.3820735111046508,1,8.474677740999574,0.04955338581904173,0.08045299244277623,8.344671362737756,7.085615131303112,1.1776918740438407,139.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1760212800000,1760634000000,290.86723399999994,213.94445997265709,0.09262304510548154,1,-7.124821568373341,0.02337859815030198,0.018595301839276542,-7.1667954683629205,7.148200166523644,-1.0026013963523799,117.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1761897600000,1762095600000,385.02547300000003,384.90996535810007,0.1347761992391638,1,-0.015567680958355937,0.05188448602072211,-0.5161575163809178,0.4487053494018397,7.094449200510921,0.06324738351351156,55.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1762416000000,1762574400000,518.745577,597.0151274285715,0.07929983853498797,1,6.206762711191819,0.04423982185243508,-0.5148059983180132,6.677328887657397,7.0978144906314355,0.9407584400058571,44.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1764720000000,1764788400000,312.626184,374.9086228552,0.11413583680560485,1,-7.108658277032168,0.03923618025669909,-0.00506708763956706,-7.1428273696493,7.147894457288867,-0.9992911076583678,19.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1766937600000,1767189600000,534.910425,502.0940373010714,0.2128197593241506,1,-6.983975731974006,0.1103475200424921,-0.08754424828371986,-7.0067790037327775,7.094323252016498,-0.9876599578037502,70.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1767873600000,1767902400000,396.031155,437.6566983465,0.1674922112232618,1,-6.971954298475012,0.06981811101348984,-0.007138678862159424,-7.034633730626342,7.041772409488503,-0.9989862383435537,8.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1769860800000,1769994000000,317.40475000000004,317.499971425,0.26113735237975017,1,-0.024865870814320942,0.08289866898316367,-0.024403885790673298,-0.08336065400681131,6.989012656508805,-0.011927386328193049,37.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1770249600000,1770386400000,251.654481,236.7853,0.2631635556159071,1,3.9130265410564884,0.0642697747361075,-0.030117422816409948,3.878874189136791,6.988387451603753,0.5550456691187943,38.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1772265600000,1772330400000,208.39746200000002,225.7408782386,0.39961759852822176,1,-6.930734347544691,0.0867446604775887,0.02911423461037389,-7.046593242632653,7.0174790080222795,-1.0041488167726744,18.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1773691200000,1773853200000,266.309869,250.23776328571427,0.3512320820720074,1,-5.645039153309983,0.09071405018853854,0.042909798161481466,-5.778663001660004,6.964629558702533,-0.8297157735316123,45.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1775606400000,1776096000000,320.266051,346.41318771428575,0.28672956828260193,1,7.497157221913324,0.09557832514976045,-0.22396074152967843,7.625539638293242,6.921289586190084,1.1017512767430415,136.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1777665600000,1778014800000,384.165215,464.0709519355001,0.2988506630183777,1,23.879882462146277,0.12674797044242075,-0.07493343353722953,23.828067925241086,6.978481133477282,3.4145063187077622,97.0,TARGET,ZECUSDT
DON55,ZECUSDT,1,1778025600000,1778511600000,516.875016,551.3159841428571,0.1544842192977762,1,5.320586075408872,0.08250932635899001,0.07739589926526158,5.16068084978462,7.1571916429165885,0.7210482976087558,135.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1779307200000,1779462000000,676.953025,627.0405706639285,0.14231137860537607,1,-7.1031101861442165,0.0927865631457575,-0.1419853213805895,-7.053911427909385,7.1958967492899735,-0.9802685716141496,43.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1779940800000,1780275600000,536.6789480000001,583.5268106844001,0.15067072228561623,1,-7.058601308195909,0.08439110538474265,0.025795504189096555,-7.168787917769748,7.142992413580653,-1.003611302195989,93.0,STOP,ZECUSDT
DON55,ZECUSDT,-1,1780632000000,1780812000000,403.159016,403.27996370479997,0.07485913202642783,1,-0.009054040201913614,0.030184661026489687,0.06817125095502069,-0.10740995218342399,7.089226504197381,-0.01515115254390995,50.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1783080000000,1784120400000,464.079182,580.0551132454001,0.20995012458280735,1,24.34916121357885,0.10960806268397674,0.2874808514375462,23.952072299457328,7.088420929556004,3.379042037357904,289.0,TARGET,ZECUSDT
DON55,ZECUSDT,-1,1785225600000,1785704400000,468.899288,492.0611477864,0.30741717911518646,1,-7.120353598596559,0.1477078732053777,-0.14513903293085242,-7.122922438871084,7.2680614718019365,-0.9800305716326215,133.0,STOP,ZECUSDT
DON55,ZECUSDT,1,1787155200000,1787299200000,550.625138,629.7711499586,0.3087831810606908,1,24.43895734084397,0.18224326035404384,0.05963139032998108,24.197082690159945,7.214639553510401,3.3538865678170238,40.0,TARGET,ZECUSDT
DON55,ZECUSDT,1,1787299200000,1787364000000,637.7512679999999,799.5113426196,0.15710456998780503,1,25.413246964307532,0.11290026220047117,0.021816004891896446,25.278530697215167,7.396117673686601,3.4178107775582567,18.0,TARGET,ZECUSDT
DON55,ZECUSDT,1,1787371200000,1787378400000,836.6809289999999,757.3165230070142,0.09463041073828339,1,-7.5102863371161135,0.07542031679960046,0.0,-7.5857066539157145,7.5857066539157145,-1.0,2.0,STOP,ZECUSDT
DON55,SUIUSDT,-1,1738526400000,1738562400000,3.40127931,2.97200562,25.19197918692155,1,10.814253863973015,0.08027783065444039,-0.0023281233700584987,10.736304156688632,7.5,1.4315072208918176,10.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1740715200000,1740780000000,2.55603296,2.846157979888,25.887452940831146,1,-7.5105977993082975,0.06992448186686749,0.007131613050290185,-7.587653894225455,7.580522281175165,-1.0009407812266444,18.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1741089600000,1741240800000,2.41507526,2.7079445425779998,25.466590039005226,1,-7.458381954431494,0.06523292253697971,0.023847119405333385,-7.547461996373808,7.523614876968474,-1.0031696358459727,42.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1741636800000,1741784400000,2.1403577,2.35732182731,34.06280664723078,1,-7.390407117945687,0.07660179404998443,0.0008571587179713406,-7.467866070713643,7.467008911995671,-1.0001147927808944,41.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1742976000000,1743156000000,2.55296566,2.5576753242857144,53.34015346060609,1,0.2512142157479477,0.13630118719193152,-0.02676736990132733,0.14168039845734356,7.410999916465319,0.019117581980073496,50.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1743422400000,1743498000000,2.2062379300000003,2.3944989213790002,38.89593633804113,1,-7.3225875356140895,0.08947498383965871,0.04019426022728778,-7.452256779681036,7.412062519453748,-1.0054228172147488,21.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1745352000000,1745391600000,2.46243851,2.9457545184469995,52.01169719693746,1,25.1380858817778,0.14064464908908678,0.013869138026808574,24.983572094661902,7.356170593606142,3.396274158782723,11.0,TARGET,SUIUSDT
DON55,SUIUSDT,1,1745395200000,1745571600000,2.9479841299999996,3.6983242997609995,34.54634617662199,1,25.921511254788815,0.1148028359055622,-0.02629138192918374,25.832999800812438,7.543547384316105,3.42451614402558,49.0,TARGET,SUIUSDT
DON55,SUIUSDT,1,1745582400000,1746021600000,3.7051112,3.338366532354286,20.896561899070676,1,-7.663702648612765,0.07359223420943366,-0.09198269316685345,-7.645312189655345,7.737294882822199,-0.98811177620087,122.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1746720000000,1747065600000,3.89296754,3.891799649738,26.621168282161506,1,-0.03109060319979478,0.10361979869773241,0.11068418321722118,-0.24539458511474835,7.679955041399782,-0.03195260698687914,96.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1748649600000,1749218400000,3.1850442,3.18599971326,29.60741756500506,1,-0.02829028007772209,0.09431507873243636,-0.024656629779964013,-0.09794872903019444,7.678114582011421,-0.012756872534785095,158.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1749931200000,1750042800000,2.87173822,3.077175381466,36.8375814668734,1,-7.567808171827,0.10957179471669752,-0.012894788963590871,-7.664485177580107,7.677379966543698,-0.9983204180306585,31.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1750248000000,1750712400000,2.7677694200000005,2.6722871599999998,39.31968239321932,1,3.754332137386817,0.10695064846337145,-0.09289388656136045,3.740275375484806,7.619896327711846,0.4908564650521907,129.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1752177600000,1752480000000,3.41392387,3.962134872839,47.4192964814903,1,25.995780078037658,0.17488375819578558,0.15556798450776493,25.665328335334106,7.647948393027983,3.355844864059375,84.0,TARGET,SUIUSDT
DON55,SUIUSDT,1,1752480000000,1752850800000,3.94278248,3.82705154,36.12183416717957,1,-4.180413822691815,0.1403303279884751,0.16894355676959785,-4.489687707449888,7.840438355542987,-0.5726322309869059,103.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1754164800000,1754326800000,3.31420544,3.5682470216319997,30.31956099335562,1,-7.70242922913995,0.10433646859716098,-0.020551422659639607,-7.786214275077471,7.806765697737111,-0.997367485658549,45.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1757563200000,1757919600000,3.63449002,3.633399672994,46.181863218605486,1,-0.050354256291906624,0.16782234384488076,0.18460280764232243,-0.4027794077791098,7.748369090674029,-0.05198247567528719,99.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1758211200000,1758268800000,3.9542859299999997,3.7809941485067142,43.71965192770228,1,-7.576256368817882,0.16909187629780154,0.01699645188341354,-7.762344696999097,7.745348245115683,-1.0021944077071205,16.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1758528000000,1759309200000,3.34319674,3.3441996990219995,47.674042041287024,1,-0.047815110580504715,0.15940760949034397,-0.21651547231804671,0.009292752247198027,7.687130659888191,0.0012088713797578654,217.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1759334400000,1759852800000,3.48914643,3.488099686071,45.94328481811377,1,-0.048090854461671016,0.160278802778364,0.20967355000053456,-0.4180432072405696,7.687200355530043,-0.054381723892474886,144.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1760126400000,1760133600000,3.23632881,2.646222438643,44.372605702648805,1,26.184557338845003,0.13051206354083011,0.0,26.054045275304173,7.684065031475744,3.3906591327091395,2.0,TARGET,SUIUSDT
DON55,SUIUSDT,-1,1760140800000,1780642800000,2.59642084,0.6898777412520011,14.36293888619625,1,27.38356201121673,0.02360045284215797,-0.3069757034574126,27.666937261831983,7.879470371040525,3.511268646115668,5695.0,TARGET,SUIUSDT
DON55,SUIUSDT,-1,1780646400000,1781474400000,0.7121862800000001,0.7887514058840001,104.59691125788123,1,-8.008475677537254,0.07849672296700919,-0.06737438144318514,-8.019598019061076,8.086972400504262,-0.9916687756422929,230.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1781798400000,1782990000000,0.70888727,0.74366589,168.87788530598564,1,-5.873339799460474,0.12265205297766352,-0.054982672001491165,-5.941009180436647,8.026825415361309,-0.7401443127275525,331.0,STOP,SUIUSDT
DON55,SUIUSDT,-1,1784908800000,1787155200000,0.7173847200000001,0.68417662,307.7392372254101,1,10.219435363705163,0.21565770884811183,-0.3490940050027973,10.352871659859849,7.982267846508028,1.2969837468419303,624.0,STOP,SUIUSDT
DON55,SUIUSDT,1,1787184000000,1787328000000,0.7062118,0.8173665164599999,246.3217505534848,1,27.379824340703443,0.18764523900787922,0.09013505601412541,27.10204404568144,8.059914383956983,3.3625722004724072,40.0,TARGET,SUIUSDT
DON55,SUIUSDT,1,1787328000000,1787378400000,0.81554459,0.8188828328571428,151.88803233445512,1,0.5070391390259683,0.12412498262562294,0.027811781937265988,0.3551023744630794,8.263179714299591,0.04297405922910861,14.0,STOP,SUIUSDT
DON55,1000PEPEUSDT,-1,1736769600000,1736820000000,0.01599829907,0.017033107469721,7133.86098412812,1,-7.382179268817706,0.11782073118229505,-0.009157306567129743,-7.490842693432871,7.5,-0.9987790257910495,14.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1737115200000,1737190800000,0.01988386337,0.01845689606813186,5147.378962997013,1,-7.3451414705206695,0.09867720927858457,0.03029235093413224,-7.474111030733387,7.443818679799254,-1.0040694638380083,21.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1737446400000,1741539600000,0.01499999865,0.005965137654595004,2837.6620744820943,1,25.637882394878304,0.02974598608894847,-0.14930734766538734,25.757443756454744,7.387762847068753,3.4865011627538287,1137.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1743696000000,1744477200000,0.00657672639,0.00738604372,8930.978690454316,1,-7.227995828045383,0.06235060115606123,-0.026965234093042433,-7.263381195108402,7.580943675242164,-0.9581104287622059,217.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1745380800000,1745467200000,0.00915854674,0.008542497507406573,12044.281117834338,1,-7.419870139781355,0.10659817649749456,0.03222954477311638,-7.558697861051965,7.526468316278849,-1.004282160426213,24.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1746532800000,1746579600000,0.00763620845,0.008081160642535,16496.463447322058,1,-7.340137579959425,0.12964050236153654,-0.026083597633758088,-7.443694484687203,7.469778082320961,-0.9965081161252312,13.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1746720000000,1746781200000,0.00988066331,0.012231192851007001,10824.328940427447,1,25.442904936051736,0.11967300228507852,0.049673069895960494,25.273558863870697,7.413950373685807,3.4089193466378815,17.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1746792000000,1747353600000,0.01264339188,0.012718140555714285,5616.682412045156,1,0.4198395722080878,0.07122383658709458,0.14237765919628875,0.2062380764247045,7.603502065164836,0.027124090275397784,156.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1747972800000,1748005200000,0.016070319649999998,0.014517691606962141,4850.399837929964,1,-7.530866808316336,0.07418204242168454,0.010532368989481681,-7.615581219727503,7.605048850738021,-1.0013849179927963,9.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1748664000000,1748912400000,0.01120693691,0.012582853491073,5438.730058535973,1,-7.483238867519773,0.06469312407029314,0.018543633599013558,-7.56647562518908,7.547931991590066,-1.002456783344057,69.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1749556800000,1749571200000,0.013337299989999999,0.01247567045143157,8565.894623692842,1,-7.380627832038247,0.11055559236290047,0.0,-7.491183424401147,7.4911834244011475,-0.9999999999999999,4.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1750176000000,1750719600000,0.00986743888,0.00980811298,9706.049732983121,1,0.5758201358539721,0.09548594243852428,-0.09921944978337974,0.5795536431988275,7.434999548718138,0.07794938512117972,151.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1752105600000,1752256800000,0.011056415929999999,0.013242541975221,11630.992673453657,1,25.426816015211674,0.14131050068409212,0.08216650803701633,25.203339006490566,7.439346201042129,3.3878432761954262,42.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1752696000000,1752872400000,0.013795937539999999,0.012761422250166571,7280.411477809287,1,-7.531696990072489,0.09667425351831976,0.05902899382915947,-7.687400237419968,7.628371243590808,-1.007738086145028,49.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1754164800000,1754330400000,0.010020592920000002,0.010796130787876002,9632.61283715498,1,-7.4704560218021605,0.1002597200079974,-0.02528874969799924,-7.545426992112159,7.570715741810158,-0.9966596619711476,46.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1754726400000,1754913600000,0.012305590569999999,0.011578473128543284,10167.145285015937,1,-7.392708666559484,0.12141637280983231,0.07395349669408095,-7.588078536063397,7.514125039369316,-1.0098419305383675,52.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1755633600000,1755878400000,0.01027821561,0.010914360364683,11530.448755128646,1,-7.335034494716216,0.12217995563262643,-0.08138108351617448,-7.375833366832667,7.457214450348842,-0.9890869326532017,68.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1757404800000,1757433600000,0.01059707817,0.010165813225120428,16759.77854234245,1,-7.227904969257135,0.17399073084046301,0.0,-7.401895700097597,7.401895700097597,-1.0,8.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1757707200000,1757826000000,0.01152675699,0.011637921861428573,13308.757616602095,1,1.4794663293236243,0.15414654805004574,0.06343998617545463,1.261879795098124,7.346381482346865,0.17176889032108983,33.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1758830400000,1759309200000,0.00910556751,0.009603876380253002,14489.606294121075,1,-7.220299342834245,0.1355462379758575,-0.12621414847620518,-7.229631432333897,7.355845580810102,-0.9828416533368411,133.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1759435200000,1759500000000,0.01029778841,0.009850175327762714,15953.309406564045,1,-7.140909995357219,0.1607133497103806,0.032118797828235394,-7.333742142895835,7.3016233450676,-1.0043988571185245,18.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1760112000000,1760133600000,0.00876566951,0.007043631965853001,14366.6663129037,1,24.739938775052124,0.11356347947183805,-0.012596980356480224,24.638972275936766,7.246620278995881,3.4000639370262182,6.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1760140800000,1767488400000,0.0066620008,0.00637216822,5392.172984466624,1,1.5628274078942601,0.03514124703230791,-0.04006928006353224,1.5677554409254846,7.431412571065406,0.21096331631884124,2041.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1767499200000,1767718800000,0.006426827469999999,0.006424899421759,9938.373077468817,1,-0.019161662730412882,0.06386262827001982,0.04626272510273327,-0.12928701610316595,7.443170736872347,-0.017369884512079985,61.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1768795200000,1769191200000,0.00524412629,0.005245699527886999,22936.334625031563,1,-0.03608431062099891,0.1202990775586758,-0.05762608613451804,-0.09875730204515666,7.442201084251574,-0.013269905089522076,110.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1769371200000,1769403600000,0.00463390941,0.004910739332823001,26425.429763523214,1,-7.31534968200075,0.1261107224854847,-0.0007016895307163128,-7.4407587149555185,7.441460404486235,-0.9999057054002071,9.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1769846400000,1770339600000,0.004458961910000001,0.003335812353573001,22569.53315261409,1,25.348961149122985,0.08796220807942697,-0.006621983970011311,25.26762092501357,7.385654714124069,3.421175495341348,137.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1771113600000,1771178400000,0.0048354502,0.004473893343511429,20685.208647164054,1,-7.4788790142788395,0.09628285678283173,0.01972417385341681,-7.594886044915088,7.575161871061671,-1.0026037956929694,18.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1772265600000,1772330400000,0.00350124931,0.003738999244793,31148.023307779466,1,-7.405440510355404,0.11275971536940449,0.046953795722593644,-7.565154021447402,7.518200225724808,-1.0062453505244424,18.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1776312000000,1776351600000,0.00397289151,0.0037223887439755713,29335.363302396698,1,-7.348589649581885,0.11287192098206644,0.011328965283025976,-7.472790535846977,7.4614615705639515,-1.0015183305811985,11.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1777464000000,1777471200000,0.004109832579999999,0.003920941658797428,38388.66497400954,1,-7.251270290677549,0.15414535086755046,0.0,-7.4054156415450985,7.405415641545099,-0.9999999999999999,2.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1778040000000,1778576400000,0.004233869780000001,0.004232599619066001,33687.82392794784,1,-0.04278895790474632,0.14260846520354692,0.01657493219410257,-0.2019723553023958,7.34987502423351,-0.027479699265152976,149.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1778918400000,1780430400000,0.0037835645900000004,0.0031218008493770007,37797.570196411085,1,25.013061439637408,0.13050301746336163,-0.011351153707851397,24.8939095758819,7.348360231568743,3.3876822571839944,420.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1780646400000,1781532000000,0.0027990600300000002,0.0030145612399999997,29311.2892094007,1,-6.316618291285779,0.08520236719944671,0.031063827165883375,-6.432884485651108,7.5350645533878575,-0.8537265261727326,246.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1782316800000,1783000800000,0.00252044364,0.0024840592799999996,57004.86090087758,1,2.07408538076747,0.14264049641631782,0.4987596020638122,1.43268528228734,7.486817919745474,0.1913610425209922,190.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1783123200000,1783346400000,0.00277173127,0.0026162747234761436,47407.75850662652,1,-7.3698464158771415,0.12771664348548667,0.09035269285071472,-7.587915752213343,7.497563059362628,-1.0120509413705945,62.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1785052800000,1785193200000,0.00298769604,0.0028508119683308573,53222.29392888921,1,-7.28528429655825,0.15536939466277921,0.07905895007208061,-7.5197126412931095,7.440653691221029,-1.0106252694121969,39.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,-1,1786579200000,1787155200000,0.0026729978600000003,0.0026737997593580002,68236.15174804276,1,-0.05471852627913869,0.18242244686029316,0.11364753944347501,-0.35078851258290683,7.384255846411332,-0.047504923973264855,160.0,STOP,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1787212800000,1787295600000,0.00297239145,0.0034427583125650005,53319.394769586164,1,25.079676431634947,0.1710259513481101,0.03422465311470197,24.874425827172136,7.381624932566959,3.369776445485433,23.0,TARGET,1000PEPEUSDT
DON55,1000PEPEUSDT,1,1787299200000,1787371200000,0.00345143512,0.004338233259464,29331.058990039146,1,26.010728540875547,0.1142396113754506,0.06092814912968682,25.83556078037041,7.568183126270751,3.413707140712513,20.0,TARGET,1000PEPEUSDT
