strategy,symbol,direction,entry_time,exit_time,entry,exit,qty,entries,gross_pnl,fees,funding,net_pnl,initial_risk,r,holding_hours,reason
DON55,XLMUSDT,1,1735761600000,1736265600000,0.428978655,0.4288499614035,206.32518914336208,1,-0.02655273063939657,0.08849582576602036,0.1166487020004357,-0.23169725840585265,7.5,-0.03089296778744702,140.0,STOP
DON55,XLMUSDT,1,1736956800000,1737327600000,0.48413519699999996,0.44269234944089997,178.92940176886833,1,-7.415343921348167,0.08291834921378913,0.057334313191419906,-7.555596583753376,7.4982622705619555,-1.0076463467297634,103.0,STOP
DON55,XLMUSDT,-1,1738555200000,1738602000000,0.31626509199999997,0.35640483852759997,183.85167293172415,1,-7.379759550154625,0.06183574602918296,0.06611222725108537,-7.507707523434894,7.441595296183808,-1.008884147097463,13.0,STOP
DON55,XLMUSDT,-1,1740470400000,1740762000000,0.283434944,0.2835199744832,357.7077545319507,1,-0.030416063212226587,0.10140208540573531,0.08980335745978663,-0.22162150607774853,7.3852874897580465,-0.03000851441262027,81.0,STOP
DON55,XLMUSDT,1,1740945600000,1741028400000,0.34820443,0.31706071181385714,234.57691730064175,1,-7.305597405385328,0.07802792307713444,0.005171387025643051,-7.388796715488105,7.383625328462461,-1.0007003858938657,23.0,STOP
DON55,XLMUSDT,-1,1743177600000,1743984000000,0.271808433,0.22688147702990005,554.3529585187064,1,24.905390959264572,0.13822511350425132,0.15692772962726526,24.610238116133054,7.3282093530963,3.358288079711422,224.0,TARGET
DON55,XLMUSDT,-1,1743984000000,1744030800000,0.22594219699999998,0.22538902500000002,576.5913098181251,1,0.3189541680346905,0.13011683022739748,0.028840757531843737,0.1599965802754493,7.5127861389673,0.021296570581928246,13.0,STOP
DON55,XLMUSDT,1,1745366400000,1746018000000,0.26493945799999996,0.2707059067142857,553.9152519286047,1,3.194123892306954,0.14835106857005145,0.01851624127995886,3.0272565824569435,7.513986113319367,0.40288290885856154,181.0,STOP
DON55,XLMUSDT,-1,1746460800000,1746676800000,0.257602696,0.2690448138088,643.8621299906494,1,-7.36714634397791,0.1695441937098827,0.1478467939202107,-7.684537331608004,7.536690537687793,-1.0196169383870668,60.0,STOP
DON55,XLMUSDT,1,1746748800000,1746982800000,0.2910873,0.3011510561428572,619.9841958947986,1,6.239369759910665,0.18358921050564336,0.15012356114295905,5.905656988262063,7.479056507700734,0.7896259350603065,65.0,STOP
DON55,XLMUSDT,-1,1748577600000,1748912400000,0.27331797999999996,0.27339997539399996,653.5554386226095,1,-0.05358853569070412,0.17865524657019094,0.4024000689897878,-0.6346438512506829,7.523348935112698,-0.08435656204761371,93.0,STOP
DON55,XLMUSDT,1,1749600000000,1749729600000,0.28048411999999995,0.27230811733542853,889.5213416973972,1,-7.272728859911059,0.24586024631725822,0.035111283131812256,-7.553700389360128,7.518589106228317,-1.0046699297748198,36.0,STOP
DON55,XLMUSDT,-1,1750248000000,1750626000000,0.24947513500000001,0.21715026054050005,778.416527842441,1,25.16221653970677,0.18161446009987087,0.20508442405073218,24.77551765555617,7.461936353308115,3.3202531464332834,105.0,TARGET
DON55,XLMUSDT,1,1752004800000,1752069600000,0.257647271,0.29253448431870005,741.078031723306,1,25.85414737853333,0.20386380616082792,-0.0076593160272711205,25.657942888399774,7.647752735724787,3.3549650171800613,18.0,TARGET
DON55,XLMUSDT,1,1752076800000,1752242400000,0.29518852999999995,0.341780964941,571.6731328279143,1,26.63564324880229,0.18206917334436787,-0.048477304388277596,26.502051379846197,7.840187307387786,3.380282937229496,46.0,TARGET
DON55,XLMUSDT,1,1752249600000,1752422400000,0.36758024100000003,0.4761873419277001,255.00751799264847,1,27.695627243949872,0.1075835385425245,0.036469908183060396,27.551573797224286,8.038952692736633,3.4272591033055497,48.0,TARGET
DON55,XLMUSDT,1,1752422400000,1754038800000,0.462888825,0.3844734483525,104.58762100871769,1,-8.20127769406458,0.04431180215123836,0.21583048657306886,-8.461419982788886,8.245589496215818,-1.0261752645668476,449.0,STOP
DON55,XLMUSDT,-1,1754150400000,1754233200000,0.36922919800000004,0.3944932247594,319.04252469898586,1,-8.060298881381708,0.1218299649631926,-0.006325847846956598,-8.175802998497945,8.1821288463449,-0.999226870174529,23.0,STOP
DON55,XLMUSDT,-1,1756483200000,1757340000000,0.359232198,0.37574202965939996,481.1670877922372,1,-7.943987619493555,0.17682270436261113,-0.17392778387724098,-7.946882539978926,8.120810323856166,-0.9785824595156103,238.0,STOP
DON55,XLMUSDT,1,1757563200000,1757854800000,0.389436796,0.38931996496119997,559.4977228186069,1,-0.06536670016313381,0.2178563171936928,0.15286837304800113,-0.4360913904048277,8.061208704806326,-0.054097518917332756,81.0,STOP
DON55,XLMUSDT,-1,1758528000000,1758610800000,0.356562999,0.3720703008997,507.69478828963247,1,-7.872976354911612,0.18496166446667722,0.03770098333627911,-8.095639002714568,8.05793801937829,-1.0046787383131532,23.0,STOP
DON55,XLMUSDT,1,1759348800000,1759896000000,0.39596875499999995,0.3819125347142857,488.12872386773824,1,-6.861244870469506,0.18985310063441233,0.31561049983941686,-7.366708470943336,7.997220726857929,-0.9211585777797684,152.0,STOP
DON55,XLMUSDT,-1,1760126400000,1760133600000,0.358912294,0.2989619556882,450.3616301996858,1,26.999332093124938,0.14814065977798646,0.0,26.85119143334695,7.941970413325853,3.3809231256129166,2.0,TARGET
DON55,XLMUSDT,-1,1760140800000,1770289200000,0.31869436300000004,0.1615728203089,179.54306056199735,1,28.210082654982628,0.043114319989384864,0.30807946629884914,27.858888868694393,8.143354349075954,3.4210581628264287,2819.0,TARGET
DON55,XLMUSDT,-1,1770292800000,1770386400000,0.159722069,0.159580717,697.8568839447809,1,0.09864346625935114,0.1114138236364236,0.003056950894730407,-0.015827308271802874,8.352296015591149,-0.0018949649584088248,26.0,STOP
DON55,XLMUSDT,1,1776369600000,1776513600000,0.16815043,0.168099984871,1313.6606011946571,1,-0.06626777848946552,0.22085946107569537,0.11300053843195432,-0.4001277779971152,8.35217731077911,-0.04790700234305614,40.0,STOP
DON55,XLMUSDT,1,1776758400000,1777003200000,0.17938379899999998,0.17209644028887142,1118.7278289840567,1,-8.152570989928915,0.19660536251521793,0.08288818301511851,-8.43206453545925,8.349176352444132,-1.0099277077781275,68.0,STOP
