strategy,market,period,trades,net_pnl,end_equity,return_pct,max_drawdown_pct,adverse_bar_drawdown_pct,profit_factor,win_rate_pct,mean_r,fees,funding,max_losing_streak,longest_underwater_days,sharpe_daily,exposure_pct,reconciliation_error
B_SAFE,spot,stress_later,33,37.23239821303741,3037.2323982130374,1.2410799404345862,3.570649462752551,3.746856116229935,1.5042109699259567,27.27272727272727,0.09625741986713952,8.274646824606222,0.0,13,382.8333333333333,0.19636464761419004,34.56688596491228,1.4210854715202004e-12
B_SAFE,spot,equal_size_later,33,43.5035083439825,3043.5035083439825,1.4501169447994178,3.5672774924660144,3.6899660055379924,1.6200711733557196,27.27272727272727,0.18441018237896722,4.1435511554034825,0.0,13,382.8333333333333,0.2260284159396784,34.56688596491228,8.881784197001252e-13
B_SAFE,spot,gross_later,33,49.79345063748269,3049.7934506374827,1.6597816879160954,3.5638962706305954,3.653450540218095,1.749181170208409,27.27272727272727,0.29707418404297986,0.0,0.0,13,382.8333333333333,0.255824905408116,34.56688596491228,1.9184653865522705e-13
B_REGIME,spot,development,20,-31.98551236526373,2968.0144876347363,-1.0661837455087864,6.891938736677483,7.038591585120734,0.8548492306606157,20.0,-0.06517938332218735,10.325785061576612,0.0,14,320.8333333333333,-0.11338445189698187,32.48858447488585,1.2470025012589758e-12
B_REGIME,spot,validation,13,187.35995535008806,3187.359955350088,6.245331845002933,5.718441744641877,5.990814820889357,2.511440282447818,30.76923076923077,0.6748498485333827,9.455975367203356,0.0,7,180.16666666666666,0.8749933370224887,57.87795992714025,-1.3642420526593924e-12
B_REGIME,spot,holdout,16,188.717230063844,3188.717230063844,6.290574335461474,6.984391631151654,7.3902434907126,2.183412936077064,31.25,0.7565944944238455,12.001358252567261,0.0,8,401.8333333333333,0.5072781816599574,27.960526315789476,-2.5579538487363607e-13
B_REGIME,spot,full,47,467.4379158459783,3467.4379158459783,15.581263861532602,6.984391631151654,7.390243490712612,1.9514563106632288,27.659574468085108,0.5291694462072605,32.45724013181589,0.0,14,401.8333333333333,0.5079252196097814,37.1283255086072,1.7053025658242404e-12
B_REGIME,spot,stress_later,16,161.13666467077383,3161.136664670774,5.371222155692457,6.424521193905619,6.80173716501743,1.9881091331960732,31.25,0.6081422399798869,22.898815567667935,0.0,8,399.3333333333333,0.4628251983184985,27.960526315789476,1.3073986337985843e-12
B_REGIME,spot,equal_size_later,30,53.384464675512845,3053.384464675513,1.7794821558504204,3.5672774924660144,3.6899660055379924,1.8856385247203162,30.0,0.2841463834432929,3.8534417025818906,0.0,13,382.8333333333333,0.2727550814589628,27.960526315789476,7.958078640513122e-13
B_REGIME,spot,gross_later,15,121.38844777099348,3121.3884477709935,4.046281592366441,7.652132964313418,8.091916155580392,1.7890491375078437,26.666666666666668,0.39058361433078836,0.0,0.0,8,406.3333333333333,0.33985242337436644,27.960526315789476,4.547473508864641e-13
DON55,futures,development,318,177.17208605786686,1177.1720860578669,17.717208605786695,25.231412360895344,25.690297463514444,1.1211240656515782,30.81761006289308,0.08522237242210427,55.23268399282057,12.852358441241307,15,351.625,0.5249008754894378,75.06849315068493,-3.353761712787673e-12
DON55,futures,validation,162,190.0931854196599,1190.09318541966,19.009318541965992,19.074465092300443,19.493595819044607,1.2996921029752022,33.33333333333333,0.1592659485862764,25.988147513069897,11.597296955061013,13,136.875,1.0895591695474527,70.0136612021858,-7.673861546209082e-13
DON55,futures,holdout,245,393.0539280891246,1393.0539280891246,39.30539280891245,13.865286047035552,14.068290877220091,1.3774285779301803,35.51020408163265,0.19675965895213438,45.515601918865315,9.503544504632353,11,159.29166666666666,1.163807253686175,82.25054824561403,2.0463630789890885e-12
DON55,futures,full,725,951.591207672059,1951.591207672059,95.15912076720589,25.231412360895344,25.690297463514444,1.2594058201649423,32.96551724137931,0.1394591924751433,149.5900369702452,39.818310882649136,15,455.4166666666667,0.8685732584000189,76.54538341158059,-5.4569682106375694e-12
DON55,futures,stress_later,244,283.55127393489647,1283.5512739348965,28.355127393489642,15.860782688838182,15.97188140337743,1.2802257215670103,34.42622950819672,0.1516568371272331,84.20675504930047,8.719371464570642,12,270.7916666666667,0.920706860830347,82.3670504385965,6.139089236967266e-12
DON55,futures,equal_size_later,245,393.0539280891246,1393.0539280891246,39.30539280891245,13.865286047035552,14.068290877220091,1.3774285779301803,35.51020408163265,0.19675965895213438,45.515601918865315,9.503544504632353,11,159.29166666666666,1.163807253686175,82.25054824561403,2.0463630789890885e-12
DON55,futures,gross_later,244,521.8357018720835,1521.8357018720835,52.18357018720836,12.117370870084587,12.518923654248336,1.4921639887234133,38.9344262295082,0.24708584200472278,0.0,10.991077391065875,10,152.875,1.4074524682778184,82.94956140350878,1.9326762412674725e-12
KELTNER,futures,development,597,26.720829154694,1026.720829154694,2.6720829154694092,24.27418968490859,24.341584936915506,1.012436438784115,32.32830820770519,0.017528003951820123,95.41917838297628,17.567241240869528,17,351.7083333333333,0.16302290630850855,97.20319634703196,-6.508571459562518e-12
KELTNER,futures,validation,310,73.93062229385941,1073.9306222938594,7.393062229385938,12.738124925692762,12.910135777127563,1.077175527980043,35.16129032258065,0.04944940651286988,40.183642017307946,12.805244624705786,13,215.58333333333334,0.45776092234234683,98.75910746812386,3.410605131648481e-13
KELTNER,futures,holdout,442,174.20664955173834,1174.2066495517383,17.420664955173827,24.72510878985733,24.833008551252412,1.1078966656007065,34.16289592760181,0.07208754506130993,76.39971177839044,12.031774297893946,20,201.54166666666666,0.6243658964491116,98.02631578947368,-1.8758328224066645e-12
KELTNER,futures,full,1348,250.02944822642985,1250.0294482264298,25.00294482264298,30.627570717600292,30.767454271641114,1.0513001182800437,33.23442136498516,0.038457114768849374,217.8403578129141,43.833131317306666,20,1025.375,0.3489972556666835,97.87265258215963,-3.609557097661309e-12
KELTNER,futures,stress_later,441,80.53291846720617,1080.5329184672062,8.053291846720612,25.341981545163815,25.444900094515145,1.0519475791782655,32.6530612244898,0.04004009580518636,140.74697380189153,11.25125224435276,20,282.4166666666667,0.35223273857545023,97.9577850877193,-3.694822225952521e-12
KELTNER,futures,equal_size_later,443,167.52433645734072,1167.5243364573407,16.752433645734065,29.949058204856094,30.074987908130225,1.0801956206961694,33.86004514672686,0.06095051370777955,98.77054279533749,15.101864146809058,20,201.54166666666666,0.524729320052577,98.02631578947368,-1.3642420526593924e-12
KELTNER,futures,gross_later,442,317.88012764989503,1317.880127649895,31.788012764989503,24.070707068878818,24.184058249830176,1.1890276861934854,36.87782805429865,0.11647848904631264,0.0,13.370957749694774,15,201.54166666666666,0.9809553436463625,98.05372807017544,5.5138116294983774e-12
DON55_TREND,futures,development,204,169.80617259071937,1169.8061725907194,16.98061725907194,14.397502093884619,14.496465937943304,1.1757421036436677,35.78431372549019,0.11717603798512415,33.98642147099193,8.728720628154326,12,510.4166666666667,0.5844507689529448,65.18835616438356,1.5916157281026244e-12
DON55_TREND,futures,validation,116,135.3889542599336,1135.3889542599336,13.538895425993358,15.690896868056804,16.127551821368446,1.2599502373783047,31.03448275862069,0.16242946336225256,17.966189819927354,12.296174801970588,16,148.45833333333334,0.8355758203149618,63.2172131147541,-1.9895196601282805e-13
DON55_TREND,futures,holdout,161,154.02471801284196,1154.024718012842,15.4024718012842,13.658215618576207,13.874756244319952,1.2250377732163564,37.267080745341616,0.1355445484598084,27.405820238911183,5.28130868777861,11,291.0833333333333,0.6382252691704151,65.54276315789474,2.1032064978498966e-12
DON55_TREND,futures,full,481,532.7583281542818,1532.7583281542818,53.27583281542818,15.69089686805658,16.127551821368215,1.2144283487282748,35.13513513513514,0.13423784158215335,91.40338076571642,30.127416827119077,16,510.4166666666667,0.661348154837134,64.89143192488262,6.366462912410498e-12
