strategy,symbol,time,entry,qty,fee,stop,risk,pyramid
DON55_TREND,DOGEUSDT,1641412800000,0.159632096,968.3666239681042,0.07729119694023616,0.16716352457142858,7.5,False
DON55_TREND,BCHUSDT,1641528000000,384.17471300000005,0.3729725454540341,0.0716433103033415,403.71899871428576,7.481608770735681,False
DON55_TREND,BTCUSDT,1641528000000,41777.433009,0.0034195615295654668,0.07143025136078744,43909.04443757143,7.4807489542645484,False
DON55_TREND,ETHUSDT,1641528000000,3237.078585,0.03442120271572295,0.05571206909050531,3450.0042992857143,7.479891694788441,False
DON55_TREND,LINKUSDT,1642579200000,21.5055464,4.729019475070782,0.05085007387381917,23.0395464,7.39234586269985,False
DON55_TREND,BTCUSDT,1642723200000,40649.861381999996,0.004210160980904936,0.0855712301348454,42362.75995342857,7.439859944116564,False
DON55_TREND,DOTUSDT,1642723200000,22.9671078,4.706972024071085,0.05405276694421241,24.516393514285717,7.4388329737991175,False
DON55_TREND,ADAUSDT,1642838400000,1.03119055,60.907573421995615,0.03140365706809652,1.1600762642857143,7.938056305779794,False
DON55_TREND,BCHUSDT,1642838400000,288.773342,0.3195797954925676,0.04614306279003264,313.21619914285714,7.937679419487317,False
DON55_TREND,SOLUSDT,1643011200000,86.693984,0.4670332445845101,0.020244486316738804,103.49969828571429,7.907749247327238,False
DON55_TREND,BTCUSDT,1643025600000,33679.893000000004,0.0030977242500361615,0.05216551064236159,36201.815857142865,7.954118517721517,False
DON55_TREND,SOLUSDT,1644652800000,93.691884,0.9219944770469986,0.04319169979606403,101.951884,7.7340794392434,False
DON55_TREND,LINKUSDT,1644811200000,15.3413962,7.628687159135071,0.05851735609707179,16.33453905714286,7.734601079917244,False
DON55_TREND,ADAUSDT,1645200000000,1.00319895,134.00020165902797,0.06721443080206255,1.05869895,7.6177396009959715,False
DON55_TREND,BTCUSDT,1645200000000,39793.25844,0.004141932614257709,0.08241049748011092,41579.072725714286,7.616932937059634,False
DON55_TREND,ETHUSDT,1645200000000,2797.7904110000004,0.04286302222999239,0.05996087629077628,2971.694696714286,7.615943899802316,False
DON55_TREND,ADAUSDT,1645675200000,0.79826045,86.42549066835825,0.03449502553619723,0.8894318785714286,7.975537674412354,False
DON55_TREND,LINKUSDT,1646683200000,12.560230800000001,8.594724183752518,0.05397585970513663,13.44380222857143,7.74048253449497,False
DON55_TREND,ETHUSDT,1648555200000,3464.8291369999997,0.05740957655245501,0.09945718679088905,3335.4105655714284,7.682481454411008,False
DON55_TREND,BNBUSDT,1648670400000,445.22352699999993,0.47558402710477254,0.10587059896622521,429.75781271428565,7.624595384125659,False
DON55_TREND,SOLUSDT,1648728000000,127.27817199999998,0.7867561938761133,0.05006844508311464,117.7467434285714,7.623075398206278,False
DON55_TREND,SOLUSDT,1648828800000,132.809831,0.6158620310067845,0.040896266128663906,120.77840242857143,7.510091410394022,False
DON55_TREND,ADAUSDT,1649260800000,1.09647096,103.31268356966007,0.0566396786669007,1.1671281028571427,7.452900116574196,False
DON55_TREND,BCHUSDT,1649260800000,343.536908,0.3894370865142303,0.06689300628081359,362.2111937142857,7.452220363943682,False
DON55_TREND,DOTUSDT,1649260800000,20.311904600000002,5.515907487592402,0.05601929333520128,21.63533317142857,7.451417557535653,False
DON55_TREND,LINKUSDT,1650268800000,13.1920412,11.512699078685845,0.07593800028461285,13.851041200000001,7.790400907978646,False
DON55_TREND,UNIUSDT,1650859200000,8.5634302,17.557069074179072,0.07517436776665556,8.987144485714287,7.640609351168555,False
DON55_TREND,BCHUSDT,1651003200000,298.530414,0.537151688271798,0.08017805794028941,312.4989854285714,7.717732448531203,False
DON55_TREND,DOTUSDT,1651003200000,16.8309492,7.757080057396366,0.06527951019318566,17.803092057142855,7.71677020356306,False
DON55_TREND,ADAUSDT,1651363200000,0.7545735600000001,186.19813247078486,0.07025009384191587,0.7969164171428572,8.073140753857285,False
DON55_TREND,BTCUSDT,1651766400000,36875.43405,0.0047477669899573935,0.08753798426147044,38478.591192857144,7.845131858009187,False
DON55_TREND,ETHUSDT,1651838400000,2673.39774,0.05679561863239744,0.0759186392468766,2808.624882857143,7.883865871530619,False
DON55_TREND,BNBUSDT,1651968000000,365.19041000000004,0.532692529237814,0.09726710157814715,379.55469571428574,7.910793877983521,False
DON55_TREND,ADAUSDT,1652126400000,0.62541232,146.44677000974045,0.0457948070941491,0.68201232,8.414599772517334,False
DON55_TREND,LINKUSDT,1652126400000,8.580425100000001,9.60362079219056,0.041201574448096884,9.444710814285715,8.414050172990663,False
DON55_TREND,UNIUSDT,1652256000000,5.6832945,9.348662950123927,0.026565602363396543,6.575008785714285,8.412085160273307,False
DON55_TREND,ADAUSDT,1652284800000,0.57202834,80.13694480664475,0.02292030175520831,0.6767854828571429,8.461234229036528,False
DON55_TREND,BCHUSDT,1652342400000,176.33708299999998,0.2337590084853197,0.02061019084063676,213.55708299999998,8.761064688379708,False
DON55_TREND,DOGEUSDT,1653566400000,0.07777666,2182.59090456937,0.08487731535189218,0.08157666,8.521188240899834,False
DON55_TREND,ETHUSDT,1653566400000,1815.1352960000002,0.08637410225284795,0.07839034082972872,1911.3410102857144,8.52016959849685,False
DON55_TREND,XRPUSDT,1653566400000,0.38798357,397.4363019849711,0.0770993776458636,0.4088978557142857,8.519228808548176,False
DON55_TREND,SOLUSDT,1653638400000,40.997697,1.9266015265286065,0.03949311281217864,45.33483985714286,8.465326000820955,False
DON55_TREND,SOLUSDT,1654142400000,38.808354,2.286370722674448,0.044365142190392906,42.37692542857143,8.280968400946355,False
DON55_TREND,BNBUSDT,1654574400000,284.104743,0.6046931719058616,0.0858980990990848,297.3161715714285,8.218613762199896,False
DON55_TREND,BCHUSDT,1654948800000,162.06136700000002,0.8721443140270826,0.07067044987625315,171.19422414285717,8.155307129095487,False
DON55_TREND,DOGEUSDT,1654948800000,0.07234828900000001,2455.475068417285,0.08882470994107426,0.07557257471428572,8.154458988263235,False
DON55_TREND,DOTUSDT,1654948800000,8.3364983,13.447458547423832,0.056052357659959626,8.9314983,8.1533929717946,False
DON55_TREND,BNBUSDT,1655092800000,239.848024,0.4344349257336679,0.0520991792469035,259.36230971428574,8.619944182292139,False
DON55_TREND,LTCUSDT,1655121600000,42.097367,1.568104508248431,0.033006535489044364,47.653081285714286,8.804738371486415,False
DON55_TREND,BTCUSDT,1655280000000,20701.28775,0.0031422369977004232,0.03252417613404627,23452.430607142855,8.736232577883657,False
DON55_TREND,DOTUSDT,1656561600000,6.9159246,17.12368756767463,0.059213066045997576,7.408781742857143,8.600256356735489,False
DON55_TREND,XRPUSDT,1656576000000,0.31780463000000003,442.2155333220491,0.07026907197383325,0.33689034428571435,8.62947325500022,False
DON55_TREND,ADAUSDT,1657584000000,0.43426968000000005,430.0147042390799,0.09337117400259995,0.45338396571428574,8.468793753976918,False
DON55_TREND,BCHUSDT,1657584000000,98.84033900000001,1.6539585213345829,0.08173891047032447,103.82748185714287,8.467673173799975,False
DON55_TREND,UNIUSDT,1660867200000,7.5657296,15.367974892411638,0.05813497126778778,8.09615817142857,8.309303846835949,False
DON55_TREND,ADAUSDT,1660953600000,0.44946512,259.57359317431195,0.05833463810246165,0.48116512,8.38675448367886,False
