strategy,symbol,time,entry,qty,fee,stop,risk,pyramid
B,BNBUSDT,1667001600000,298.04894999999993,0.1675900886416475,0.04995004995004996,289.682415,1.5248959706843486,False
B,UNIUSDT,1667088000000,7.103549999999999,7.031702451598139,0.04995004995004995,6.825753000000001,2.0753068937207497,False
B,BNBUSDT,1667606400000,354.87735,0.14075299522511076,0.04995004995004996,286.53372,9.729996230751606,True
B,LINKUSDT,1667606400000,8.7193575,5.728638830332391,0.04995004995004996,7.639146900000001,6.303707427432836,False
B,XRPUSDT,1667606400000,0.5065531499999999,98.60771757129527,0.04995004995004996,0.45969461999999994,4.738534233164486,False
B,LINKUSDT,1669852800000,7.676836499999999,6.506592911031772,0.04995004995004996,7.145311799999998,3.578079101848278,False
B,LTCUSDT,1672790400000,75.60778499999999,0.6606469155266216,0.04995004995004996,70.37118,3.579209500293279,False
B,LTCUSDT,1673222400000,78.709335,0.6346140511802058,0.04995004995004996,71.876178,4.454765138010073,True
B,LTCUSDT,1673481600000,84.12204,0.5937807731487486,0.04995004995004995,72.91449,6.769698939811099,True
B,ETHUSDT,1674259200000,1659.3592649999998,0.030102010458868265,0.04995004995004995,1398.1196790000001,7.976895076685868,False
B,BTCUSDT,1674259200000,22677.333,0.0022026421691673337,0.04995004995004996,19369.272482999997,7.400397675599285,False
B,XRPUSDT,1674259200000,0.41310644999999996,120.91326569713438,0.04995004995004995,0.39569838,2.2265604955779756,False
B,BNBUSDT,1675468800000,332.46614999999997,0.15024100934801923,0.04995004995004996,282.46977,7.625093240658141,False
B,ADAUSDT,1676505600000,0.41920949999999996,119.1529532371045,0.04995004995004995,0.38296318500000004,4.437229502275917,False
B,LINKUSDT,1676764800000,7.989992999999999,6.25157618411555,0.04995004995004995,6.976520099999999,6.451152658070859,False
B,BCHUSDT,1676937600000,145.0725,0.34431094762997777,0.049950049950049945,123.55596,7.522121560742926,False
B,BNBUSDT,1679011200000,329.56469999999996,0.15156371404476862,0.04995004995004995,303.59142,4.05555399070415,False
B,ETHUSDT,1679097600000,1790.15463,0.027902645454739267,0.04995004995004995,1594.1207700000002,5.586511382546726,False
B,ETHUSDT,1680739200000,1909.63434,0.026156866214528774,0.04995004995004996,1666.789146,6.467394472308608,True
B,BTCUSDT,1681171200000,29652.168674999997,0.0016845327738933063,0.04995004995004995,26427.994028482084,5.547933884488143,False
B,SOLUSDT,1681257600000,23.001495,2.1716001481664544,0.04995004995004996,21.158973,4.120071367088323,False
B,ADAUSDT,1681430400000,0.42531254999999996,117.44316021253067,0.04995004995004996,0.35830773,7.982308008035423,False
B,ETHUSDT,1681430400000,2013.0059999999999,0.024813661732776732,0.04995004995004996,1702.2145140000002,7.82516099661401,True
B,DOTUSDT,1681430400000,6.637317,7.525638740781848,0.04995004995004996,6.1336242,3.909776179214356,False
B,BCHUSDT,1681430400000,131.16555,0.3808168375770159,0.04995004995004996,125.2845,2.3610947279899412,False
B,LINKUSDT,1681516800000,7.7468715,6.447770554868498,0.04995004995004995,7.0345242,4.71101481423753,False
B,BNBUSDT,1681603200000,333.26655,0.14988017834388107,0.04995004995004996,307.81674000000004,3.9335524855866364,False
B,SOLUSDT,1681689600000,25.35267,1.9702086584982945,0.04995004995004996,21.556853999999998,7.592185614067388,True
B,LTCUSDT,1681689600000,100.05,0.4992508740634678,0.04995004995004995,89.195733,5.535726642988941,False
B,BCHUSDT,1681689600000,134.36715,0.3717430186622992,0.04995004995004996,126.22202999999999,3.1482013227183177,True
B,DOTUSDT,1681862400000,6.919458,7.218780712311565,0.04995004995004995,6.224179500000001,5.136387090328338,True
B,LTCUSDT,1681862400000,101.980965,0.48979777696798565,0.04995004995004995,89.648262,6.156322887751701,True
B,LTCUSDT,1684368000000,93.92693999999999,0.5317968407152406,0.04995004995004995,88.71211799999999,2.893917562158672,False
B,ETHUSDT,1685318400000,1909.59432,0.02615741439262867,0.04995004995004996,1865.263356,1.282694750320892,False
B,XRPUSDT,1685404800000,0.49484729999999993,100.94033038080629,0.04995004995004996,0.46399518000000006,3.2344035579313863,False
B,ETHUSDT,1685491200000,1901.53029,0.026268343035466428,0.04995004995004995,1865.7399420000002,1.0635935288414973,True
B,XRPUSDT,1685750400000,0.52476225,95.1860579720625,0.04995004995004995,0.46431792000000005,5.869680339792172,True
B,XRPUSDT,1685923200000,0.5361679500000001,93.16120060896955,0.04995004995004996,0.46457136,6.78487273234458,True
B,BTCUSDT,1687305600000,28322.154,0.0017636388090415001,0.04995004995004996,27325.865358,1.8793087024641997,False
B,UNIUSDT,1689292800000,5.8759365,8.50078110102959,0.04995004995004995,5.686941149999999,1.7290491404674835,False
B,LINKUSDT,1689292800000,7.128562499999999,7.007029811417093,0.04995004995004995,6.6808764,3.2570961424088347,False
B,ETHUSDT,1689292800000,2005.492245,0.02490662832258918,0.04995004995004996,1847.9753819999999,4.042181251796407,False
B,LINKUSDT,1689638400000,7.1895929999999995,6.947549040682826,0.04995004995004996,6.673741799999999,3.703377599231443,False
B,UNIUSDT,1690848000000,6.531263999999999,7.647838144354593,0.04995004995004995,5.7377331,6.1845458761635035,False
B,LINKUSDT,1695427200000,6.962479499999999,7.174175514635262,0.04995004995004996,6.626990699999999,2.528096604370691,False
B,LINKUSDT,1695686400000,7.4977469999999995,6.662007927187988,0.04995004995004995,6.637073849999999,5.850063647751653,True
B,LINKUSDT,1695859200000,7.6448205,6.533842089562463,0.04995004995004995,6.650062650000001,6.614694722834282,True
B,BCHUSDT,1695945600000,238.81935,0.20915411565289813,0.04995004995004995,222.63615,3.5045575523489187,False
B,BCHUSDT,1696204800000,242.5212,0.20596158170935142,0.04995004995004996,225.20619000000002,3.6857294396064337,True
B,BTCUSDT,1697846400000,29683.884524999998,0.0016827329289730137,0.04995004995004996,27746.008488000003,3.380888208312086,False
B,BTCUSDT,1698105600000,33086.524995,0.0015096795434878204,0.04995004995004996,27788.5930905,8.111036298826454,True
B,BCHUSDT,1698105600000,262.131,0.19055376872651447,0.04995004995004996,217.80693,8.55830377883158,False
B,XRPUSDT,1698796800000,0.59979975,83.27787724161266,0.04995004995004996,0.54467292,4.7088115586599,False
B,ADAUSDT,1698969600000,0.32326154999999995,154.5189953771179,0.04995004995004996,0.299846745,3.7374570561989975,False
B,ADAUSDT,1699228800000,0.34207095,146.02248437071304,0.04995004995004996,0.298386495,6.494197617815865,True
B,XRPUSDT,1699228800000,0.6609303,75.57536694875384,0.04995004995004996,0.5478725999999999,8.656415020175034,True
B,DOGEUSDT,1699315200000,0.07640818499999999,653.7264293092418,0.04995004995004996,0.067413852,5.995866536080857,False
B,ETHUSDT,1699574400000,2122.390665,0.023534804771698312,0.04995004995004995,1758.1498605,8.684332155476403,False
B,DOTUSDT,1699660800000,5.30265,9.419827812518262,0.04995004995004996,4.7379915,5.4358601734536,False
B,DOGEUSDT,1699747200000,0.07853924999999999,635.9883746031437,0.04995004995004995,0.067315842,7.252103794739421,True
B,BTCUSDT,1699747200000,37148.554995,0.0013446027700612575,0.04995004995004996,31815.274237661015,7.285241099134836,True
B,ETHUSDT,1701561600000,2165.832375,0.02306274969689192,0.04995004995004996,1889.2051879555631,6.49506723854184,True
B,DOGEUSDT,1701734400000,0.09192594,543.3727406002045,0.04995004995004996,0.072690156,10.561377744619534,True
B,BCHUSDT,1701734400000,252.42615,0.19787985495975735,0.04995004995004995,233.26578,3.9106161052961865,False
B,ADAUSDT,1701820800000,0.42601289999999997,117.25008784956972,0.04995004995004996,0.34942635894880236,9.091163638087556,True
B,DOTUSDT,1701820800000,5.909953499999999,8.451851600871302,0.04995004995004995,4.841531267368604,9.141455602959468,True
B,XRPUSDT,1701907200000,0.64032,78.00794907241685,0.04995004995004996,0.6000152400000001,3.264227249853772,False
